0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.46
0,0.49
0,0.52
0,0.54
0,0.57
0,0.59
0,0.62
0,0.65
0,0.67
0,0.7
0,0.72
0,0.75
0,0.72
0,0.7
0,0.67
12,0.65
252,0.62
332,0.59
431,0.57
428,0.54
445,0.52
634,0.49
912,0.46
1156,0.44
1556,0.44
1993,0.44
2527,0.44
3443,0.44
3536,0.44
3704,0.44
4044,0.44
4395,0.44
4886,0.44
4597,0.44
4533,0.44
5084,0.44
5488,0.44
7196,0.44
11688,0.44
11850,0.44
13519,0.44
11705,0.44
9334,0.44
10223,0.44
21174,0.44
21846,0.44
11444,0.44
9485,0.44
11566,0.44
11857,0.44
20049,0.44
15360,0.44
8317,0.44
9850,0.44
11109,0.44
13214,0.44
15468,0.44
15633,0.44
17198,0.44
14252,0.44
7986,0.44
7875,0.44
9357,0.44
9281,0.44
12119,0.44
8828,0.44
7630,0.44
6370,0.44
5167,0.44
6469,0.44
8313,0.44
7106,0.44
8997,0.44
10314,0.44
8990,0.44
8260,0.44
7193,0.44
9359,0.44
13800,0.44
17387,0.44
13536,0.44
12329,0.44
10717,0.44
14857,0.44
32018,0.44
34232,0.44
29758,0.44
34273,0.44
37302,0.44
35707,0.44
24880,0.44
23240,0.44
22630,0.44
32591,0.44
32400,0.44
31743,0.44
31176,0.44
30969,0.44
30909,0.44
30337,0.44
30176,0.44
22437,0.44
20896,0.44
13644,0.44
29769,0.44
19869,0.44
19968,0.44
30754,0.44
23617,0.44
22796,0.44
26061,0.44
27462,0.44
24157,0.44
22663,0.44
26455,0.44
19933,0.44
26215,0.44
22963,0.44
21641,0.44
21054,0.44
16210,0.44
6788,0.44
7878,0.44
15814,0.44
16105,0.44
8414,0.44
4865,0.44
4227,0.44
3861,0.44
5082,0.44
5185,0.44
4825,0.44
3868,0.44
3267,0.44
3159,0.44
2782,0.44
2331,0.44
2152,0.44
1770,0.44
1128,0.44
651,0.44
355,0.44
194,0.44
99,0.44
29,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.45
0,0.47
0,0.48
0,0.49
0,0.51
0,0.52
0,0.54
0,0.55
0,0.57
0,0.58
0,0.59
0,0.61
0,0.59
0,0.58
0,0.57
0,0.55
0,0.54
0,0.52
0,0.51
0,0.49
0,0.48
0,0.47
0,0.45
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.45
0,0.47
0,0.48
0,0.49
0,0.51
0,0.52
0,0.54
0,0.55
0,0.57
0,0.58
0,0.59
0,0.61
0,0.59
0,0.58
0,0.57
0,0.55
0,0.54
0,0.52
0,0.51
0,0.49
0,0.48
0,0.47
0,0.45
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
0,0.44
7,0.44
105,0.42
302,0.4
498,0.38
847,0.35
1358,0.33
2041,0.31
2724,0.29
3257,0.27
3718,0.25
4172,0.23
4864,0.21
5592,0.19
6394,0.19
7209,0.19
8039,0.19
8886,0.19
9749,0.19
10615,0.19
11438,0.19
12150,0.19
12789,0.19
13748,0.19
14438,0.19
13655,0.19
16280,0.19
10556,0.19
17994,0.19
18837,0.19
20084,0.19
22570,0.19
13449,0.19
5998,0.19
11965,0.19
17166,0.19
22925,0.19
13840,0.19
27253,0.21
23178,0.23
12518,0.25
10449,0.27
18670,0.29
13325,0.31
6386,0.33
5995,0.35
5441,0.38
5305,0.4
5832,0.42
7979,0.44
7551,0.44
8457,0.44
10297,0.44
11874,0.44
14266,0.44
16679,0.44
6726,0.44
6397,0.44
7618,0.44
8815,0.44
10300,0.44
11281,0.44
10041,0.44
10050,0.44
9178,0.44
7467,0.44
7895,0.44
9980,0.44
11855,0.44
13505,0.44
12524,0.44
11765,0.44
10625,0.44
8748,0.44
8953,0.44
14202,0.44
18677,0.44
13274,0.44
12665,0.44
15363,0.44
16455,0.44
17159,0.44
16490,0.44
35780,0.44
23938,0.44
34642,0.44
33012,0.44
32792,0.44
22693,0.44
8486,0.44
10016,0.44
12448,0.44
9166,0.44
10348,0.44
10218,0.44
9069,0.44
8528,0.44
7915,0.44
9699,0.44
6617,0.44
5926,0.44
8390,0.44
10605,0.44
27706,0.44
20814,0.44
19040,0.44
8463,0.44
20040,0.44
18728,0.44
6450,0.44
5791,0.44
5240,0.44
5836,0.44
16072,0.44
7024,0.44
4525,0.44
4516,0.44
13490,0.44
9715,0.44
11823,0.44
12307,0.44
8076,0.44
3675,0.44
6576,0.44
7014,0.44
6356,0.44
4975,0.44
3243,0.44
4116,0.44
2654,0.44
3760,0.44
3491,0.44
2716,0.44
2148,0.44
2107,0.44
1396,0.44
647,0.44
450,0.44
189,0.44
49,0.44
5,0.44
0,0.44
0,0.44
0,0.44
0,0.44
