#Datum,Uhrzeit,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Pdc3,Udc1,Udc2,Udc3,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Uac,WR,Pac,DaySum,Status,Error,Pdc1,Pdc2,Udc1,Udc2,Temp,Uac
15.08.16,15:20:00,1,3065,25130,3,0,1072,1086,1099,344,348,350,225,2,3015,24879,3,0,1033,1087,1098,335,349,354,225,3,2861,24805,3,0,848,1079,1096,297,349,351,224,4,4093,33269,3,0,2841,1440,471,473,229,5,2773,23306,3,0,1450,1467,457,457,225,6,2796,22809,3,0,1477,1483,460,462,225,7,2765,23108,3,0,1455,1463,453,457,225,8,4163,34715,3,0,2955,1490,465,463,225,9,2017,16709,3,0,1078,1079,342,347,224,10,2410,20646,1,0,1542,944,333,229,53,224
15.08.16,15:15:00,1,3117,24874,3,0,1091,1105,1117,346,347,348,225,2,3082,24627,3,0,1066,1107,1118,338,350,354,225,3,2922,24567,3,0,875,1098,1115,293,352,351,224,4,4169,32927,3,0,2891,1461,473,469,229,5,2826,23074,3,0,1478,1494,458,455,225,6,2850,22575,3,0,1504,1512,456,461,224,7,2819,22877,3,0,1484,1491,451,455,225,8,4244,34367,3,0,3010,1518,463,463,225,9,2055,16541,3,0,1098,1100,342,348,224,10,2460,20445,1,0,1577,965,332,228,53,224
15.08.16,15:10:00,1,3153,24614,3,0,1104,1118,1131,343,347,348,225,2,3120,24370,3,0,1083,1119,1130,337,350,352,225,3,2965,24323,3,0,896,1111,1127,299,351,350,224,4,4220,32579,3,0,2928,1477,472,473,229,5,2862,22839,3,0,1496,1514,454,453,225,6,2888,22338,3,0,1525,1532,457,459,225,7,2853,22642,3,0,1502,1510,451,455,225,8,4296,34013,3,0,3047,1537,462,464,225,9,2080,16369,3,0,1111,1114,342,346,224,10,2496,20239,1,0,1598,980,333,226,53,225
15.08.16,15:05:00,1,3204,24352,3,0,1124,1137,1149,343,346,347,225,2,3181,24110,3,0,1112,1138,1149,340,348,352,225,3,3031,24076,3,0,931,1130,1147,301,349,349,225,4,4289,32227,3,0,2978,1501,471,471,229,5,2915,22600,3,0,1524,1542,453,453,225,6,2936,22097,3,0,1552,1559,453,458,225,7,2904,22404,3,0,1528,1535,450,453,225,8,4367,33655,3,0,3099,1563,460,461,225,9,2114,16196,3,0,1130,1132,341,345,224,10,2545,20031,1,0,1628,1000,328,224,54,225
15.08.16,15:00:00,1,3221,24084,3,0,1130,1143,1156,340,344,346,225,2,3202,23845,3,0,1121,1144,1156,338,346,351,225,3,3063,23823,3,0,953,1135,1154,300,347,348,224,4,4303,31870,3,0,2987,1507,467,467,229,5,2940,22357,3,0,1537,1554,451,451,225,6,2961,21852,3,0,1566,1572,454,455,225,7,2927,22162,3,0,1540,1548,447,451,225,8,4400,33290,3,0,3122,1572,457,456,225,9,2127,16019,3,0,1137,1139,337,342,224,10,2577,19819,1,0,1646,1014,329,225,54,225
15.08.16,14:55:00,1,3266,23816,3,0,1144,1160,1173,340,344,346,225,2,3252,23578,3,0,1140,1161,1173,339,347,351,225,3,3128,23567,3,0,987,1152,1171,308,348,349,224,4,4373,31511,3,0,3031,1529,468,469,229,5,2981,22112,3,0,1558,1575,452,450,225,6,3004,21605,3,0,1589,1595,454,457,224,7,2969,21918,3,0,1560,1570,448,450,225,8,4466,32923,3,0,3165,1596,459,459,225,9,2162,15842,3,0,1154,1158,339,343,224,10,2616,19605,1,0,1667,1030,326,224,54,225
15.08.16,14:50:00,1,3295,23543,3,0,1155,1170,1184,337,342,344,225,2,3280,23306,3,0,1151,1171,1183,336,344,348,225,3,3169,23306,3,0,1015,1160,1179,313,345,346,224,4,4394,31146,3,0,3050,1536,463,465,229,5,3021,21863,3,0,1580,1598,449,447,225,6,3044,21355,3,0,1611,1617,453,455,225,7,3005,21670,3,0,1580,1590,444,449,225,8,4516,32551,3,0,3202,1615,455,456,225,9,2181,15662,3,0,1165,1168,335,340,224,10,2652,19386,1,0,1694,1043,323,225,55,225
15.08.16,14:45:00,1,3345,23269,3,0,1174,1188,1201,338,342,342,225,2,3330,23033,3,0,1169,1188,1199,336,344,346,225,3,3234,23042,3,0,1049,1178,1197,316,344,345,224,4,4462,30780,3,0,3100,1560,464,462,229,5,3067,21611,3,0,1604,1622,450,448,225,6,3088,21101,3,0,1636,1640,450,454,225,7,3052,21419,3,0,1605,1614,444,447,225,8,4586,32174,3,0,3252,1640,455,456,225,9,2217,15480,3,0,1184,1186,335,341,224,10,2705,19165,1,0,1727,1065,324,224,55,225
15.08.16,14:40:00,1,3382,22990,3,0,1187,1201,1214,338,344,342,225,2,3369,22755,3,0,1182,1202,1214,337,345,349,225,3,3285,22772,3,0,1075,1191,1211,320,346,346,224,4,4516,30407,3,0,3136,1580,465,465,229,5,3099,21355,3,0,1621,1640,449,448,224,6,3121,20843,3,0,1652,1659,451,455,224,7,3086,21165,3,0,1622,1633,445,449,224,8,4639,31791,3,0,3287,1657,457,454,225,9,2246,15295,3,0,1198,1201,336,341,224,10,2743,18940,1,0,1750,1082,324,224,55,224
15.08.16,14:35:00,1,3435,22708,3,0,1205,1220,1233,338,344,345,225,2,3425,22474,3,0,1202,1221,1233,339,346,349,225,3,3363,22498,3,0,1115,1212,1231,328,346,348,224,4,4599,30030,3,0,3192,1607,467,466,229,5,3146,21097,3,0,1645,1666,450,448,225,6,3170,20583,3,0,1678,1686,452,455,225,7,3133,20907,3,0,1646,1659,446,449,225,8,4714,31404,3,0,3340,1686,455,456,225,9,2287,15107,3,0,1219,1223,337,344,224,10,2782,18712,1,0,1776,1098,323,222,55,225
15.08.16,14:30:00,1,3456,22421,3,0,1214,1227,1239,339,341,342,225,2,3445,22189,3,0,1211,1227,1239,337,344,347,225,3,3399,22217,3,0,1141,1218,1237,332,345,345,224,4,4623,29647,3,0,3212,1616,465,464,229,5,3167,20834,3,0,1658,1677,448,446,225,6,3189,20318,3,0,1688,1696,448,452,224,7,3154,20646,3,0,1658,1670,443,445,225,8,4741,31011,3,0,3363,1694,454,452,225,9,2298,14917,3,0,1226,1228,333,339,224,10,2816,18479,1,0,1792,1116,324,221,56,225
15.08.16,14:25:00,1,3489,22133,3,0,1224,1240,1252,339,343,344,225,2,3480,21902,3,0,1220,1239,1252,339,346,348,225,3,3440,21934,3,0,1158,1231,1249,337,346,347,224,4,4673,29261,3,0,3244,1634,468,468,229,5,3194,20570,3,0,1672,1692,447,444,225,6,3217,20053,3,0,1703,1711,449,451,225,7,3183,20383,3,0,1673,1686,442,447,225,8,4788,30616,3,0,3395,1708,456,455,225,9,2323,14725,3,0,1238,1240,338,341,224,10,2843,18245,1,0,1810,1127,321,220,56,225
15.08.16,14:20:00,1,3545,21842,3,0,1243,1259,1271,339,344,345,225,2,3535,21611,3,0,1238,1258,1272,340,347,350,225,3,3502,21647,3,0,1181,1250,1271,337,349,350,224,4,4752,28872,3,0,3295,1662,470,467,229,5,3241,20304,3,0,1697,1717,448,446,225,6,3268,19784,3,0,1729,1738,449,455,225,7,3231,20117,3,0,1700,1712,445,449,225,8,4867,30216,3,0,3448,1738,456,456,225,9,2362,14531,3,0,1258,1263,337,341,224,10,2886,18008,1,0,1837,1145,319,221,56,225
15.08.16,14:15:00,1,3570,21547,3,0,1249,1267,1281,338,344,343,225,2,3560,21317,3,0,1245,1267,1281,338,347,350,225,3,3529,21355,3,0,1191,1258,1280,335,347,347,224,4,4783,28475,3,0,3316,1675,468,470,229,5,3267,20034,3,0,1710,1732,448,446,225,6,3296,19512,3,0,1742,1752,449,452,225,7,3254,19848,3,0,1711,1725,443,447,225,8,4900,29811,3,0,3472,1751,457,455,225,9,2378,14334,3,0,1266,1272,339,343,224,10,2913,17768,1,0,1852,1157,320,220,56,225
15.08.16,14:10:00,1,3595,21249,3,0,1258,1276,1291,336,341,343,225,2,3583,21020,3,0,1254,1275,1291,335,342,350,225,3,3560,21061,3,0,1207,1266,1289,335,344,347,225,4,4808,28077,3,0,3335,1685,466,463,229,5,3298,19761,3,0,1727,1748,446,444,225,6,3326,19237,3,0,1759,1767,449,451,225,7,3281,19577,3,0,1725,1738,443,445,225,8,4940,29402,3,0,3501,1766,454,453,225,9,2395,14136,3,0,1274,1282,335,341,224,10,2932,17526,1,0,1865,1167,318,220,56,225
15.08.16,14:05:00,1,3595,20950,3,0,1259,1276,1291,334,340,342,225,2,3581,20721,3,0,1253,1274,1290,335,343,345,225,3,3561,20764,3,0,1212,1264,1287,331,342,344,224,4,4793,27676,3,0,3328,1680,462,462,229,5,3308,19486,3,0,1733,1753,444,442,225,6,3335,18960,3,0,1765,1771,446,451,225,7,3288,19303,3,0,1730,1743,439,443,225,8,4946,28990,3,0,3504,1769,451,450,225,9,2393,13937,3,0,1275,1280,331,340,224,10,2949,17280,1,0,1875,1170,315,220,56,225
15.08.16,14:00:00,1,3629,20650,3,0,1270,1287,1303,335,339,342,225,2,3613,20423,3,0,1265,1286,1301,337,344,346,225,3,3600,20467,3,0,1229,1275,1298,333,343,343,225,4,4838,27276,3,0,3361,1693,463,463,229,5,3338,19211,3,0,1748,1769,445,444,225,6,3362,18682,3,0,1778,1786,445,449,225,7,3316,19029,3,0,1745,1758,441,442,225,8,4990,28578,3,0,3534,1784,451,451,225,9,2414,13737,3,0,1286,1292,333,339,224,10,2986,17034,1,0,1896,1185,315,220,57,225
15.08.16,13:55:00,1,3657,20347,3,0,1280,1296,1313,336,339,342,226,2,3642,20121,3,0,1275,1295,1312,339,343,347,226,3,3636,20167,3,0,1247,1284,1309,337,342,345,225,4,4873,26873,3,0,3383,1702,463,465,229,5,3363,18932,3,0,1761,1784,444,441,225,6,3390,18401,3,0,1792,1802,446,449,225,7,3342,18753,3,0,1758,1772,440,444,225,8,5028,28162,3,0,3561,1800,450,453,226,9,2433,13536,3,0,1296,1302,332,337,225,10,3009,16786,1,0,1913,1199,316,220,57,226
15.08.16,13:50:00,1,3706,20042,3,0,1296,1313,1331,337,339,342,225,2,3689,19818,3,0,1290,1313,1331,337,343,348,226,3,3691,19864,3,0,1267,1302,1328,338,345,347,225,4,4944,26466,3,0,3439,1730,466,467,229,5,3409,18652,3,0,1786,1807,445,444,225,6,3436,18118,3,0,1815,1826,446,450,225,7,3390,18474,3,0,1783,1798,440,443,225,8,5100,27742,3,0,3613,1824,452,451,226,9,2468,13333,3,0,1314,1321,333,340,224,10,3050,16534,1,0,1937,1214,318,220,57,225
15.08.16,13:45:00,1,3732,19733,3,0,1304,1321,1341,337,341,345,226,2,3713,19510,3,0,1299,1321,1340,338,344,351,226,3,3719,19556,3,0,1279,1310,1337,339,347,348,225,4,4977,26054,3,0,3450,1743,466,466,229,5,3432,18368,3,0,1797,1819,446,445,225,6,3462,17832,3,0,1828,1839,448,452,225,7,3412,18191,3,0,1794,1809,441,444,226,8,5134,27317,3,0,3636,1836,452,453,226,9,2484,13127,3,0,1324,1330,332,340,225,10,3073,16280,1,0,1946,1226,316,219,57,226
15.08.16,13:40:00,1,3735,19422,3,0,1304,1323,1342,334,341,342,226,2,3712,19201,3,0,1298,1322,1340,334,342,349,226,3,3725,19246,3,0,1285,1310,1336,340,344,347,225,4,4972,25639,3,0,3458,1742,463,462,229,5,3441,18082,3,0,1801,1824,444,442,226,6,3468,17543,3,0,1831,1841,445,449,225,7,3417,17907,3,0,1797,1812,440,443,226,8,5139,26889,3,0,3641,1836,451,452,226,9,2484,12920,3,0,1324,1330,334,339,225,10,3079,16023,1,0,1953,1229,315,216,57,226
15.08.16,13:35:00,1,3757,19111,3,0,1311,1330,1352,336,341,345,226,2,3735,18891,3,0,1305,1329,1350,337,344,351,226,3,3749,18935,3,0,1293,1316,1345,341,345,348,225,4,5002,25225,3,0,3465,1753,464,467,229,5,3463,17795,3,0,1812,1836,445,444,226,6,3495,17254,3,0,1845,1856,447,451,225,7,3440,17622,3,0,1808,1824,440,445,226,8,5179,26460,3,0,3663,1853,453,453,226,9,2503,12713,3,0,1332,1340,335,340,225,10,3097,15769,1,0,1964,1234,316,220,57,226
15.08.16,13:30:00,1,3772,18798,3,0,1318,1337,1355,335,341,343,226,2,3752,18580,3,0,1313,1336,1354,336,345,349,226,3,3767,18623,3,0,1302,1324,1351,338,345,347,225,4,5034,24808,3,0,3497,1763,464,466,229,5,3480,17506,3,0,1821,1847,445,443,226,6,3513,16963,3,0,1856,1866,446,451,226,7,3459,17335,3,0,1818,1836,440,444,226,8,5206,26029,3,0,3687,1862,451,452,226,9,2519,12504,3,0,1341,1351,332,339,225,10,3119,15510,1,0,1976,1246,316,216,57,226
15.08.16,13:25:00,1,3767,18483,3,0,1316,1334,1353,337,339,341,226,2,3745,18267,3,0,1310,1334,1352,335,344,348,226,3,3759,18309,3,0,1298,1321,1348,340,344,344,225,4,5017,24388,3,0,3479,1760,460,466,229,5,3481,17216,3,0,1822,1846,445,442,226,6,3512,16670,3,0,1854,1865,445,450,226,7,3458,17047,3,0,1817,1834,438,443,226,8,5203,25595,3,0,3683,1860,452,449,226,9,2516,12294,3,0,1341,1348,332,339,225,10,3126,15249,1,0,1982,1250,316,216,57,226
15.08.16,13:20:00,1,3802,18169,3,0,1329,1347,1366,335,343,346,226,2,3781,17955,3,0,1323,1347,1364,338,345,351,226,3,3798,17996,3,0,1312,1335,1360,343,345,349,226,4,5079,23970,3,0,3520,1777,467,470,229,5,3506,16926,3,0,1835,1858,446,444,226,6,3538,16377,3,0,1867,1879,448,451,226,7,3485,16759,3,0,1832,1848,443,446,226,8,5249,25161,3,0,3715,1875,453,453,227,9,2540,12085,3,0,1353,1360,335,340,225,10,3145,14990,1,0,1994,1256,316,218,57,226
15.08.16,13:15:00,1,3821,17852,3,0,1334,1354,1372,337,341,343,227,2,3799,17640,3,0,1329,1353,1371,336,345,350,227,3,3815,17679,3,0,1318,1342,1367,343,344,348,226,4,5102,23547,3,0,3533,1785,466,469,229,5,3525,16634,3,0,1845,1869,445,443,226,6,3557,16082,3,0,1878,1889,447,449,226,7,3502,16468,3,0,1842,1857,443,445,226,8,5273,24724,3,0,3733,1885,452,453,227,9,2551,11873,3,0,1360,1366,334,340,226,10,3167,14728,1,0,2006,1266,316,216,57,227
15.08.16,13:10:00,1,3810,17534,3,0,1331,1349,1371,336,340,345,226,2,3786,17323,3,0,1325,1347,1368,337,344,350,227,3,3801,17361,3,0,1314,1335,1364,340,343,348,225,4,5074,23121,3,0,3513,1775,466,465,229,5,3523,16340,3,0,1845,1868,446,443,226,6,3559,15786,3,0,1879,1890,448,451,226,7,3495,16176,3,0,1838,1853,439,443,226,8,5264,24284,3,0,3721,1886,452,452,227,9,2540,11660,3,0,1353,1362,332,340,226,10,3163,14465,1,0,2001,1265,316,216,57,227
15.08.16,13:05:00,1,3827,17216,3,0,1335,1355,1378,333,341,345,227,2,3799,17008,3,0,1328,1353,1375,334,341,349,227,3,3812,17044,3,0,1316,1338,1370,339,342,346,226,4,5076,22699,3,0,3523,1781,460,462,229,5,3553,16046,3,0,1859,1883,444,443,227,6,3584,15489,3,0,1892,1904,445,452,226,7,3521,15885,3,0,1851,1868,441,443,226,8,5297,23845,3,0,3743,1896,451,452,227,9,2551,11449,3,0,1359,1368,331,338,226,10,3183,14200,1,0,2015,1273,315,217,57,227
15.08.16,13:00:00,1,3817,16897,3,0,1332,1352,1374,335,340,344,227,2,3790,16691,3,0,1326,1349,1371,335,343,348,227,3,3803,16727,3,0,1314,1336,1366,340,343,346,226,4,5066,22276,3,0,3510,1777,461,465,229,5,3541,15750,3,0,1853,1879,447,444,227,6,3576,15191,3,0,1889,1899,449,451,226,7,3510,15592,3,0,1845,1864,439,443,227,8,5285,23404,3,0,3736,1894,451,455,227,9,2548,11236,3,0,1357,1366,332,337,226,10,3179,13935,1,0,2014,1271,315,216,58,227
15.08.16,12:55:00,1,3828,16579,3,0,1337,1355,1376,335,340,344,227,2,3801,16375,3,0,1330,1352,1374,336,343,350,227,3,3813,16410,3,0,1318,1339,1368,340,345,348,226,4,5078,21854,3,0,3516,1778,462,463,229,5,3545,15455,3,0,1855,1879,444,444,227,6,3579,14893,3,0,1889,1900,449,451,226,7,3515,15299,3,0,1848,1864,440,442,227,8,5292,22963,3,0,3741,1893,452,452,227,9,2552,11024,3,0,1360,1369,332,337,226,10,3186,13671,1,0,2023,1269,316,220,58,227
15.08.16,12:50:00,1,3839,16260,3,0,1340,1360,1381,335,343,344,227,2,3812,16059,3,0,1333,1357,1378,336,346,351,227,3,3824,16092,3,0,1321,1344,1373,340,343,347,226,4,5096,21430,3,0,3539,1786,465,466,229,5,3557,15159,3,0,1861,1886,446,445,227,6,3591,14594,3,0,1895,1907,448,451,226,7,3527,15006,3,0,1855,1870,441,443,227,8,5312,22522,3,0,3755,1903,453,455,227,9,2562,10811,3,0,1364,1374,333,339,226,10,3200,13405,1,0,2027,1278,317,221,58,227
15.08.16,12:45:00,1,3847,15940,3,0,1342,1361,1385,336,341,346,227,2,3817,15741,3,0,1334,1359,1382,335,345,351,227,3,3831,15773,3,0,1322,1345,1376,340,345,350,226,4,5103,21006,3,0,3545,1788,466,467,229,5,3562,14863,3,0,1864,1889,446,443,227,6,3595,14295,3,0,1897,1911,447,452,227,7,3533,14712,3,0,1858,1874,440,445,227,8,5323,22080,3,0,3763,1906,454,454,227,9,2568,10597,3,0,1367,1377,332,341,226,10,3213,13138,1,0,2031,1290,320,220,58,227
15.08.16,12:40:00,1,3866,15620,3,0,1348,1368,1393,340,342,347,227,2,3835,15423,3,0,1341,1364,1388,336,346,351,227,3,3848,15454,3,0,1328,1351,1383,341,345,350,226,4,5126,20580,3,0,3553,1796,465,468,229,5,3580,14566,3,0,1875,1898,447,446,227,6,3611,13995,3,0,1905,1919,449,454,226,7,3550,14418,3,0,1866,1882,443,444,227,8,5349,21636,3,0,3780,1915,454,457,228,9,2581,10383,3,0,1374,1385,335,341,226,10,3230,12870,1,0,2043,1294,319,221,58,227
15.08.16,12:35:00,1,3881,15297,3,0,1354,1373,1398,339,345,348,227,2,3851,15103,3,0,1346,1370,1393,339,347,355,227,3,3865,15133,3,0,1333,1357,1388,345,348,352,226,4,5152,20153,3,0,3572,1805,467,473,229,5,3589,14268,3,0,1878,1902,447,446,227,6,3620,13694,3,0,1912,1922,449,453,226,7,3559,14122,3,0,1871,1887,444,447,227,8,5362,21190,3,0,3790,1917,456,458,228,9,2589,10168,3,0,1378,1387,335,342,226,10,3245,12602,1,0,2050,1300,320,220,59,227
15.08.16,12:30:00,1,3884,14974,3,0,1356,1376,1397,338,345,348,227,2,3854,14782,3,0,1348,1372,1392,339,348,356,227,3,3867,14811,3,0,1335,1359,1387,344,347,353,226,4,5157,19724,3,0,3577,1803,467,469,229,5,3596,13968,3,0,1882,1906,448,445,227,6,3629,13393,3,0,1914,1928,449,455,227,7,3569,13825,3,0,1877,1893,443,447,227,8,5378,20743,3,0,3799,1924,457,458,228,9,2597,9952,3,0,1383,1393,337,343,226,10,3250,12332,1,0,2055,1302,320,220,60,227
15.08.16,12:25:00,1,3888,14650,3,0,1357,1376,1398,340,346,348,227,2,3857,14461,3,0,1349,1372,1393,340,350,356,227,3,3870,14489,3,0,1336,1360,1388,345,351,353,226,4,5160,19294,3,0,3579,1805,469,471,229,5,3602,13669,3,0,1885,1909,450,449,227,6,3634,13090,3,0,1916,1930,452,456,227,7,3575,13528,3,0,1879,1895,445,448,227,8,5386,20295,3,0,3807,1927,459,459,228,9,2600,9736,3,0,1384,1394,338,344,226,10,3248,12062,1,0,2054,1304,321,220,60,228
15.08.16,12:20:00,1,3895,14326,3,0,1362,1378,1399,343,344,349,227,2,3866,14140,3,0,1354,1375,1395,342,350,355,227,3,3879,14166,3,0,1341,1363,1390,346,351,354,226,4,5181,18864,3,0,3592,1809,472,475,229,5,3611,13368,3,0,1890,1912,450,449,227,6,3638,12787,3,0,1919,1932,453,457,227,7,3584,13230,3,0,1884,1897,448,449,227,8,5397,19846,3,0,3813,1928,459,459,227,9,2607,9519,3,0,1389,1397,338,345,226,10,3252,11790,1,0,2056,1306,324,221,60,227
15.08.16,12:15:00,1,3903,14002,3,0,1364,1382,1402,342,345,350,227,2,3870,13817,3,0,1355,1377,1396,341,350,354,227,3,3886,13843,3,0,1343,1366,1391,347,350,352,226,4,5186,18432,3,0,3600,1807,473,473,229,5,3622,13068,3,0,1894,1918,452,451,227,6,3649,12484,3,0,1925,1937,453,458,227,7,3593,12931,3,0,1887,1903,447,450,227,8,5411,19396,3,0,3824,1933,459,461,228,9,2612,9302,3,0,1390,1399,339,344,226,10,3256,11519,1,0,2060,1308,324,221,59,228
15.08.16,12:10:00,1,3871,13676,3,0,1351,1369,1393,340,347,348,227,2,3834,13495,3,0,1341,1362,1386,340,348,355,227,3,3844,13519,3,0,1327,1349,1379,346,347,353,226,4,5119,18000,3,0,3549,1790,468,471,229,5,3601,12766,3,0,1881,1907,453,450,227,6,3631,12180,3,0,1915,1928,454,458,227,7,3566,12632,3,0,1872,1891,447,450,227,8,5371,18945,3,0,3790,1923,459,462,227,9,2587,9084,3,0,1376,1388,337,344,226,10,3238,11248,1,0,2046,1298,323,220,59,227
15.08.16,12:05:00,1,3883,13354,3,0,1352,1372,1398,341,347,352,227,2,3843,13176,3,0,1343,1366,1389,342,349,356,227,3,3852,13199,3,0,1329,1352,1382,346,350,353,226,4,5126,17574,3,0,3552,1795,468,472,229,5,3612,12466,3,0,1888,1912,452,452,227,6,3639,11877,3,0,1919,1934,453,458,227,7,3577,12334,3,0,1877,1895,448,452,227,8,5383,18498,3,0,3798,1928,460,464,228,9,2592,8869,3,0,1377,1392,338,345,226,10,3248,10976,1,0,2056,1302,324,222,59,227
15.08.16,12:00:00,1,3898,13030,3,0,1358,1379,1403,344,350,355,227,2,3858,12855,3,0,1348,1372,1395,344,351,358,227,3,3868,12878,3,0,1334,1358,1387,348,355,356,226,4,5146,17146,3,0,3568,1804,473,480,229,5,3624,12164,3,0,1893,1917,454,455,227,6,3651,11574,3,0,1925,1940,455,462,227,7,3590,12036,3,0,1883,1901,451,455,227,8,5407,18049,3,0,3813,1936,462,465,227,9,2604,8653,3,0,1384,1398,340,347,226,10,3254,10707,1,0,2057,1306,324,225,59,227
15.08.16,11:55:00,1,3856,12705,3,0,1344,1363,1387,341,348,351,227,2,3819,12534,3,0,1334,1357,1380,342,351,355,227,3,3832,12555,3,0,1322,1345,1374,347,351,353,227,4,5105,16718,3,0,3540,1785,471,477,229,5,3597,11863,3,0,1880,1903,455,453,227,6,3622,11270,3,0,1912,1922,457,460,227,7,3561,11737,3,0,1869,1885,450,453,227,8,5355,17599,3,0,3779,1917,461,463,227,9,2579,8436,3,0,1371,1384,340,346,226,10,3227,10434,1,0,2041,1297,325,224,59,227
15.08.16,11:50:00,1,3852,12384,3,0,1341,1361,1387,344,349,355,227,2,3812,12216,3,0,1331,1354,1378,345,350,358,227,3,3822,12236,3,0,1317,1342,1372,349,352,358,226,4,5085,16293,3,0,3523,1781,471,476,229,5,3595,11563,3,0,1879,1901,459,455,227,6,3618,10968,3,0,1908,1920,458,462,227,7,3557,11441,3,0,1866,1884,452,456,227,8,5349,17153,3,0,3775,1916,463,465,227,9,2575,8221,3,0,1367,1382,340,348,226,10,3224,10168,1,0,2038,1296,328,224,59,227
15.08.16,11:45:00,1,3840,12063,3,0,1336,1356,1384,344,350,355,227,2,3800,11898,3,0,1326,1349,1374,344,354,360,227,3,3806,11918,3,0,1312,1336,1366,347,354,357,226,4,5062,15869,3,0,3505,1773,474,478,229,5,3580,11263,3,0,1871,1892,458,458,227,6,3604,10667,3,0,1901,1912,459,463,226,7,3541,11144,3,0,1858,1876,452,457,227,8,5328,16707,3,0,3759,1908,463,466,227,9,2564,8006,3,0,1362,1377,342,349,226,10,3221,9895,1,0,2033,1295,328,224,59,227
15.08.16,11:40:00,1,3838,11743,3,0,1336,1357,1382,345,349,355,227,2,3796,11581,3,0,1325,1348,1372,346,352,361,226,3,3803,11601,3,0,1311,1335,1365,348,353,359,226,4,5059,15447,3,0,3502,1772,472,478,229,5,3587,10965,3,0,1875,1896,463,459,226,6,3607,10367,3,0,1903,1913,459,465,226,7,3548,10849,3,0,1861,1879,455,458,226,8,5336,16263,3,0,3765,1908,467,471,227,9,2567,7793,3,0,1364,1378,343,350,225,10,3214,9629,1,0,2029,1293,332,224,58,227
15.08.16,11:35:00,1,3833,11423,3,0,1334,1354,1381,349,353,359,227,2,3794,11265,3,0,1322,1346,1371,349,357,364,226,3,3800,11284,3,0,1309,1334,1364,351,356,360,226,4,5058,15025,3,0,3500,1773,478,484,229,5,3579,10666,3,0,1871,1892,463,460,227,6,3597,10066,3,0,1898,1907,463,465,226,7,3541,10553,3,0,1858,1875,456,459,227,8,5325,15818,3,0,3755,1905,468,471,227,9,2562,7579,3,0,1361,1374,344,352,226,10,3204,9361,1,0,2027,1285,332,227,58,226
15.08.16,11:30:00,1,3807,11104,3,0,1327,1345,1371,347,354,359,226,2,3769,10949,3,0,1316,1338,1361,346,357,362,226,3,3776,10967,3,0,1301,1326,1356,351,358,360,226,4,5027,14604,3,0,3476,1761,479,483,229,5,3558,10368,3,0,1860,1882,462,459,226,6,3578,9766,3,0,1886,1897,463,467,226,7,3520,10258,3,0,1847,1865,458,461,226,8,5294,15375,3,0,3734,1895,468,471,227,9,2547,7365,3,0,1352,1367,344,352,225,10,3194,9095,1,0,2018,1283,332,228,58,227
15.08.16,11:25:00,1,3779,10787,3,0,1317,1336,1360,349,354,357,226,2,3743,10635,3,0,1306,1329,1351,348,357,365,227,3,3749,10653,3,0,1293,1317,1346,353,358,360,226,4,4989,14185,3,0,3458,1746,475,483,229,5,3535,10072,3,0,1850,1869,465,460,226,6,3554,9468,3,0,1875,1885,465,467,226,7,3499,9965,3,0,1837,1854,459,464,226,8,5263,14934,3,0,3711,1882,470,473,227,9,2533,7153,3,0,1345,1358,346,354,226,10,3175,8830,1,0,2003,1277,335,229,58,227
15.08.16,11:20:00,1,3766,10472,3,0,1312,1331,1358,351,356,361,227,2,3728,10323,3,0,1300,1322,1346,348,359,365,227,3,3732,10340,3,0,1287,1312,1341,354,360,364,226,4,4967,13770,3,0,3435,1740,481,486,229,5,3531,9777,3,0,1846,1867,469,464,227,6,3551,9172,3,0,1872,1882,467,473,226,7,3494,9674,3,0,1833,1851,463,467,227,8,5254,14495,3,0,3705,1879,473,475,227,9,2527,6942,3,0,1340,1355,347,355,226,10,3165,8564,1,0,1997,1276,337,228,58,227
15.08.16,11:15:00,1,3746,10158,3,0,1304,1325,1351,352,358,363,226,2,3707,10013,3,0,1292,1315,1339,349,358,366,226,3,3711,10029,3,0,1279,1305,1333,355,361,365,225,4,4940,13356,3,0,3422,1730,484,487,229,5,3515,9483,3,0,1837,1858,469,466,226,6,3534,8876,3,0,1863,1872,471,475,226,7,3476,9382,3,0,1824,1841,463,466,226,8,5225,14058,3,0,3684,1869,475,477,227,9,2512,6732,3,0,1332,1348,348,356,225,10,3146,8302,1,0,1984,1267,337,228,57,226
