,cloudCover,dewPoint,humidity,icon,pressure,temp,visibility,windBearing,windSpeed
1525772700,0.75,46.13,0.54,partly-cloudy-day,1001.83,63.03,6.22,238,6.33
1525773000,0.75,46.04,0.54,partly-cloudy-day,1001.79,63.15,6.22,240,6.66
1525773300,0.75,45.96,0.53,partly-cloudy-day,1001.75,63.27,6.22,241,7.0
1525773600,0.75,45.87,0.53,partly-cloudy-day,1001.71,63.39,6.22,243,7.34
1525773900,0.75,45.84,0.53,partly-cloudy-day,1001.66,63.52,6.22,242,7.34
1525774200,0.75,45.82,0.52,partly-cloudy-day,1001.62,63.65,6.22,241,7.34
1525774500,0.75,45.79,0.52,partly-cloudy-day,1001.58,63.77,6.22,239,7.34
1525774800,0.75,45.76,0.52,partly-cloudy-day,1001.54,63.9,6.22,238,7.35
1525775100,0.75,45.73,0.51,partly-cloudy-day,1001.49,64.03,6.22,237,7.35
1525775400,0.75,45.7,0.51,partly-cloudy-day,1001.45,64.16,6.22,236,7.37
1525775700,0.75,45.67,0.51,partly-cloudy-day,1001.41,64.29,6.22,235,7.38
1525776000,0.75,45.64,0.51,partly-cloudy-day,1001.37,64.42,6.22,234,7.4
1525776300,0.75,45.61,0.5,partly-cloudy-day,1001.32,64.55,6.22,233,7.42
1525776600,0.75,45.58,0.5,partly-cloudy-day,1001.28,64.68,6.22,232,7.44
1525776900,0.75,45.54,0.5,partly-cloudy-day,1001.24,64.81,6.22,231,7.46
1525777200,0.75,45.51,0.49,partly-cloudy-day,1001.2,64.94,6.22,230,7.49
1525777500,0.75,45.54,0.49,partly-cloudy-day,1001.16,65.06,6.22,230,7.44
1525777800,0.75,45.57,0.49,partly-cloudy-day,1001.13,65.19,6.22,231,7.38
1525778100,0.75,45.61,0.49,partly-cloudy-day,1001.1,65.31,6.22,232,7.33
1525778400,0.75,45.64,0.49,partly-cloudy-day,1001.06,65.44,6.22,233,7.28
1525778700,0.75,45.67,0.49,partly-cloudy-day,1001.03,65.56,6.22,234,7.23
1525779000,0.75,45.71,0.48,partly-cloudy-day,1001.0,65.69,6.22,235,7.19
1525779300,0.75,45.74,0.48,partly-cloudy-day,1000.96,65.81,6.22,235,7.14
1525779600,0.75,45.77,0.48,partly-cloudy-day,1000.93,65.94,6.22,236,7.1
1525779900,0.75,45.8,0.48,partly-cloudy-day,1000.9,66.06,6.22,237,7.06
1525780200,0.75,45.83,0.48,partly-cloudy-day,1000.86,66.19,6.22,238,7.02
1525780500,0.75,45.86,0.48,partly-cloudy-day,1000.83,66.31,6.22,239,6.98
1525780800,0.75,45.9,0.48,partly-cloudy-day,1000.8,66.44,6.22,240,6.94
1525781100,0.74,45.79,0.47,partly-cloudy-day,1000.73,66.36,6.22,241,6.89
1525781400,0.73,45.68,0.47,partly-cloudy-day,1000.66,66.29,6.22,242,6.84
1525781700,0.73,45.57,0.47,partly-cloudy-day,1000.6,66.21,6.22,243,6.79
1525782000,0.72,45.46,0.47,partly-cloudy-day,1000.53,66.14,6.22,244,6.75
1525782300,0.71,45.35,0.47,partly-cloudy-day,1000.47,66.06,6.22,245,6.7
1525782600,0.7,45.24,0.47,partly-cloudy-day,1000.4,65.98,6.22,246,6.66
1525782900,0.7,45.13,0.47,partly-cloudy-day,1000.33,65.91,6.22,247,6.62
1525783200,0.69,45.02,0.47,partly-cloudy-day,1000.27,65.83,6.22,248,6.58
1525783500,0.68,44.91,0.47,partly-cloudy-day,1000.2,65.76,6.22,249,6.55
1525783800,0.67,44.8,0.47,partly-cloudy-day,1000.13,65.68,6.22,250,6.52
1525784100,0.67,44.69,0.47,partly-cloudy-day,1000.07,65.61,6.22,251,6.48
1525784400,0.66,44.58,0.47,partly-cloudy-day,1000.0,65.53,6.22,252,6.46
1525784700,0.66,44.56,0.46,partly-cloudy-day,1000.01,65.63,6.22,252,6.57
1525785000,0.66,44.53,0.46,partly-cloudy-day,1000.02,65.73,6.22,252,6.69
1525785300,0.66,44.51,0.46,partly-cloudy-day,1000.03,65.83,6.22,252,6.81
1525785600,0.66,44.48,0.46,partly-cloudy-day,1000.03,65.93,6.22,252,6.93
1525785900,0.66,44.45,0.46,partly-cloudy-day,1000.04,66.03,6.22,252,7.05
1525786200,0.66,44.42,0.45,partly-cloudy-day,1000.05,66.13,6.22,251,7.17
1525786500,0.66,44.4,0.45,partly-cloudy-day,1000.06,66.23,6.22,251,7.29
1525786800,0.66,44.37,0.45,partly-cloudy-day,1000.07,66.33,6.22,251,7.4
1525787100,0.66,44.34,0.45,partly-cloudy-day,1000.08,66.43,6.22,251,7.52
1525787400,0.66,44.31,0.45,partly-cloudy-day,1000.08,66.54,6.22,251,7.64
1525787700,0.66,44.28,0.44,partly-cloudy-day,1000.09,66.64,6.22,251,7.76
1525788000,0.66,44.24,0.44,partly-cloudy-day,1000.1,66.74,6.22,251,7.88
1525788300,0.67,44.54,0.45,partly-cloudy-day,1000.19,66.45,6.22,253,8.41
1525788600,0.67,44.82,0.46,partly-cloudy-day,1000.28,66.16,6.22,255,8.95
1525788900,0.68,45.09,0.47,partly-cloudy-day,1000.37,65.87,6.22,257,9.51
1525789200,0.69,45.36,0.48,partly-cloudy-day,1000.46,65.59,6.22,259,10.07
1525789500,0.7,45.61,0.49,partly-cloudy-day,1000.55,65.3,6.22,260,10.64
1525789800,0.7,45.85,0.5,partly-cloudy-day,1000.64,65.01,6.22,261,11.21
1525790100,0.71,46.08,0.51,partly-cloudy-day,1000.72,64.72,6.22,262,11.79
1525790400,0.72,46.3,0.52,partly-cloudy-day,1000.81,64.44,6.22,263,12.38
1525790700,0.73,46.52,0.53,partly-cloudy-day,1000.9,64.15,6.22,264,12.97
1525791000,0.73,46.72,0.54,partly-cloudy-day,1000.99,63.86,6.22,265,13.56
1525791300,0.74,46.92,0.55,partly-cloudy-day,1001.08,63.58,6.22,266,14.15
1525791600,0.75,47.11,0.56,partly-cloudy-day,1001.17,63.29,6.22,267,14.75
1525791900,0.76,47.3,0.56,partly-cloudy-day,1001.28,63.12,6.22,267,14.24
1525792200,0.76,47.48,0.57,partly-cloudy-day,1001.39,62.96,6.22,268,13.73
1525792500,0.77,47.66,0.58,partly-cloudy-day,1001.5,62.8,6.22,269,13.23
1525792800,0.78,47.84,0.58,partly-cloudy-day,1001.62,62.63,6.22,270,12.73
1525793100,0.79,48.01,0.59,partly-cloudy-day,1001.73,62.47,6.22,271,12.23
1525793400,0.79,48.18,0.6,partly-cloudy-day,1001.84,62.31,6.22,272,11.73
1525793700,0.8,48.35,0.61,partly-cloudy-day,1001.95,62.14,6.22,273,11.24
1525794000,0.81,48.51,0.61,partly-cloudy-day,1002.06,61.98,6.22,274,10.75
1525794300,0.82,48.67,0.62,partly-cloudy-day,1002.17,61.82,6.22,275,10.27
1525794600,0.82,48.82,0.63,partly-cloudy-day,1002.28,61.66,6.22,276,9.79
1525794900,0.83,48.97,0.63,partly-cloudy-day,1002.39,61.49,6.22,278,9.32
1525795200,0.84,49.12,0.64,partly-cloudy-day,1002.5,61.33,6.22,280,8.86
1525795500,0.84,49.0,0.64,partly-cloudy-day,1002.5,61.18,6.22,280,8.69
1525795800,0.84,48.88,0.64,partly-cloudy-day,1002.49,61.03,6.22,280,8.51
1525796100,0.84,48.76,0.64,partly-cloudy-day,1002.48,60.88,6.22,279,8.34
1525796400,0.84,48.64,0.64,partly-cloudy-day,1002.47,60.73,6.22,279,8.17
1525796700,0.84,48.52,0.64,partly-cloudy-day,1002.46,60.58,6.22,279,7.99
1525797000,0.84,48.4,0.65,partly-cloudy-day,1002.45,60.43,6.22,279,7.82
1525797300,0.84,48.28,0.65,partly-cloudy-day,1002.44,60.28,6.22,279,7.64
1525797600,0.84,48.16,0.65,partly-cloudy-day,1002.43,60.13,6.22,279,7.47
1525797900,0.84,48.04,0.65,partly-cloudy-day,1002.43,59.98,6.22,279,7.3
1525798200,0.84,47.92,0.65,partly-cloudy-night,1002.42,59.83,6.22,279,7.12
1525798500,0.84,47.8,0.65,partly-cloudy-night,1002.41,59.68,6.22,279,6.95
1525798800,0.84,47.68,0.65,partly-cloudy-night,1002.4,59.53,6.22,279,6.78
1525799100,0.83,47.71,0.65,partly-cloudy-night,1002.42,59.42,6.22,279,6.66
1525799400,0.82,47.75,0.65,partly-cloudy-night,1002.44,59.32,6.22,280,6.55
1525799700,0.82,47.78,0.66,partly-cloudy-night,1002.46,59.21,6.22,281,6.44
1525800000,0.81,47.81,0.66,partly-cloudy-night,1002.48,59.1,6.22,282,6.34
1525800300,0.8,47.84,0.66,partly-cloudy-night,1002.5,59.0,6.22,283,6.23
1525800600,0.79,47.87,0.67,partly-cloudy-night,1002.52,58.89,6.22,284,6.13
1525800900,0.79,47.9,0.67,partly-cloudy-night,1002.54,58.78,6.22,285,6.03
1525801200,0.78,47.93,0.67,partly-cloudy-night,1002.57,58.67,6.22,287,5.93
1525801500,0.77,47.96,0.68,partly-cloudy-night,1002.59,58.57,6.22,288,5.83
1525801800,0.76,47.99,0.68,partly-cloudy-night,1002.61,58.46,6.22,289,5.74
1525802100,0.76,48.01,0.68,partly-cloudy-night,1002.63,58.35,6.22,290,5.64
1525802400,0.75,48.04,0.69,partly-cloudy-night,1002.65,58.25,6.22,291,5.56
1525802700,0.75,48.03,0.69,partly-cloudy-night,1002.67,58.2,6.22,293,5.57
1525803000,0.75,48.01,0.69,partly-cloudy-night,1002.69,58.16,6.22,294,5.58
1525803300,0.75,47.99,0.69,partly-cloudy-night,1002.71,58.11,6.22,295,5.6
1525803600,0.75,47.98,0.69,partly-cloudy-night,1002.73,58.07,6.22,296,5.62
1525803900,0.75,47.96,0.69,partly-cloudy-night,1002.75,58.02,6.22,298,5.64
1525804200,0.75,47.95,0.69,partly-cloudy-night,1002.77,57.98,6.22,299,5.67
1525804500,0.75,47.93,0.69,partly-cloudy-night,1002.79,57.93,6.22,300,5.69
1525804800,0.75,47.91,0.69,partly-cloudy-night,1002.81,57.89,6.22,301,5.72
1525805100,0.75,47.9,0.69,partly-cloudy-night,1002.84,57.84,6.22,303,5.76
1525805400,0.75,47.88,0.69,partly-cloudy-night,1002.86,57.8,6.22,304,5.79
1525805700,0.75,47.87,0.7,partly-cloudy-night,1002.88,57.75,6.22,305,5.83
1525806000,0.75,47.85,0.7,partly-cloudy-night,1002.9,57.71,6.22,306,5.87
1525806300,0.74,47.97,0.7,partly-cloudy-night,1002.87,57.61,6.22,304,5.74
1525806600,0.73,48.1,0.71,partly-cloudy-night,1002.85,57.51,6.22,301,5.63
1525806900,0.73,48.22,0.71,partly-cloudy-night,1002.82,57.41,6.22,299,5.52
1525807200,0.72,48.33,0.72,partly-cloudy-night,1002.8,57.32,6.22,296,5.42
1525807500,0.71,48.45,0.72,partly-cloudy-night,1002.77,57.22,6.22,294,5.34
1525807800,0.7,48.56,0.73,partly-cloudy-night,1002.75,57.12,6.22,291,5.26
1525808100,0.7,48.68,0.74,partly-cloudy-night,1002.72,57.02,6.22,288,5.2
1525808400,0.69,48.79,0.74,partly-cloudy-night,1002.7,56.92,6.22,285,5.15
1525808700,0.68,48.9,0.75,partly-cloudy-night,1002.67,56.83,6.22,282,5.12
1525809000,0.67,49.01,0.75,partly-cloudy-night,1002.65,56.73,6.22,279,5.1
1525809300,0.67,49.11,0.76,partly-cloudy-night,1002.62,56.63,6.22,276,5.09
1525809600,0.66,49.22,0.76,partly-cloudy-night,1002.6,56.53,6.22,274,5.09
1525809900,0.67,49.2,0.76,partly-cloudy-night,1002.64,56.57,6.22,275,5.13
1525810200,0.67,49.18,0.76,partly-cloudy-night,1002.68,56.61,6.22,277,5.17
1525810500,0.68,49.16,0.76,partly-cloudy-night,1002.72,56.65,6.22,279,5.21
1525810800,0.69,49.14,0.76,partly-cloudy-night,1002.76,56.68,6.22,281,5.26
1525811100,0.7,49.12,0.76,partly-cloudy-night,1002.81,56.72,6.22,283,5.32
1525811400,0.7,49.1,0.76,partly-cloudy-night,1002.85,56.76,6.22,285,5.38
1525811700,0.71,49.08,0.75,partly-cloudy-night,1002.89,56.8,6.22,287,5.45
1525812000,0.72,49.06,0.75,partly-cloudy-night,1002.93,56.83,6.22,288,5.52
1525812300,0.73,49.04,0.75,partly-cloudy-night,1002.97,56.87,6.22,290,5.59
1525812600,0.73,49.02,0.75,partly-cloudy-night,1003.01,56.91,6.22,292,5.68
1525812900,0.74,49.0,0.75,partly-cloudy-night,1003.05,56.95,6.22,293,5.76
1525813200,0.75,48.98,0.75,partly-cloudy-night,1003.1,56.99,6.22,295,5.85
1525813500,0.75,49.01,0.75,partly-cloudy-night,1003.07,56.92,6.22,293,5.56
1525813800,0.75,49.05,0.75,partly-cloudy-night,1003.05,56.85,6.22,290,5.27
1525814100,0.75,49.08,0.75,partly-cloudy-night,1003.02,56.79,6.22,287,5.0
1525814400,0.75,49.11,0.76,partly-cloudy-night,1003.0,56.72,6.22,284,4.73
1525814700,0.75,49.15,0.76,partly-cloudy-night,1002.97,56.65,6.22,281,4.49
1525815000,0.75,49.18,0.76,partly-cloudy-night,1002.95,56.59,6.22,277,4.26
1525815300,0.75,49.21,0.76,partly-cloudy-night,1002.92,56.52,6.22,273,4.05
1525815600,0.75,49.25,0.77,partly-cloudy-night,1002.9,56.45,6.22,268,3.86
1525815900,0.75,49.28,0.77,partly-cloudy-night,1002.87,56.39,6.22,263,3.7
1525816200,0.75,49.31,0.77,partly-cloudy-night,1002.85,56.32,6.22,258,3.58
1525816500,0.75,49.34,0.78,partly-cloudy-night,1002.83,56.25,6.22,252,3.48
1525816800,0.75,49.37,0.78,partly-cloudy-night,1002.8,56.19,6.22,246,3.43
1525817100,0.74,49.38,0.78,partly-cloudy-night,1002.75,56.11,6.22,247,3.43
1525817400,0.73,49.39,0.78,partly-cloudy-night,1002.7,56.03,6.22,248,3.43
1525817700,0.73,49.4,0.79,partly-cloudy-night,1002.65,55.96,6.22,249,3.42
1525818000,0.72,49.41,0.79,partly-cloudy-night,1002.6,55.88,6.22,250,3.43
1525818300,0.71,49.41,0.79,partly-cloudy-night,1002.55,55.8,6.22,251,3.43
1525818600,0.7,49.42,0.79,partly-cloudy-night,1002.5,55.73,6.22,252,3.43
1525818900,0.7,49.43,0.8,partly-cloudy-night,1002.45,55.65,6.22,252,3.43
1525819200,0.69,49.44,0.8,partly-cloudy-night,1002.4,55.57,6.22,253,3.44
1525819500,0.68,49.44,0.8,partly-cloudy-night,1002.35,55.49,6.22,254,3.44
1525819800,0.67,49.45,0.8,partly-cloudy-night,1002.3,55.42,6.22,255,3.45
1525820100,0.67,49.46,0.81,partly-cloudy-night,1002.25,55.34,6.22,256,3.45
1525820400,0.66,49.46,0.81,partly-cloudy-night,1002.2,55.26,6.22,257,3.46
1525820700,0.67,49.42,0.81,partly-cloudy-night,1002.22,55.19,6.22,256,3.58
1525821000,0.67,49.39,0.81,partly-cloudy-night,1002.25,55.12,6.22,256,3.69
1525821300,0.68,49.35,0.81,partly-cloudy-night,1002.27,55.05,6.22,255,3.81
1525821600,0.69,49.31,0.81,partly-cloudy-night,1002.29,54.97,6.22,255,3.93
1525821900,0.7,49.28,0.81,partly-cloudy-night,1002.31,54.9,6.22,254,4.05
1525822200,0.7,49.24,0.81,partly-cloudy-night,1002.33,54.83,6.22,254,4.17
1525822500,0.71,49.2,0.81,partly-cloudy-night,1002.35,54.76,6.22,254,4.29
1525822800,0.72,49.17,0.82,partly-cloudy-night,1002.37,54.68,6.22,253,4.41
1525823100,0.73,49.13,0.82,partly-cloudy-night,1002.39,54.61,6.22,253,4.53
1525823400,0.74,49.09,0.82,partly-cloudy-night,1002.41,54.54,6.22,252,4.65
1525823700,0.74,49.05,0.82,partly-cloudy-night,1002.43,54.47,6.22,252,4.77
1525824000,0.75,49.02,0.82,partly-cloudy-night,1002.45,54.4,6.22,252,4.89
1525824300,0.74,48.98,0.82,partly-cloudy-night,1002.45,54.35,6.22,251,4.83
1525824600,0.72,48.94,0.82,partly-cloudy-night,1002.44,54.3,6.22,250,4.78
1525824900,0.71,48.91,0.82,partly-cloudy-night,1002.44,54.26,6.22,248,4.72
1525825200,0.69,48.87,0.82,partly-cloudy-night,1002.43,54.21,6.22,247,4.67
1525825500,0.68,48.84,0.82,partly-cloudy-night,1002.43,54.16,6.22,246,4.62
1525825800,0.66,48.8,0.82,partly-cloudy-night,1002.42,54.12,6.22,245,4.57
1525826100,0.65,48.77,0.82,partly-cloudy-night,1002.42,54.07,6.22,244,4.53
1525826400,0.63,48.73,0.82,partly-cloudy-night,1002.42,54.02,6.22,242,4.49
1525826700,0.62,48.7,0.82,partly-cloudy-night,1002.41,53.98,6.22,241,4.45
1525827000,0.6,48.66,0.82,partly-cloudy-night,1002.41,53.93,6.22,240,4.41
1525827300,0.59,48.63,0.82,partly-cloudy-night,1002.4,53.88,6.22,238,4.37
1525827600,0.57,48.59,0.82,partly-cloudy-night,1002.4,53.84,6.22,237,4.34
1525827900,0.57,48.56,0.82,partly-cloudy-night,1002.37,53.87,6.22,236,4.06
1525828200,0.57,48.53,0.82,partly-cloudy-night,1002.35,53.9,6.22,236,3.79
1525828500,0.57,48.5,0.82,partly-cloudy-night,1002.33,53.93,6.22,235,3.51
1525828800,0.57,48.46,0.82,partly-cloudy-night,1002.3,53.96,6.22,234,3.23
1525829100,0.57,48.43,0.81,partly-cloudy-night,1002.28,53.99,6.22,233,2.96
1525829400,0.57,48.4,0.81,partly-cloudy-night,1002.25,54.02,6.22,231,2.68
1525829700,0.57,48.37,0.81,partly-cloudy-night,1002.23,54.05,6.22,230,2.41
1525830000,0.57,48.34,0.81,partly-cloudy-night,1002.2,54.08,6.22,228,2.14
1525830300,0.57,48.3,0.81,partly-cloudy-night,1002.18,54.11,6.22,225,1.87
1525830600,0.57,48.27,0.8,partly-cloudy-night,1002.15,54.14,6.22,222,1.61
1525830900,0.57,48.24,0.8,partly-cloudy-night,1002.13,54.17,6.22,217,1.35
1525831200,0.57,48.2,0.8,partly-cloudy-night,1002.1,54.2,6.22,210,1.12
1525831500,0.59,48.29,0.81,partly-cloudy-night,1002.18,54.13,6.22,217,1.33
1525831800,0.61,48.37,0.81,partly-cloudy-night,1002.25,54.06,6.22,223,1.55
1525832100,0.64,48.44,0.81,partly-cloudy-night,1002.33,53.99,6.22,227,1.79
1525832400,0.66,48.52,0.82,partly-cloudy-night,1002.41,53.92,6.22,230,2.04
1525832700,0.68,48.6,0.82,partly-cloudy-night,1002.48,53.85,6.22,232,2.29
1525833000,0.7,48.68,0.83,partly-cloudy-night,1002.56,53.79,6.22,234,2.54
1525833300,0.73,48.75,0.83,partly-cloudy-night,1002.63,53.72,6.22,236,2.79
1525833600,0.75,48.83,0.84,partly-cloudy-night,1002.71,53.65,6.22,237,3.05
1525833900,0.77,48.9,0.84,partly-cloudy-night,1002.79,53.58,6.22,238,3.31
1525834200,0.79,48.98,0.85,partly-cloudy-day,1002.86,53.51,6.22,239,3.56
1525834500,0.82,49.05,0.85,partly-cloudy-day,1002.94,53.44,6.22,240,3.82
1525834800,0.84,49.12,0.85,partly-cloudy-day,1003.01,53.37,6.22,241,4.08
1525835100,0.83,49.19,0.86,partly-cloudy-day,1003.08,53.34,6.21,240,4.17
1525835400,0.82,49.26,0.86,partly-cloudy-day,1003.14,53.3,6.21,240,4.26
1525835700,0.82,49.33,0.86,partly-cloudy-day,1003.21,53.26,6.21,240,4.34
1525836000,0.81,49.39,0.87,partly-cloudy-day,1003.27,53.22,6.21,240,4.43
1525836300,0.8,49.46,0.87,partly-cloudy-day,1003.34,53.18,6.21,240,4.51
1525836600,0.79,49.52,0.87,partly-cloudy-day,1003.4,53.15,6.21,240,4.6
1525836900,0.79,49.59,0.88,partly-cloudy-day,1003.47,53.11,6.21,240,4.69
1525837200,0.78,49.65,0.88,partly-cloudy-day,1003.53,53.07,6.21,240,4.77
1525837500,0.77,49.72,0.88,partly-cloudy-day,1003.6,53.03,6.21,240,4.86
1525837800,0.76,49.78,0.89,partly-cloudy-day,1003.66,53.0,6.21,240,4.95
1525838100,0.76,49.85,0.89,partly-cloudy-day,1003.73,52.96,6.21,239,5.03
1525838400,0.75,49.91,0.89,partly-cloudy-day,1003.8,52.92,6.21,239,5.12
1525838700,0.75,49.93,0.9,partly-cloudy-day,1003.8,52.91,6.21,240,5.13
1525839000,0.76,49.95,0.9,partly-cloudy-day,1003.81,52.89,6.21,241,5.15
1525839300,0.76,49.98,0.9,partly-cloudy-day,1003.82,52.88,6.21,242,5.16
1525839600,0.77,50.0,0.9,partly-cloudy-day,1003.83,52.86,6.21,242,5.18
1525839900,0.77,50.02,0.9,partly-cloudy-day,1003.84,52.85,6.21,243,5.2
1525840200,0.78,50.04,0.9,partly-cloudy-day,1003.85,52.83,6.21,244,5.21
1525840500,0.78,50.06,0.9,partly-cloudy-day,1003.86,52.82,6.21,244,5.23
1525840800,0.78,50.08,0.9,partly-cloudy-day,1003.87,52.81,6.21,245,5.25
1525841100,0.79,50.11,0.91,partly-cloudy-day,1003.88,52.79,6.21,246,5.27
1525841400,0.79,50.13,0.91,partly-cloudy-day,1003.89,52.78,6.21,246,5.29
1525841700,0.8,50.15,0.91,partly-cloudy-day,1003.89,52.76,6.21,247,5.31
1525842000,0.8,50.17,0.91,partly-cloudy-day,1003.9,52.75,6.22,248,5.34
1525842300,0.81,50.22,0.91,partly-cloudy-day,1003.92,52.9,6.22,249,5.6
1525842600,0.81,50.27,0.9,partly-cloudy-day,1003.93,53.04,6.22,250,5.86
1525842900,0.82,50.31,0.9,partly-cloudy-day,1003.94,53.19,6.22,251,6.12
1525843200,0.83,50.36,0.9,partly-cloudy-day,1003.95,53.34,6.22,251,6.39
1525843500,0.83,50.4,0.89,partly-cloudy-day,1003.96,53.48,6.22,252,6.66
1525843800,0.84,50.45,0.89,partly-cloudy-day,1003.98,53.63,6.22,253,6.93
1525844100,0.84,50.49,0.89,partly-cloudy-day,1003.99,53.78,6.22,253,7.2
1525844400,0.85,50.53,0.88,partly-cloudy-day,1004.0,53.93,6.22,254,7.46
1525844700,0.86,50.58,0.88,partly-cloudy-day,1004.01,54.07,6.22,254,7.74
1525845000,0.86,50.62,0.88,partly-cloudy-day,1004.02,54.22,6.22,255,8.01
1525845300,0.87,50.66,0.87,partly-cloudy-day,1004.03,54.37,6.22,255,8.28
1525845600,0.88,50.7,0.87,partly-cloudy-day,1004.05,54.52,6.22,256,8.55
1525845900,0.87,50.75,0.87,partly-cloudy-day,1004.07,54.65,6.21,257,8.28
1525846200,0.86,50.79,0.86,partly-cloudy-day,1004.09,54.79,6.21,257,8.01
1525846500,0.86,50.83,0.86,partly-cloudy-day,1004.11,54.93,6.21,258,7.74
1525846800,0.85,50.88,0.86,partly-cloudy-day,1004.13,55.07,6.21,259,7.47
1525847100,0.84,50.92,0.85,partly-cloudy-day,1004.15,55.2,6.21,260,7.2
1525847400,0.84,50.96,0.85,partly-cloudy-day,1004.17,55.34,6.21,261,6.94
1525847700,0.83,51.0,0.85,partly-cloudy-day,1004.19,55.48,6.21,262,6.68
1525848000,0.83,51.05,0.85,partly-cloudy-day,1004.21,55.62,6.21,263,6.42
1525848300,0.82,51.09,0.84,partly-cloudy-day,1004.23,55.76,6.21,264,6.16
1525848600,0.81,51.13,0.84,partly-cloudy-day,1004.25,55.89,6.21,265,5.9
1525848900,0.81,51.17,0.84,partly-cloudy-day,1004.27,56.03,6.21,266,5.65
1525849200,0.8,51.21,0.83,partly-cloudy-day,1004.29,56.17,6.21,268,5.4
1525849500,0.8,51.13,0.83,partly-cloudy-day,1004.3,56.24,6.21,267,5.52
1525849800,0.79,51.05,0.82,partly-cloudy-day,1004.31,56.32,6.21,266,5.64
1525850100,0.79,50.97,0.82,partly-cloudy-day,1004.32,56.39,6.21,265,5.76
1525850400,0.78,50.89,0.82,partly-cloudy-day,1004.33,56.47,6.21,264,5.88
1525850700,0.78,50.81,0.81,partly-cloudy-day,1004.34,56.54,6.21,263,6.01
1525851000,0.78,50.73,0.81,partly-cloudy-day,1004.34,56.61,6.21,262,6.13
1525851300,0.77,50.65,0.8,partly-cloudy-day,1004.35,56.69,6.21,261,6.26
1525851600,0.77,50.56,0.8,partly-cloudy-day,1004.36,56.76,6.21,261,6.39
1525851900,0.76,50.48,0.79,partly-cloudy-day,1004.37,56.84,6.21,260,6.52
1525852200,0.76,50.4,0.79,partly-cloudy-day,1004.38,56.91,6.21,259,6.65
1525852500,0.75,50.31,0.78,partly-cloudy-day,1004.39,56.98,6.21,258,6.78
1525852800,0.75,50.22,0.78,partly-cloudy-day,1004.39,57.06,6.21,258,6.91
1525853100,0.75,50.2,0.77,partly-cloudy-day,1004.38,57.19,6.21,258,6.82
1525853400,0.76,50.17,0.77,partly-cloudy-day,1004.37,57.33,6.21,257,6.74
1525853700,0.76,50.15,0.77,partly-cloudy-day,1004.36,57.47,6.21,257,6.65
1525854000,0.77,50.12,0.76,partly-cloudy-day,1004.34,57.61,6.21,257,6.56
1525854300,0.77,50.09,0.76,partly-cloudy-day,1004.33,57.74,6.21,257,6.47
1525854600,0.78,50.06,0.75,partly-cloudy-day,1004.32,57.88,6.21,257,6.38
1525854900,0.78,50.03,0.75,partly-cloudy-day,1004.31,58.02,6.21,256,6.29
1525855200,0.78,50.0,0.74,partly-cloudy-day,1004.29,58.16,6.21,256,6.2
1525855500,0.79,49.97,0.74,partly-cloudy-day,1004.28,58.29,6.21,256,6.11
1525855800,0.79,49.94,0.73,partly-cloudy-day,1004.27,58.43,6.21,256,6.02
1525856100,0.8,49.9,0.73,partly-cloudy-day,1004.26,58.57,6.21,255,5.93
1525856400,0.8,49.87,0.72,partly-cloudy-day,1004.24,58.71,6.21,255,5.84
1525856700,0.8,49.99,0.73,partly-cloudy-day,1004.22,58.77,6.21,255,5.64
1525857000,0.79,50.1,0.73,partly-cloudy-day,1004.2,58.83,6.21,255,5.44
1525857300,0.79,50.22,0.73,partly-cloudy-day,1004.18,58.89,6.21,255,5.24
1525857600,0.78,50.34,0.73,partly-cloudy-day,1004.16,58.95,6.21,254,5.04
1525857900,0.78,50.45,0.73,partly-cloudy-day,1004.14,59.01,6.21,254,4.84
1525858200,0.78,50.57,0.73,partly-cloudy-day,1004.12,59.07,6.21,254,4.64
1525858500,0.77,50.68,0.74,partly-cloudy-day,1004.1,59.13,6.21,254,4.44
1525858800,0.77,50.8,0.74,partly-cloudy-day,1004.08,59.19,6.21,253,4.24
1525859100,0.76,50.92,0.74,partly-cloudy-day,1004.06,59.25,6.21,253,4.05
1525859400,0.76,51.03,0.74,partly-cloudy-day,1004.04,59.31,6.21,253,3.85
1525859700,0.75,51.15,0.74,partly-cloudy-day,1004.02,59.37,6.21,252,3.65
1525860000,0.75,51.27,0.74,partly-cloudy-day,1004.0,59.43,6.21,252,3.45
1525860300,0.75,51.25,0.75,partly-cloudy-day,1004.03,59.35,6.21,249,3.4
1525860600,0.75,51.24,0.75,partly-cloudy-day,1004.07,59.27,6.21,247,3.35
1525860900,0.75,51.23,0.75,partly-cloudy-day,1004.1,59.18,6.21,244,3.31
1525861200,0.75,51.21,0.75,partly-cloudy-day,1004.13,59.1,6.21,242,3.28
1525861500,0.75,51.2,0.75,partly-cloudy-day,1004.16,59.01,6.21,239,3.25
1525861800,0.75,51.19,0.75,partly-cloudy-day,1004.2,58.93,6.21,236,3.23
1525862100,0.75,51.17,0.76,partly-cloudy-day,1004.23,58.84,6.21,233,3.22
1525862400,0.75,51.16,0.76,partly-cloudy-day,1004.26,58.76,6.21,231,3.22
1525862700,0.75,51.15,0.76,partly-cloudy-day,1004.3,58.67,6.21,228,3.22
1525863000,0.75,51.13,0.76,partly-cloudy-day,1004.33,58.59,6.21,225,3.23
1525863300,0.75,51.12,0.76,partly-cloudy-day,1004.36,58.5,6.22,223,3.25
