,cloudCover,dewPoint,humidity,icon,pressure,temp,visibility,windBearing,windSpeed
1525376400,0.42,45.49,0.51,partly-cloudy-night,1009.87,63.93,6.22,100,1.82
1525376400,0.42,45.49,0.51,partly-cloudy-night,1009.87,63.93,6.22,100,1.82
1525376700,0.43,45.61,0.52,partly-cloudy-night,1009.91,63.48,6.22,96,1.63
1525377000,0.43,45.72,0.53,partly-cloudy-night,1009.94,63.02,6.22,90,1.44
1525377300,0.43,45.81,0.54,partly-cloudy-night,1009.97,62.56,6.22,83,1.28
1525377600,0.44,45.9,0.55,partly-cloudy-night,1010.01,62.1,6.22,74,1.14
1525377900,0.42,45.83,0.56,partly-cloudy-night,1010.08,61.83,6.22,72,1.21
1525378200,0.4,45.76,0.56,partly-cloudy-night,1010.15,61.57,6.22,70,1.28
1525378500,0.38,45.69,0.56,partly-cloudy-night,1010.22,61.31,6.22,68,1.36
1525378800,0.35,45.61,0.57,partly-cloudy-night,1010.29,61.04,6.22,66,1.44
1525379100,0.33,45.54,0.57,partly-cloudy-night,1010.36,60.78,6.22,65,1.51
1525379400,0.31,45.46,0.58,partly-cloudy-night,1010.43,60.51,6.22,64,1.59
1525379700,0.29,45.39,0.58,partly-cloudy-night,1010.5,60.25,6.22,63,1.67
1525380000,0.27,45.31,0.58,partly-cloudy-night,1010.57,59.98,6.22,62,1.75
1525380300,0.25,45.23,0.59,partly-cloudy-night,1010.64,59.72,6.22,61,1.83
1525380600,0.23,45.15,0.59,clear-night,1010.71,59.45,6.22,60,1.91
1525380900,0.21,45.06,0.59,clear-night,1010.78,59.19,6.22,59,2.0
1525381200,0.19,44.98,0.6,clear-night,1010.85,58.93,6.22,58,2.08
1525381500,0.19,44.94,0.6,clear-night,1010.8,58.91,6.22,60,1.97
1525381800,0.19,44.9,0.6,clear-night,1010.75,58.89,6.22,61,1.87
1525382100,0.19,44.86,0.6,clear-night,1010.71,58.87,6.22,62,1.76
1525382400,0.19,44.82,0.6,clear-night,1010.66,58.86,6.22,64,1.66
1525382700,0.19,44.78,0.6,clear-night,1010.62,58.84,6.22,66,1.56
1525383000,0.19,44.74,0.59,clear-night,1010.57,58.82,6.22,68,1.46
1525383300,0.19,44.7,0.59,clear-night,1010.53,58.8,6.22,71,1.36
1525383600,0.19,44.67,0.59,clear-night,1010.48,58.79,6.22,73,1.26
1525383900,0.19,44.63,0.59,clear-night,1010.44,58.77,6.22,77,1.17
1525384200,0.19,44.59,0.59,clear-night,1010.39,58.75,6.22,80,1.09
1525384500,0.19,44.55,0.59,clear-night,1010.35,58.73,6.22,85,1.01
1525384800,0.19,44.51,0.59,clear-night,1010.3,58.72,6.22,90,0.93
1525385100,0.19,44.5,0.59,clear-night,1010.29,58.57,6.22,82,0.94
1525385400,0.19,44.5,0.6,clear-night,1010.28,58.43,6.22,74,0.97
1525385700,0.19,44.49,0.6,clear-night,1010.28,58.28,6.22,66,1.02
1525386000,0.19,44.49,0.6,clear-night,1010.27,58.14,6.22,60,1.08
1525386300,0.19,44.48,0.61,clear-night,1010.26,58.0,6.22,54,1.16
1525386600,0.19,44.47,0.61,clear-night,1010.25,57.85,6.22,49,1.24
1525386900,0.19,44.46,0.61,clear-night,1010.24,57.71,6.22,45,1.34
1525387200,0.19,44.45,0.62,clear-night,1010.23,57.56,6.22,41,1.44
1525387500,0.19,44.44,0.62,clear-night,1010.23,57.42,6.22,38,1.54
1525387800,0.19,44.43,0.62,clear-night,1010.22,57.28,6.22,35,1.65
1525388100,0.19,44.42,0.62,clear-night,1010.21,57.13,6.22,32,1.77
1525388400,0.19,44.41,0.63,clear-night,1010.2,56.99,6.22,30,1.88
1525388700,0.2,44.49,0.63,clear-night,1010.27,56.81,6.22,31,1.8
1525389000,0.22,44.57,0.64,clear-night,1010.34,56.64,6.22,32,1.72
1525389300,0.24,44.65,0.65,clear-night,1010.41,56.46,6.22,33,1.64
1525389600,0.26,44.72,0.65,partly-cloudy-night,1010.48,56.29,6.22,34,1.56
1525389900,0.27,44.79,0.66,partly-cloudy-night,1010.55,56.11,6.22,35,1.48
1525390200,0.29,44.86,0.66,partly-cloudy-night,1010.62,55.94,6.22,37,1.4
1525390500,0.31,44.93,0.67,partly-cloudy-night,1010.69,55.76,6.22,39,1.33
1525390800,0.33,44.99,0.67,partly-cloudy-night,1010.76,55.59,6.22,40,1.25
1525391100,0.34,45.06,0.68,partly-cloudy-night,1010.83,55.41,6.22,42,1.18
1525391400,0.36,45.12,0.69,partly-cloudy-night,1010.9,55.23,6.22,45,1.1
1525391700,0.38,45.18,0.69,partly-cloudy-night,1010.97,55.06,6.22,48,1.03
1525392000,0.39,45.23,0.7,partly-cloudy-night,1011.04,54.88,6.22,51,0.97
1525392300,0.41,45.15,0.7,partly-cloudy-night,1010.98,54.84,6.22,50,0.92
1525392600,0.42,45.07,0.7,partly-cloudy-night,1010.93,54.8,6.22,50,0.87
1525392900,0.44,44.99,0.7,partly-cloudy-night,1010.88,54.76,6.22,49,0.82
1525393200,0.45,44.91,0.69,partly-cloudy-night,1010.82,54.72,6.22,49,0.77
1525393500,0.46,44.83,0.69,partly-cloudy-night,1010.77,54.68,6.22,48,0.72
1525393800,0.48,44.74,0.69,partly-cloudy-night,1010.72,54.64,6.22,47,0.67
1525394100,0.49,44.66,0.69,partly-cloudy-night,1010.66,54.6,6.22,47,0.62
1525394400,0.5,44.58,0.69,partly-cloudy-night,1010.61,54.56,6.22,46,0.57
1525394700,0.52,44.5,0.69,partly-cloudy-night,1010.56,54.52,6.22,44,0.52
1525395000,0.53,44.42,0.69,partly-cloudy-night,1010.5,54.48,6.22,43,0.47
1525395300,0.54,44.34,0.69,partly-cloudy-night,1010.45,54.44,6.22,41,0.42
1525395600,0.56,44.25,0.69,partly-cloudy-night,1010.4,54.4,6.22,39,0.37
1525395900,0.56,44.25,0.69,partly-cloudy-night,1010.39,54.38,6.22,37,0.36
1525396200,0.56,44.25,0.69,partly-cloudy-night,1010.38,54.36,6.22,35,0.36
1525396500,0.56,44.25,0.69,partly-cloudy-night,1010.37,54.34,6.22,33,0.35
1525396800,0.56,44.25,0.69,partly-cloudy-night,1010.37,54.33,6.22,31,0.35
1525397100,0.56,44.25,0.69,partly-cloudy-night,1010.36,54.31,6.22,28,0.34
1525397400,0.56,44.25,0.69,partly-cloudy-night,1010.35,54.29,6.22,26,0.34
1525397700,0.56,44.25,0.69,partly-cloudy-night,1010.34,54.27,6.22,23,0.33
1525398000,0.56,44.25,0.69,partly-cloudy-night,1010.33,54.26,6.22,21,0.33
1525398300,0.56,44.25,0.69,partly-cloudy-night,1010.32,54.24,6.22,18,0.33
1525398600,0.56,44.25,0.69,partly-cloudy-night,1010.32,54.22,6.22,16,0.33
1525398900,0.56,44.25,0.69,partly-cloudy-night,1010.31,54.2,6.22,13,0.32
1525399200,0.56,44.25,0.69,partly-cloudy-night,1010.3,54.19,6.22,11,0.32
1525399500,0.55,44.32,0.69,partly-cloudy-night,1010.39,54.09,6.22,32,0.34
1525399800,0.54,44.39,0.7,partly-cloudy-night,1010.47,53.98,6.22,49,0.4
1525400100,0.54,44.45,0.7,partly-cloudy-night,1010.56,53.88,6.22,61,0.49
1525400400,0.53,44.52,0.71,partly-cloudy-night,1010.65,53.78,6.22,69,0.59
1525400700,0.52,44.58,0.71,partly-cloudy-night,1010.74,53.68,6.22,75,0.7
1525401000,0.51,44.64,0.72,partly-cloudy-night,1010.82,53.58,6.22,79,0.81
1525401300,0.5,44.7,0.72,partly-cloudy-night,1010.91,53.48,6.22,82,0.93
1525401600,0.5,44.76,0.72,partly-cloudy-night,1011.0,53.38,6.22,84,1.05
1525401900,0.49,44.82,0.73,partly-cloudy-night,1011.09,53.28,6.22,86,1.17
1525402200,0.48,44.88,0.73,partly-cloudy-night,1011.17,53.18,6.22,88,1.29
1525402500,0.47,44.94,0.74,partly-cloudy-day,1011.26,53.08,6.22,89,1.41
1525402800,0.47,45.0,0.74,partly-cloudy-day,1011.35,52.98,6.22,90,1.53
1525403100,0.45,45.02,0.74,partly-cloudy-day,1011.31,53.02,6.22,87,1.39
1525403400,0.43,45.04,0.74,partly-cloudy-day,1011.28,53.07,6.22,84,1.25
1525403700,0.41,45.06,0.74,partly-cloudy-day,1011.24,53.11,6.22,79,1.11
1525404000,0.39,45.08,0.74,partly-cloudy-day,1011.2,53.16,6.22,74,0.98
1525404300,0.38,45.1,0.74,partly-cloudy-day,1011.16,53.2,6.22,67,0.87
1525404600,0.36,45.12,0.74,partly-cloudy-day,1011.13,53.25,6.22,58,0.77
1525404900,0.34,45.14,0.74,partly-cloudy-day,1011.09,53.29,6.22,47,0.69
1525405200,0.32,45.16,0.74,partly-cloudy-day,1011.05,53.34,6.22,33,0.65
1525405500,0.3,45.18,0.74,partly-cloudy-day,1011.01,53.38,6.22,19,0.64
1525405800,0.29,45.2,0.74,partly-cloudy-day,1010.98,53.43,6.22,5,0.68
1525406100,0.27,45.22,0.74,partly-cloudy-day,1010.94,53.47,6.22,353,0.75
1525406400,0.25,45.24,0.73,partly-cloudy-day,1010.9,53.52,6.22,344,0.85
1525406700,0.28,45.35,0.72,partly-cloudy-day,1010.87,54.12,6.22,356,0.87
1525407000,0.3,45.44,0.71,partly-cloudy-day,1010.83,54.72,6.22,6,0.94
1525407300,0.33,45.53,0.7,partly-cloudy-day,1010.8,55.32,6.22,15,1.02
1525407600,0.36,45.61,0.68,partly-cloudy-day,1010.77,55.92,6.22,23,1.13
1525407900,0.38,45.67,0.67,partly-cloudy-day,1010.73,56.52,6.22,29,1.26
1525408200,0.41,45.72,0.66,partly-cloudy-day,1010.7,57.12,6.22,33,1.4
1525408500,0.44,45.76,0.64,partly-cloudy-day,1010.67,57.72,6.22,37,1.54
1525408800,0.46,45.79,0.63,partly-cloudy-day,1010.63,58.32,6.22,41,1.69
1525409100,0.49,45.81,0.62,partly-cloudy-day,1010.6,58.92,6.22,44,1.85
1525409400,0.52,45.81,0.6,partly-cloudy-day,1010.56,59.52,6.22,46,2.01
1525409700,0.54,45.8,0.59,partly-cloudy-day,1010.53,60.12,6.22,48,2.17
1525410000,0.57,45.78,0.58,partly-cloudy-day,1010.5,60.72,6.22,50,2.33
1525410300,0.55,45.8,0.57,partly-cloudy-day,1010.55,61.2,6.22,50,2.29
1525410600,0.54,45.81,0.56,partly-cloudy-day,1010.6,61.69,6.22,51,2.24
1525410900,0.52,45.81,0.55,partly-cloudy-day,1010.64,62.18,6.22,53,2.19
1525411200,0.5,45.81,0.54,partly-cloudy-day,1010.69,62.67,6.22,54,2.15
1525411500,0.49,45.79,0.53,partly-cloudy-day,1010.74,63.16,6.22,55,2.1
1525411800,0.47,45.77,0.52,partly-cloudy-day,1010.79,63.64,6.22,56,2.06
1525412100,0.46,45.73,0.51,partly-cloudy-day,1010.84,64.13,6.22,57,2.02
1525412400,0.44,45.69,0.5,partly-cloudy-day,1010.89,64.62,6.22,58,1.97
1525412700,0.42,45.63,0.49,partly-cloudy-day,1010.94,65.11,6.22,60,1.93
1525413000,0.41,45.57,0.48,partly-cloudy-day,1010.99,65.59,6.22,61,1.89
1525413300,0.39,45.49,0.47,partly-cloudy-day,1011.04,66.08,6.22,63,1.85
1525413600,0.38,45.41,0.46,partly-cloudy-day,1011.09,66.57,6.22,64,1.82
1525413900,0.36,45.51,0.46,partly-cloudy-day,1010.93,66.98,6.22,63,2.05
1525414200,0.34,45.61,0.46,partly-cloudy-day,1010.77,67.4,6.22,63,2.29
1525414500,0.33,45.7,0.45,partly-cloudy-day,1010.61,67.81,6.22,62,2.53
1525414800,0.31,45.8,0.45,partly-cloudy-day,1010.45,68.22,6.22,62,2.77
1525415100,0.3,45.88,0.44,partly-cloudy-day,1010.3,68.63,6.22,61,3.01
1525415400,0.28,45.97,0.44,partly-cloudy-day,1010.14,69.04,6.22,61,3.25
1525415700,0.27,46.05,0.43,partly-cloudy-day,1009.98,69.46,6.22,61,3.49
1525416000,0.25,46.13,0.43,partly-cloudy-day,1009.82,69.87,6.22,61,3.73
1525416300,0.23,46.2,0.42,clear-day,1009.67,70.28,6.22,60,3.97
1525416600,0.22,46.27,0.42,clear-day,1009.51,70.69,6.22,60,4.21
1525416900,0.2,46.33,0.41,clear-day,1009.35,71.11,6.22,60,4.45
1525417200,0.19,46.39,0.41,clear-day,1009.19,71.52,6.22,60,4.69
1525417500,0.19,46.25,0.4,clear-day,1009.18,71.89,6.22,61,4.3
1525417800,0.19,46.1,0.39,clear-day,1009.18,72.26,6.22,62,3.92
1525418100,0.2,45.95,0.39,clear-day,1009.17,72.63,6.22,63,3.53
1525418400,0.2,45.78,0.38,clear-day,1009.16,73.01,6.22,64,3.15
1525418700,0.21,45.6,0.37,clear-day,1009.15,73.38,6.22,66,2.77
1525419000,0.21,45.41,0.36,clear-day,1009.15,73.75,6.22,68,2.39
1525419300,0.21,45.21,0.36,clear-day,1009.14,74.12,6.22,71,2.02
1525419600,0.22,45.0,0.35,clear-day,1009.13,74.5,6.22,76,1.66
1525419900,0.22,44.78,0.34,clear-day,1009.12,74.87,6.22,83,1.32
1525420200,0.22,44.55,0.34,clear-day,1009.12,75.24,6.22,95,1.01
1525420500,0.23,44.31,0.33,clear-day,1009.11,75.61,6.22,115,0.77
1525420800,0.23,44.05,0.32,clear-day,1009.1,75.98,6.22,145,0.69
1525421100,0.24,44.08,0.32,clear-day,1009.12,76.27,6.22,172,0.62
1525421400,0.24,44.12,0.32,clear-day,1009.14,76.56,6.22,198,0.7
1525421700,0.24,44.15,0.31,clear-day,1009.16,76.84,6.22,216,0.88
1525422000,0.25,44.17,0.31,partly-cloudy-day,1009.18,77.13,6.22,227,1.12
1525422300,0.25,44.2,0.31,partly-cloudy-day,1009.2,77.42,6.22,234,1.38
1525422600,0.26,44.23,0.31,partly-cloudy-day,1009.22,77.7,6.22,239,1.66
1525422900,0.26,44.25,0.3,partly-cloudy-day,1009.24,77.99,6.22,242,1.95
1525423200,0.26,44.27,0.3,partly-cloudy-day,1009.26,78.28,6.22,245,2.24
1525423500,0.27,44.29,0.3,partly-cloudy-day,1009.28,78.56,6.22,247,2.53
1525423800,0.27,44.3,0.29,partly-cloudy-day,1009.31,78.85,6.22,248,2.83
1525424100,0.28,44.31,0.29,partly-cloudy-day,1009.33,79.14,6.22,249,3.13
1525424400,0.28,44.32,0.29,partly-cloudy-day,1009.35,79.42,6.22,250,3.43
1525424700,0.29,44.12,0.29,partly-cloudy-day,1009.23,79.57,6.22,251,3.4
1525425000,0.3,43.92,0.28,partly-cloudy-day,1009.12,79.71,6.22,251,3.37
1525425300,0.31,43.71,0.28,partly-cloudy-day,1009.01,79.85,6.22,251,3.35
1525425600,0.32,43.5,0.28,partly-cloudy-day,1008.9,80.0,6.22,252,3.32
1525425900,0.33,43.28,0.27,partly-cloudy-day,1008.79,80.14,6.22,252,3.29
1525426200,0.34,43.06,0.27,partly-cloudy-day,1008.68,80.28,6.22,252,3.27
1525426500,0.35,42.83,0.26,partly-cloudy-day,1008.56,80.43,6.22,253,3.24
1525426800,0.36,42.6,0.26,partly-cloudy-day,1008.45,80.57,6.22,253,3.22
1525427100,0.37,42.37,0.26,partly-cloudy-day,1008.34,80.71,6.22,253,3.19
1525427400,0.37,42.13,0.25,partly-cloudy-day,1008.23,80.85,6.22,253,3.16
1525427700,0.38,41.89,0.25,partly-cloudy-day,1008.12,81.0,6.22,254,3.14
1525428000,0.39,41.64,0.25,partly-cloudy-day,1008.01,81.14,6.22,254,3.11
1525428300,0.4,41.69,0.25,partly-cloudy-day,1008.0,81.21,6.22,246,2.97
1525428600,0.41,41.74,0.25,partly-cloudy-day,1007.99,81.28,6.22,238,2.89
1525428900,0.42,41.79,0.25,partly-cloudy-day,1007.98,81.36,6.22,229,2.87
1525429200,0.42,41.84,0.25,partly-cloudy-day,1007.97,81.43,6.22,220,2.92
1525429500,0.43,41.89,0.25,partly-cloudy-day,1007.96,81.5,6.22,212,3.04
1525429800,0.44,41.94,0.25,partly-cloudy-day,1007.95,81.57,6.22,205,3.21
1525430100,0.44,41.99,0.25,partly-cloudy-day,1007.95,81.64,6.22,198,3.43
1525430400,0.45,42.04,0.25,partly-cloudy-day,1007.94,81.71,6.22,192,3.7
1525430700,0.46,42.09,0.25,partly-cloudy-day,1007.93,81.79,6.22,187,3.99
1525431000,0.47,42.14,0.25,partly-cloudy-day,1007.92,81.86,6.22,183,4.31
1525431300,0.47,42.19,0.25,partly-cloudy-day,1007.91,81.93,6.22,180,4.64
1525431600,0.48,42.24,0.25,partly-cloudy-day,1007.9,82.0,6.22,176,5.0
1525431900,0.48,42.12,0.24,partly-cloudy-day,1007.92,82.05,6.22,180,5.07
1525432200,0.48,42.0,0.24,partly-cloudy-day,1007.93,82.09,6.22,184,5.15
1525432500,0.48,41.88,0.24,partly-cloudy-day,1007.95,82.14,6.22,187,5.26
1525432800,0.48,41.75,0.24,partly-cloudy-day,1007.97,82.19,6.22,190,5.38
1525433100,0.48,41.63,0.24,partly-cloudy-day,1007.98,82.23,6.22,193,5.52
1525433400,0.48,41.5,0.24,partly-cloudy-day,1008.0,82.28,6.22,196,5.67
1525433700,0.48,41.37,0.24,partly-cloudy-day,1008.01,82.33,6.22,199,5.84
1525434000,0.48,41.25,0.23,partly-cloudy-day,1008.03,82.37,6.22,202,6.02
1525434300,0.48,41.12,0.23,partly-cloudy-day,1008.05,82.42,6.22,204,6.22
1525434600,0.48,40.99,0.23,partly-cloudy-day,1008.06,82.47,6.22,207,6.42
1525434900,0.48,40.86,0.23,partly-cloudy-day,1008.08,82.51,6.22,209,6.64
1525435200,0.48,40.72,0.23,partly-cloudy-day,1008.09,82.56,6.22,211,6.86
1525435500,0.48,40.6,0.23,partly-cloudy-day,1008.0,82.51,6.22,209,6.61
1525435800,0.48,40.47,0.23,partly-cloudy-day,1007.91,82.47,6.22,207,6.36
1525436100,0.48,40.34,0.23,partly-cloudy-day,1007.82,82.42,6.22,205,6.12
1525436400,0.48,40.22,0.22,partly-cloudy-day,1007.73,82.38,6.22,203,5.89
1525436700,0.48,40.09,0.22,partly-cloudy-day,1007.64,82.33,6.22,201,5.66
1525437000,0.48,39.96,0.22,partly-cloudy-day,1007.55,82.29,6.22,199,5.45
1525437300,0.48,39.83,0.22,partly-cloudy-day,1007.46,82.24,6.22,196,5.24
1525437600,0.48,39.7,0.22,partly-cloudy-day,1007.37,82.2,6.22,193,5.05
1525437900,0.48,39.58,0.22,partly-cloudy-day,1007.27,82.15,6.22,190,4.87
1525438200,0.48,39.45,0.22,partly-cloudy-day,1007.18,82.11,6.22,187,4.7
1525438500,0.48,39.32,0.22,partly-cloudy-day,1007.09,82.06,6.22,184,4.55
1525438800,0.48,39.19,0.22,partly-cloudy-day,1007.0,82.02,6.22,180,4.42
1525439100,0.49,39.41,0.22,partly-cloudy-day,1006.95,81.97,6.22,180,4.28
1525439400,0.5,39.64,0.22,partly-cloudy-day,1006.9,81.92,6.22,181,4.15
1525439700,0.5,39.86,0.23,partly-cloudy-day,1006.85,81.87,6.22,182,4.01
1525440000,0.51,40.07,0.23,partly-cloudy-day,1006.8,81.82,6.22,182,3.88
1525440300,0.52,40.29,0.23,partly-cloudy-day,1006.75,81.76,6.22,183,3.74
1525440600,0.53,40.5,0.23,partly-cloudy-day,1006.7,81.71,6.22,183,3.61
1525440900,0.53,40.71,0.23,partly-cloudy-day,1006.65,81.66,6.22,184,3.47
1525441200,0.54,40.92,0.24,partly-cloudy-day,1006.6,81.61,6.22,185,3.34
1525441500,0.55,41.12,0.24,partly-cloudy-day,1006.55,81.56,6.22,186,3.21
1525441800,0.56,41.33,0.24,partly-cloudy-day,1006.5,81.51,6.22,187,3.07
1525442100,0.56,41.53,0.24,partly-cloudy-day,1006.45,81.46,6.22,188,2.94
1525442400,0.57,41.73,0.25,partly-cloudy-day,1006.4,81.41,6.22,189,2.81
1525442700,0.57,41.55,0.24,partly-cloudy-day,1006.46,81.35,6.22,190,2.71
1525443000,0.57,41.38,0.24,partly-cloudy-day,1006.52,81.29,6.21,192,2.6
1525443300,0.57,41.2,0.24,partly-cloudy-day,1006.59,81.24,6.21,193,2.5
1525443600,0.57,41.03,0.24,partly-cloudy-day,1006.65,81.18,6.21,195,2.4
1525443900,0.57,40.85,0.24,partly-cloudy-day,1006.71,81.12,6.21,197,2.3
1525444200,0.58,40.68,0.24,partly-cloudy-day,1006.77,81.06,6.21,199,2.21
1525444500,0.58,40.5,0.24,partly-cloudy-day,1006.84,81.01,6.21,201,2.11
1525444800,0.58,40.32,0.24,partly-cloudy-day,1006.9,80.95,6.21,203,2.02
1525445100,0.58,40.15,0.23,partly-cloudy-day,1006.96,80.89,6.21,206,1.94
1525445400,0.58,39.97,0.23,partly-cloudy-day,1007.02,80.83,6.21,208,1.86
1525445700,0.58,39.79,0.23,partly-cloudy-day,1007.09,80.77,6.21,212,1.78
1525446000,0.58,39.61,0.23,partly-cloudy-day,1007.15,80.72,6.21,215,1.71
1525446300,0.59,39.83,0.23,partly-cloudy-day,1007.13,80.51,6.21,221,1.53
1525446600,0.6,40.04,0.24,partly-cloudy-day,1007.11,80.29,6.21,229,1.37
1525446900,0.61,40.24,0.24,partly-cloudy-day,1007.09,80.08,6.21,238,1.24
1525447200,0.62,40.44,0.25,partly-cloudy-day,1007.07,79.87,6.21,250,1.15
1525447500,0.62,40.64,0.25,partly-cloudy-day,1007.05,79.66,6.21,262,1.12
1525447800,0.63,40.82,0.25,partly-cloudy-day,1007.03,79.45,6.21,275,1.14
1525448100,0.64,41.01,0.26,partly-cloudy-day,1007.01,79.24,6.21,287,1.21
1525448400,0.65,41.19,0.26,partly-cloudy-day,1006.99,79.02,6.21,297,1.33
1525448700,0.66,41.36,0.26,partly-cloudy-day,1006.97,78.81,6.21,305,1.48
1525449000,0.67,41.53,0.27,partly-cloudy-day,1006.95,78.6,6.21,312,1.65
1525449300,0.68,41.69,0.27,partly-cloudy-day,1006.93,78.39,6.22,317,1.85
1525449600,0.69,41.85,0.27,partly-cloudy-day,1006.91,78.18,6.22,321,2.05
1525449900,0.68,42.04,0.28,partly-cloudy-day,1006.92,77.82,6.21,348,2.08
1525450200,0.67,42.21,0.28,partly-cloudy-day,1006.94,77.47,6.21,10,2.5
1525450500,0.67,42.38,0.29,partly-cloudy-day,1006.95,77.11,6.21,24,3.17
1525450800,0.66,42.53,0.3,partly-cloudy-day,1006.97,76.76,6.21,33,3.96
1525451100,0.66,42.68,0.3,partly-cloudy-day,1006.99,76.4,6.21,38,4.8
1525451400,0.65,42.82,0.31,partly-cloudy-day,1007.0,76.05,6.21,42,5.69
1525451700,0.64,42.95,0.31,partly-cloudy-day,1007.02,75.69,6.21,45,6.59
1525452000,0.64,43.08,0.32,partly-cloudy-day,1007.03,75.34,6.21,48,7.51
1525452300,0.63,43.2,0.32,partly-cloudy-night,1007.05,74.99,6.21,49,8.44
1525452600,0.63,43.31,0.33,partly-cloudy-night,1007.06,74.63,6.21,51,9.37
1525452900,0.62,43.41,0.33,partly-cloudy-night,1007.08,74.28,6.21,52,10.31
1525453200,0.61,43.5,0.34,partly-cloudy-night,1007.1,73.92,6.21,53,11.25
1525453500,0.61,43.66,0.34,partly-cloudy-night,1007.17,73.74,6.21,54,11.27
1525453800,0.61,43.81,0.34,partly-cloudy-night,1007.24,73.57,6.21,54,11.29
1525454100,0.6,43.96,0.35,partly-cloudy-night,1007.31,73.39,6.21,55,11.31
1525454400,0.6,44.11,0.35,partly-cloudy-night,1007.38,73.22,6.21,56,11.33
1525454700,0.59,44.25,0.36,partly-cloudy-night,1007.45,73.04,6.21,56,11.36
1525455000,0.59,44.38,0.36,partly-cloudy-night,1007.52,72.86,6.21,57,11.38
1525455300,0.58,44.52,0.36,partly-cloudy-night,1007.59,72.69,6.21,58,11.41
1525455600,0.58,44.65,0.37,partly-cloudy-night,1007.67,72.51,6.21,58,11.44
1525455900,0.57,44.78,0.37,partly-cloudy-night,1007.74,72.33,6.21,59,11.47
1525456200,0.57,44.9,0.38,partly-cloudy-night,1007.81,72.16,6.21,60,11.51
1525456500,0.57,45.03,0.38,partly-cloudy-night,1007.88,71.98,6.21,60,11.54
1525456800,0.56,45.15,0.38,partly-cloudy-night,1007.95,71.8,6.22,61,11.58
1525457100,0.58,45.19,0.39,partly-cloudy-night,1007.89,71.61,6.21,61,11.08
1525457400,0.59,45.23,0.39,partly-cloudy-night,1007.83,71.41,6.21,62,10.58
1525457700,0.61,45.26,0.39,partly-cloudy-night,1007.77,71.21,6.21,62,10.08
1525458000,0.62,45.3,0.4,partly-cloudy-night,1007.7,71.01,6.21,62,9.57
1525458300,0.64,45.33,0.4,partly-cloudy-night,1007.64,70.81,6.21,63,9.07
1525458600,0.66,45.37,0.4,partly-cloudy-night,1007.58,70.61,6.21,63,8.57
1525458900,0.67,45.4,0.41,partly-cloudy-night,1007.52,70.41,6.21,64,8.08
1525459200,0.69,45.42,0.41,partly-cloudy-night,1007.46,70.21,6.21,64,7.58
1525459500,0.7,45.45,0.41,partly-cloudy-night,1007.4,70.02,6.21,65,7.08
1525459800,0.72,45.48,0.42,partly-cloudy-night,1007.33,69.82,6.21,65,6.58
1525460100,0.73,45.5,0.42,partly-cloudy-night,1007.27,69.62,6.21,66,6.09
1525460400,0.75,45.52,0.42,partly-cloudy-night,1007.21,69.42,6.21,67,5.59
1525460700,0.75,46.01,0.44,partly-cloudy-night,1007.34,69.01,6.21,68,4.88
1525461000,0.75,46.47,0.45,partly-cloudy-night,1007.46,68.6,6.21,70,4.18
1525461300,0.75,46.91,0.47,partly-cloudy-night,1007.58,68.19,6.21,72,3.48
1525461600,0.75,47.32,0.48,partly-cloudy-night,1007.71,67.78,6.21,74,2.78
1525461900,0.75,47.71,0.49,partly-cloudy-night,1007.83,67.37,6.21,79,2.09
1525462200,0.75,48.08,0.51,partly-cloudy-night,1007.96,66.96,6.21,89,1.44
1525462500,0.75,48.42,0.52,partly-cloudy-night,1008.08,66.55,6.21,111,0.88
1525462800,0.75,48.75,0.53,partly-cloudy-night,1008.21,66.14,6.21,164,0.7
1525463100,0.75,49.06,0.55,partly-cloudy-night,1008.33,65.73,6.21,202,1.11
1525463400,0.75,49.36,0.56,partly-cloudy-night,1008.45,65.32,6.21,217,1.73
1525463700,0.75,49.63,0.58,partly-cloudy-night,1008.58,64.91,6.21,224,2.4
1525464000,0.75,49.89,0.59,partly-cloudy-night,1008.7,64.5,6.22,227,3.09
1525464300,0.75,50.14,0.6,partly-cloudy-night,1008.7,64.34,6.22,221,2.6
1525464600,0.75,50.39,0.61,partly-cloudy-night,1008.69,64.17,6.22,213,2.15
1525464900,0.75,50.62,0.62,partly-cloudy-night,1008.69,64.0,6.22,200,1.77
1525465200,0.75,50.86,0.63,partly-cloudy-night,1008.68,63.83,6.22,182,1.52
1525465500,0.75,51.09,0.64,partly-cloudy-night,1008.68,63.66,6.22,160,1.47
1525465800,0.75,51.31,0.65,partly-cloudy-night,1008.67,63.49,6.22,139,1.63
1525466100,0.75,51.52,0.65,partly-cloudy-night,1008.67,63.32,6.22,124,1.96
1525466400,0.75,51.74,0.66,partly-cloudy-night,1008.66,63.15,6.22,113,2.38
1525466700,0.75,51.94,0.67,partly-cloudy-night,1008.66,62.99,6.22,106,2.86
1525467000,0.75,52.15,0.68,partly-cloudy-night,1008.65,62.82,6.22,101,3.37
1525467300,0.75,52.34,0.69,partly-cloudy-night,1008.65,62.65,6.22,98,3.9
1525467600,0.75,52.54,0.7,partly-cloudy-night,1008.64,62.48,6.22,95,4.44
1525467900,0.76,52.38,0.69,partly-cloudy-night,1008.5,62.63,6.22,95,4.0
1525468200,0.76,52.22,0.68,partly-cloudy-night,1008.35,62.78,6.22,94,3.57
