,cloudCover,dewPoint,humidity,ozone,pressure,summary,temp,uvIndex,visibility,windBearing,windGust,windSpeed
2018-07-01 00:00:00,0.36,49.98,0.63,,1009.71,Partly Cloudy,62.9,,6.22,330,,4.02
2018-07-01 00:00:00,0.36,49.98,0.63,,1009.71,,62.9,,6.22,330,,4.02
2018-07-01 00:05:00,0.36,49.99,0.63,,1009.7,,62.75,,6.22,333,,3.9
2018-07-01 00:10:00,0.36,49.99,0.63,,1009.69,,62.6,,6.22,335,,3.79
2018-07-01 00:15:00,0.36,50.0,0.64,,1009.68,,62.45,,6.22,338,,3.69
2018-07-01 00:20:00,0.36,50.0,0.64,,1009.68,,62.3,,6.22,342,,3.6
2018-07-01 00:25:00,0.36,50.0,0.64,,1009.67,,62.15,,6.22,345,,3.53
2018-07-01 00:30:00,0.35,50.0,0.65,,1009.66,,62.0,,6.22,348,,3.46
2018-07-01 00:35:00,0.35,50.0,0.65,,1009.65,,61.85,,6.22,352,,3.41
2018-07-01 00:40:00,0.35,50.0,0.65,,1009.65,,61.7,,6.22,356,,3.37
2018-07-01 00:45:00,0.35,50.0,0.66,,1009.64,,61.55,,6.22,359,,3.35
2018-07-01 00:50:00,0.35,49.99,0.66,,1009.63,,61.41,,6.22,3,,3.34
2018-07-01 00:55:00,0.35,49.99,0.66,,1009.63,,61.26,,6.22,7,,3.34
2018-07-01 01:00:00,0.35,49.99,0.67,,1009.62,,61.11,,6.22,11,,3.36
2018-07-01 01:05:00,0.35,49.84,0.66,,1009.61,,61.11,,6.22,11,,3.08
2018-07-01 01:10:00,0.35,49.7,0.66,,1009.6,,61.11,,6.22,11,,2.8
2018-07-01 01:15:00,0.35,49.55,0.66,,1009.59,,61.11,,6.22,11,,2.52
2018-07-01 01:20:00,0.35,49.4,0.65,,1009.58,,61.11,,6.22,11,,2.24
2018-07-01 01:25:00,0.35,49.26,0.65,,1009.57,,61.11,,6.22,11,,1.96
2018-07-01 01:30:00,0.35,49.11,0.65,,1009.56,,61.11,,6.22,11,,1.68
2018-07-01 01:35:00,0.35,48.96,0.64,,1009.55,,61.11,,6.22,11,,1.4
2018-07-01 01:40:00,0.35,48.81,0.64,,1009.54,,61.11,,6.22,11,,1.12
2018-07-01 01:45:00,0.35,48.66,0.64,,1009.53,,61.11,,6.22,11,,0.84
2018-07-01 01:50:00,0.35,48.51,0.63,,1009.52,,61.11,,6.22,11,,0.56
2018-07-01 01:55:00,0.35,48.35,0.63,,1009.51,,61.11,,6.22,11,,0.28
2018-07-01 02:00:00,0.35,48.2,0.63,,1009.5,,61.11,,6.22,,,0.0
2018-07-01 02:05:00,0.35,48.37,0.63,,1009.5,,60.96,,6.22,,,0.0
2018-07-01 02:10:00,0.35,48.53,0.64,,1009.49,,60.81,,6.22,,,0.0
2018-07-01 02:15:00,0.35,48.69,0.65,,1009.49,,60.66,,6.22,,,0.0
2018-07-01 02:20:00,0.35,48.85,0.65,,1009.48,,60.51,,6.22,,,0.0
2018-07-01 02:25:00,0.35,49.0,0.66,,1009.48,,60.36,,6.22,,,0.0
2018-07-01 02:30:00,0.35,49.15,0.67,,1009.47,,60.21,,6.22,,,0.0
2018-07-01 02:35:00,0.35,49.3,0.68,,1009.46,,60.05,,6.22,,,0.0
2018-07-01 02:40:00,0.35,49.44,0.68,,1009.46,,59.9,,6.22,,,0.0
2018-07-01 02:45:00,0.35,49.58,0.69,,1009.45,,59.75,,6.22,,,0.0
2018-07-01 02:50:00,0.35,49.72,0.7,,1009.45,,59.6,,6.22,,,0.0
2018-07-01 02:55:00,0.35,49.86,0.71,,1009.44,,59.45,,6.22,,,0.0
2018-07-01 03:00:00,0.35,49.99,0.71,,1009.43,,59.3,,6.22,,,0.0
2018-07-01 03:05:00,0.35,49.84,0.71,,1009.44,,59.3,,6.22,50,,0.28
2018-07-01 03:10:00,0.35,49.7,0.7,,1009.44,,59.3,,6.22,50,,0.56
2018-07-01 03:15:00,0.35,49.55,0.7,,1009.44,,59.3,,6.22,50,,0.84
2018-07-01 03:20:00,0.35,49.4,0.7,,1009.44,,59.3,,6.22,50,,1.12
2018-07-01 03:25:00,0.35,49.26,0.69,,1009.45,,59.3,,6.22,50,,1.4
2018-07-01 03:30:00,0.35,49.11,0.69,,1009.45,,59.3,,6.22,50,,1.68
2018-07-01 03:35:00,0.35,48.96,0.69,,1009.45,,59.3,,6.22,50,,1.96
2018-07-01 03:40:00,0.35,48.81,0.68,,1009.45,,59.3,,6.22,50,,2.24
2018-07-01 03:45:00,0.35,48.66,0.68,,1009.46,,59.3,,6.22,50,,2.52
2018-07-01 03:50:00,0.35,48.51,0.67,,1009.46,,59.3,,6.22,50,,2.8
2018-07-01 03:55:00,0.35,48.36,0.67,,1009.46,,59.3,,6.22,50,,3.08
2018-07-01 04:00:00,0.35,48.2,0.67,,1009.46,,59.3,,6.22,50,,3.36
2018-07-01 04:05:00,0.35,48.25,0.68,,1009.48,,58.85,,6.22,43,,3.17
2018-07-01 04:10:00,0.35,48.29,0.69,,1009.49,,58.4,,6.22,35,,3.04
2018-07-01 04:15:00,0.35,48.31,0.7,,1009.5,,57.95,,6.22,27,,2.97
2018-07-01 04:20:00,0.35,48.33,0.71,,1009.51,,57.5,,6.22,18,,2.95
2018-07-01 04:25:00,0.35,48.34,0.73,,1009.53,,57.05,,6.22,10,,3.01
2018-07-01 04:30:00,0.35,48.35,0.74,,1009.54,,56.6,,6.22,2,,3.12
2018-07-01 04:35:00,0.35,48.34,0.75,,1009.55,,56.15,,6.22,355,,3.29
2018-07-01 04:40:00,0.35,48.33,0.76,,1009.56,,55.7,,6.22,348,,3.51
2018-07-01 04:45:00,0.35,48.31,0.77,,1009.58,,55.25,,6.22,343,,3.76
2018-07-01 04:50:00,0.35,48.28,0.79,,1009.59,,54.8,,6.22,338,,4.04
2018-07-01 04:55:00,0.35,48.25,0.8,,1009.6,,54.35,,6.22,334,,4.35
2018-07-01 05:00:00,0.35,48.2,0.81,,1009.61,,53.9,,6.22,330,,4.69
2018-07-01 05:05:00,0.35,48.21,0.81,,1009.63,,54.05,,6.22,334,,4.56
2018-07-01 05:10:00,0.35,48.21,0.8,,1009.66,,54.2,,6.22,338,,4.45
2018-07-01 05:15:00,0.35,48.22,0.8,,1009.68,,54.35,,6.22,342,,4.37
2018-07-01 05:20:00,0.35,48.22,0.79,,1009.7,,54.5,,6.22,346,,4.31
2018-07-01 05:25:00,0.35,48.22,0.79,,1009.72,,54.66,,6.22,350,,4.27
2018-07-01 05:30:00,0.35,48.22,0.78,,1009.74,,54.81,,6.22,355,,4.26
2018-07-01 05:35:00,0.35,48.22,0.78,,1009.76,,54.96,,6.22,359,,4.27
2018-07-01 05:40:00,0.35,48.22,0.78,,1009.78,,55.11,,6.22,3,,4.31
2018-07-01 05:45:00,0.35,48.22,0.77,,1009.8,,55.26,,6.22,8,,4.37
2018-07-01 05:50:00,0.35,48.21,0.77,,1009.83,,55.41,,6.22,12,,4.45
2018-07-01 05:55:00,0.35,48.21,0.76,,1009.85,,55.56,,6.22,16,,4.56
2018-07-01 06:00:00,0.35,48.2,0.76,,1009.87,,55.71,,6.22,20,,4.69
2018-07-01 06:05:00,0.35,48.36,0.75,,1009.89,,56.01,,6.22,20,,4.39
2018-07-01 06:10:00,0.35,48.51,0.75,,1009.92,,56.31,,6.22,20,,4.09
2018-07-01 06:15:00,0.35,48.66,0.75,,1009.94,,56.61,,6.22,20,,3.79
2018-07-01 06:20:00,0.35,48.81,0.74,,1009.97,,56.91,,6.22,20,,3.5
2018-07-01 06:25:00,0.35,48.97,0.74,,1009.99,,57.21,,6.22,20,,3.2
2018-07-01 06:30:00,0.35,49.11,0.74,,1010.02,,57.51,,6.22,20,,2.9
2018-07-01 06:35:00,0.35,49.26,0.73,,1010.04,,57.81,,6.22,20,,2.6
2018-07-01 06:40:00,0.35,49.41,0.73,,1010.07,,58.11,,6.22,20,,2.31
2018-07-01 06:45:00,0.36,49.56,0.72,,1010.09,,58.41,,6.22,20,,2.01
2018-07-01 06:50:00,0.36,49.7,0.72,,1010.12,,58.71,,6.22,20,,1.71
2018-07-01 06:55:00,0.36,49.84,0.72,,1010.14,,59.0,,6.22,20,,1.41
2018-07-01 07:00:00,0.36,49.99,0.71,,1010.17,,59.3,,6.22,20,,1.11
2018-07-01 07:05:00,0.36,50.29,0.71,,1010.19,,59.6,,6.22,20,,1.02
2018-07-01 07:10:00,0.36,50.59,0.71,,1010.22,,59.9,,6.22,20,,0.93
2018-07-01 07:15:00,0.36,50.89,0.71,,1010.24,,60.2,,6.22,20,,0.84
2018-07-01 07:20:00,0.36,51.19,0.71,,1010.26,,60.5,,6.22,20,,0.74
2018-07-01 07:25:00,0.36,51.49,0.71,,1010.28,,60.8,,6.22,20,,0.65
2018-07-01 07:30:00,0.36,51.79,0.71,,1010.31,,61.1,,6.22,20,,0.56
2018-07-01 07:35:00,0.36,52.09,0.71,,1010.33,,61.4,,6.22,20,,0.46
2018-07-01 07:40:00,0.36,52.39,0.71,,1010.35,,61.7,,6.22,20,,0.37
2018-07-01 07:45:00,0.36,52.69,0.72,,1010.37,,62.0,,6.22,20,,0.28
2018-07-01 07:50:00,0.36,52.99,0.72,,1010.4,,62.3,,6.22,20,,0.19
2018-07-01 07:55:00,0.36,53.29,0.72,,1010.42,,62.6,,6.22,20,,0.09
2018-07-01 08:00:00,0.36,53.59,0.72,,1010.44,,62.9,,6.22,,,0.0
2018-07-01 08:05:00,0.36,53.54,0.7,,1010.45,,63.5,,6.22,110,,0.09
2018-07-01 08:10:00,0.36,53.48,0.68,,1010.47,,64.1,,6.22,110,,0.19
2018-07-01 08:15:00,0.36,53.4,0.67,,1010.48,,64.7,,6.22,110,,0.28
2018-07-01 08:20:00,0.36,53.3,0.65,,1010.49,,65.31,,6.22,110,,0.37
2018-07-01 08:25:00,0.36,53.18,0.64,,1010.51,,65.91,,6.22,110,,0.46
2018-07-01 08:30:00,0.36,53.05,0.62,,1010.52,,66.51,,6.22,110,,0.56
2018-07-01 08:35:00,0.36,52.89,0.6,,1010.53,,67.11,,6.22,110,,0.65
2018-07-01 08:40:00,0.36,52.71,0.59,,1010.55,,67.71,,6.22,110,,0.74
2018-07-01 08:45:00,0.36,52.52,0.57,,1010.56,,68.31,,6.22,110,,0.84
2018-07-01 08:50:00,0.36,52.29,0.55,,1010.57,,68.91,,6.22,110,,0.93
2018-07-01 08:55:00,0.37,52.05,0.54,,1010.59,,69.51,,6.22,110,,1.02
2018-07-01 09:00:00,0.37,51.78,0.52,,1010.6,,70.11,,6.22,110,,1.11
2018-07-01 09:05:00,0.35,51.64,0.52,,1010.6,,70.27,,6.22,98,,0.85
2018-07-01 09:10:00,0.34,51.51,0.51,,1010.6,,70.42,,6.22,78,,0.64
2018-07-01 09:15:00,0.32,51.37,0.51,,1010.6,,70.57,,6.22,48,,0.56
2018-07-01 09:20:00,0.31,51.22,0.5,,1010.59,,70.72,,6.22,18,,0.66
2018-07-01 09:25:00,0.29,51.08,0.5,,1010.59,,70.87,,6.22,0,,0.88
2018-07-01 09:30:00,0.28,50.93,0.49,,1010.59,,71.02,,6.22,349,,1.15
2018-07-01 09:35:00,0.26,50.78,0.49,,1010.59,,71.17,,6.22,343,,1.44
2018-07-01 09:40:00,0.25,50.62,0.48,,1010.59,,71.32,,6.22,339,,1.75
2018-07-01 09:45:00,0.23,50.47,0.48,,1010.59,,71.47,,6.22,336,,2.06
2018-07-01 09:50:00,0.22,50.3,0.47,,1010.59,,71.62,,6.22,334,,2.38
2018-07-01 09:55:00,0.2,50.14,0.46,,1010.59,,71.77,,6.22,332,,2.7
2018-07-01 10:00:00,0.19,49.97,0.46,,1010.58,,71.92,,6.22,331,,3.02
2018-07-01 10:05:00,0.19,50.01,0.45,,1010.57,,72.37,,6.22,326,,2.43
2018-07-01 10:10:00,0.19,50.04,0.45,,1010.55,,72.82,,6.22,319,,1.87
2018-07-01 10:15:00,0.19,50.06,0.44,,1010.53,,73.26,,6.22,306,,1.37
2018-07-01 10:20:00,0.19,50.08,0.43,,1010.51,,73.71,,6.22,281,,1.0
2018-07-01 10:25:00,0.19,50.09,0.43,,1010.49,,74.16,,6.22,244,,0.96
2018-07-01 10:30:00,0.19,50.09,0.42,,1010.48,,74.61,,6.22,216,,1.27
2018-07-01 10:35:00,0.19,50.09,0.42,,1010.46,,75.06,,6.22,201,,1.75
2018-07-01 10:40:00,0.19,50.08,0.41,,1010.44,,75.51,,6.22,192,,2.3
2018-07-01 10:45:00,0.19,50.06,0.4,,1010.42,,75.95,,6.22,187,,2.88
2018-07-01 10:50:00,0.19,50.04,0.4,,1010.41,,76.4,,6.22,184,,3.48
2018-07-01 10:55:00,0.19,50.0,0.39,,1010.39,,76.85,,6.22,182,,4.08
2018-07-01 11:00:00,0.19,49.96,0.38,,1010.37,,77.3,,6.22,180,,4.69
2018-07-01 11:05:00,0.21,49.83,0.38,,1010.34,,77.45,,6.22,188,,4.23
2018-07-01 11:10:00,0.23,49.69,0.38,,1010.3,,77.6,,6.22,197,,3.86
2018-07-01 11:15:00,0.25,49.55,0.37,,1010.27,,77.76,,6.22,208,,3.62
2018-07-01 11:20:00,0.27,49.41,0.37,,1010.24,,77.91,,6.22,220,,3.53
2018-07-01 11:25:00,0.29,49.27,0.36,,1010.21,,78.06,,6.22,232,,3.6
2018-07-01 11:30:00,0.31,49.12,0.36,,1010.17,,78.21,,6.22,243,,3.81
2018-07-01 11:35:00,0.33,48.97,0.36,,1010.14,,78.36,,6.22,253,,4.16
2018-07-01 11:40:00,0.35,48.82,0.35,,1010.11,,78.51,,6.22,261,,4.6
2018-07-01 11:45:00,0.38,48.66,0.35,,1010.08,,78.67,,6.22,267,,5.12
2018-07-01 11:50:00,0.4,48.5,0.35,,1010.04,,78.82,,6.22,273,,5.69
2018-07-01 11:55:00,0.42,48.34,0.34,,1010.01,,78.97,,6.22,277,,6.3
2018-07-01 12:00:00,0.44,48.17,0.34,,1009.98,,79.12,,6.22,281,,6.93
2018-07-01 12:05:00,0.44,48.32,0.34,,1009.94,,79.27,,6.22,278,,6.86
2018-07-01 12:10:00,0.44,48.47,0.34,,1009.89,,79.42,,6.22,276,,6.8
2018-07-01 12:15:00,0.44,48.62,0.34,,1009.85,,79.56,,6.22,273,,6.76
2018-07-01 12:20:00,0.44,48.77,0.34,,1009.81,,79.71,,6.22,271,,6.72
2018-07-01 12:25:00,0.44,48.92,0.34,,1009.77,,79.86,,6.22,268,,6.7
2018-07-01 12:30:00,0.44,49.06,0.34,,1009.73,,80.0,,6.22,266,,6.7
2018-07-01 12:35:00,0.44,49.21,0.34,,1009.68,,80.15,,6.22,263,,6.7
2018-07-01 12:40:00,0.44,49.36,0.34,,1009.64,,80.3,,6.22,260,,6.72
2018-07-01 12:45:00,0.44,49.51,0.34,,1009.6,,80.45,,6.22,258,,6.76
2018-07-01 12:50:00,0.44,49.66,0.34,,1009.56,,80.59,,6.22,255,,6.8
2018-07-01 12:55:00,0.44,49.81,0.34,,1009.52,,80.74,,6.22,253,,6.86
2018-07-01 13:00:00,0.44,49.96,0.34,,1009.47,,80.89,,6.22,251,,6.93
2018-07-01 13:05:00,0.44,49.81,0.34,,1009.43,,80.89,,6.22,250,,6.74
2018-07-01 13:10:00,0.44,49.66,0.34,,1009.39,,80.89,,6.22,249,,6.55
2018-07-01 13:15:00,0.44,49.52,0.34,,1009.34,,80.89,,6.22,249,,6.36
2018-07-01 13:20:00,0.44,49.37,0.33,,1009.3,,80.89,,6.22,248,,6.16
2018-07-01 13:25:00,0.44,49.22,0.33,,1009.26,,80.89,,6.22,247,,5.97
2018-07-01 13:30:00,0.44,49.08,0.33,,1009.21,,80.89,,6.22,246,,5.79
2018-07-01 13:35:00,0.44,48.93,0.33,,1009.17,,80.89,,6.22,245,,5.6
2018-07-01 13:40:00,0.44,48.78,0.33,,1009.13,,80.89,,6.22,244,,5.41
2018-07-01 13:45:00,0.44,48.63,0.32,,1009.08,,80.89,,6.22,243,,5.23
2018-07-01 13:50:00,0.44,48.47,0.32,,1009.04,,80.89,,6.22,242,,5.05
2018-07-01 13:55:00,0.44,48.32,0.32,,1009.0,,80.89,,6.22,241,,4.86
2018-07-01 14:00:00,0.44,48.17,0.32,,1008.95,,80.89,,6.22,240,,4.69
2018-07-01 14:05:00,0.44,48.02,0.32,,1008.91,,80.89,,6.22,240,,4.87
2018-07-01 14:10:00,0.44,47.88,0.32,,1008.88,,80.89,,6.22,240,,5.06
2018-07-01 14:15:00,0.44,47.73,0.31,,1008.84,,80.89,,6.22,240,,5.25
2018-07-01 14:20:00,0.44,47.58,0.31,,1008.8,,80.89,,6.22,240,,5.43
2018-07-01 14:25:00,0.44,47.43,0.31,,1008.77,,80.89,,6.22,240,,5.62
2018-07-01 14:30:00,0.44,47.29,0.31,,1008.73,,80.89,,6.22,240,,5.81
2018-07-01 14:35:00,0.44,47.14,0.31,,1008.69,,80.89,,6.22,240,,6.0
2018-07-01 14:40:00,0.44,46.98,0.31,,1008.66,,80.89,,6.22,240,,6.18
2018-07-01 14:45:00,0.44,46.83,0.3,,1008.62,,80.89,,6.22,240,,6.37
2018-07-01 14:50:00,0.44,46.68,0.3,,1008.58,,80.89,,6.22,240,,6.56
2018-07-01 14:55:00,0.44,46.53,0.3,,1008.54,,80.89,,6.22,240,,6.75
2018-07-01 15:00:00,0.44,46.37,0.3,,1008.51,,80.89,,6.22,240,,6.93
2018-07-01 15:05:00,0.44,46.38,0.3,,1008.48,,81.04,,6.22,240,,7.3
2018-07-01 15:10:00,0.44,46.38,0.3,,1008.46,,81.2,,6.22,240,,7.68
2018-07-01 15:15:00,0.44,46.38,0.29,,1008.44,,81.35,,6.22,240,,8.05
2018-07-01 15:20:00,0.44,46.38,0.29,,1008.41,,81.5,,6.22,240,,8.42
2018-07-01 15:25:00,0.44,46.38,0.29,,1008.39,,81.65,,6.22,240,,8.79
2018-07-01 15:30:00,0.44,46.38,0.29,,1008.37,,81.81,,6.22,240,,9.16
2018-07-01 15:35:00,0.44,46.38,0.29,,1008.34,,81.96,,6.22,240,,9.54
2018-07-01 15:40:00,0.44,46.38,0.29,,1008.32,,82.11,,6.22,240,,9.91
2018-07-01 15:45:00,0.44,46.38,0.29,,1008.29,,82.27,,6.22,240,,10.28
2018-07-01 15:50:00,0.44,46.38,0.28,,1008.27,,82.42,,6.22,240,,10.65
2018-07-01 15:55:00,0.44,46.37,0.28,,1008.25,,82.57,,6.22,240,,11.02
2018-07-01 16:00:00,0.44,46.37,0.28,,1008.22,,82.72,,6.22,240,,11.39
2018-07-01 16:05:00,0.44,46.1,0.28,,1008.22,,82.87,,6.22,241,,11.08
2018-07-01 16:10:00,0.44,45.83,0.27,,1008.21,,83.02,,6.22,242,,10.77
2018-07-01 16:15:00,0.44,45.55,0.27,,1008.2,,83.17,,6.22,244,,10.46
2018-07-01 16:20:00,0.44,45.27,0.26,,1008.2,,83.32,,6.22,245,,10.16
2018-07-01 16:25:00,0.44,44.98,0.26,,1008.19,,83.47,,6.22,247,,9.87
2018-07-01 16:30:00,0.44,44.68,0.26,,1008.18,,83.62,,6.22,248,,9.58
2018-07-01 16:35:00,0.44,44.38,0.25,,1008.18,,83.77,,6.22,250,,9.3
2018-07-01 16:40:00,0.44,44.07,0.25,,1008.17,,83.92,,6.22,251,,9.03
2018-07-01 16:45:00,0.44,43.75,0.24,,1008.16,,84.07,,6.22,253,,8.77
2018-07-01 16:50:00,0.44,43.43,0.24,,1008.16,,84.22,,6.22,255,,8.52
2018-07-01 16:55:00,0.44,43.1,0.24,,1008.15,,84.37,,6.22,257,,8.28
2018-07-01 17:00:00,0.44,42.76,0.23,,1008.14,,84.52,,6.22,260,,8.05
2018-07-01 17:05:00,0.44,42.76,0.23,,1008.15,,84.37,,6.22,260,,8.05
2018-07-01 17:10:00,0.44,42.77,0.23,,1008.16,,84.22,,6.22,260,,8.05
2018-07-01 17:15:00,0.44,42.77,0.23,,1008.17,,84.07,,6.22,260,,8.05
2018-07-01 17:20:00,0.44,42.77,0.24,,1008.18,,83.92,,6.22,260,,8.05
2018-07-01 17:25:00,0.44,42.77,0.24,,1008.19,,83.77,,6.22,260,,8.05
2018-07-01 17:30:00,0.44,42.77,0.24,,1008.2,,83.62,,6.22,260,,8.05
2018-07-01 17:35:00,0.44,42.77,0.24,,1008.22,,83.47,,6.22,260,,8.05
2018-07-01 17:40:00,0.44,42.77,0.24,,1008.23,,83.32,,6.22,260,,8.05
2018-07-01 17:45:00,0.44,42.77,0.24,,1008.24,,83.17,,6.22,260,,8.05
2018-07-01 17:50:00,0.44,42.77,0.24,,1008.25,,83.02,,6.22,260,,8.05
2018-07-01 17:55:00,0.44,42.77,0.24,,1008.26,,82.87,,6.22,260,,8.05
2018-07-01 18:00:00,0.44,42.76,0.24,,1008.27,,82.72,,6.22,260,,8.05
2018-07-01 18:05:00,0.44,42.48,0.24,,1008.29,,82.72,,6.22,260,,7.95
2018-07-01 18:10:00,0.44,42.2,0.24,,1008.31,,82.72,,6.22,260,,7.86
2018-07-01 18:15:00,0.44,41.91,0.24,,1008.34,,82.72,,6.22,260,,7.77
2018-07-01 18:20:00,0.44,41.62,0.23,,1008.36,,82.72,,6.22,260,,7.67
2018-07-01 18:25:00,0.44,41.33,0.23,,1008.38,,82.72,,6.22,260,,7.58
2018-07-01 18:30:00,0.44,41.03,0.23,,1008.4,,82.72,,6.22,260,,7.49
2018-07-01 18:35:00,0.44,40.73,0.23,,1008.43,,82.72,,6.22,260,,7.4
2018-07-01 18:40:00,0.44,40.43,0.22,,1008.45,,82.72,,6.22,260,,7.3
2018-07-01 18:45:00,0.44,40.12,0.22,,1008.47,,82.72,,6.22,260,,7.21
2018-07-01 18:50:00,0.44,39.81,0.22,,1008.5,,82.72,,6.22,260,,7.12
2018-07-01 18:55:00,0.44,39.5,0.22,,1008.52,,82.72,,6.22,260,,7.03
2018-07-01 19:00:00,0.44,39.19,0.21,,1008.54,,82.72,,6.22,260,,6.93
2018-07-01 19:05:00,0.44,40.16,0.22,,1008.57,,82.42,,6.22,263,,6.73
2018-07-01 19:10:00,0.44,41.08,0.23,,1008.6,,82.12,,6.22,267,,6.57
2018-07-01 19:15:00,0.44,41.96,0.24,,1008.63,,81.82,,6.22,272,,6.43
2018-07-01 19:20:00,0.44,42.79,0.25,,1008.66,,81.52,,6.22,276,,6.34
2018-07-01 19:25:00,0.44,43.58,0.27,,1008.69,,81.22,,6.22,280,,6.28
2018-07-01 19:30:00,0.44,44.33,0.28,,1008.72,,80.92,,6.22,285,,6.26
2018-07-01 19:35:00,0.44,45.05,0.29,,1008.75,,80.62,,6.22,290,,6.28
2018-07-01 19:40:00,0.44,45.73,0.3,,1008.78,,80.32,,6.22,294,,6.34
2018-07-01 19:45:00,0.44,46.38,0.31,,1008.81,,80.02,,6.22,298,,6.43
2018-07-01 19:50:00,0.44,47.01,0.32,,1008.84,,79.72,,6.22,303,,6.57
2018-07-01 19:55:00,0.44,47.6,0.33,,1008.87,,79.42,,6.22,307,,6.73
2018-07-01 20:00:00,0.44,48.17,0.34,,1008.9,,79.12,,6.22,311,,6.93
2018-07-01 20:05:00,0.42,48.79,0.35,,1008.93,,78.67,,6.22,314,,6.74
2018-07-01 20:10:00,0.4,49.36,0.36,,1008.96,,78.22,,6.22,318,,6.59
2018-07-01 20:15:00,0.38,49.91,0.38,,1008.98,,77.76,,6.22,322,,6.46
2018-07-01 20:20:00,0.35,50.42,0.39,,1009.01,,77.31,,6.22,327,,6.37
2018-07-01 20:25:00,0.33,50.9,0.4,,1009.04,,76.86,,6.22,331,,6.31
2018-07-01 20:30:00,0.31,51.36,0.42,,1009.07,,76.41,,6.22,335,,6.3
2018-07-01 20:35:00,0.29,51.78,0.43,,1009.1,,75.95,,6.22,340,,6.31
2018-07-01 20:40:00,0.27,52.19,0.44,,1009.13,,75.5,,6.22,344,,6.37
2018-07-01 20:45:00,0.25,52.57,0.46,,1009.16,,75.05,,6.22,348,,6.46
2018-07-01 20:50:00,0.23,52.92,0.47,,1009.19,,74.6,,6.22,352,,6.59
2018-07-01 20:55:00,0.21,53.26,0.48,,1009.21,,74.15,,6.22,356,,6.74
2018-07-01 21:00:00,0.19,53.57,0.49,,1009.24,,73.69,,6.22,0,,6.93
2018-07-01 21:05:00,0.19,53.59,0.5,,1009.26,,73.39,,6.22,0,,6.75
2018-07-01 21:10:00,0.19,53.61,0.5,,1009.29,,73.1,,6.22,0,,6.56
2018-07-01 21:15:00,0.19,53.62,0.51,,1009.31,,72.8,,6.22,0,,6.37
2018-07-01 21:20:00,0.19,53.63,0.52,,1009.33,,72.5,,6.22,0,,6.18
2018-07-01 21:25:00,0.19,53.63,0.52,,1009.35,,72.2,,6.22,0,,6.0
2018-07-01 21:30:00,0.19,53.63,0.53,,1009.37,,71.9,,6.22,0,,5.81
2018-07-01 21:35:00,0.19,53.63,0.53,,1009.39,,71.61,,6.22,0,,5.62
2018-07-01 21:40:00,0.19,53.63,0.54,,1009.42,,71.31,,6.22,0,,5.43
2018-07-01 21:45:00,0.19,53.62,0.54,,1009.44,,71.01,,6.22,0,,5.25
2018-07-01 21:50:00,0.19,53.61,0.55,,1009.46,,70.71,,6.22,0,,5.06
2018-07-01 21:55:00,0.19,53.6,0.55,,1009.48,,70.41,,6.22,0,,4.87
2018-07-01 22:00:00,0.19,53.58,0.56,,1009.5,,70.11,,6.22,0,,4.69
2018-07-01 22:05:00,0.2,53.77,0.57,,1009.51,,69.81,,6.22,358,,4.84
2018-07-01 22:10:00,0.22,53.96,0.58,,1009.53,,69.51,,6.22,356,,5.01
2018-07-01 22:15:00,0.23,54.13,0.59,,1009.54,,69.21,,6.22,354,,5.18
2018-07-01 22:20:00,0.25,54.3,0.6,,1009.55,,68.91,,6.22,352,,5.36
2018-07-01 22:25:00,0.26,54.46,0.61,,1009.56,,68.61,,6.22,350,,5.54
2018-07-01 22:30:00,0.28,54.62,0.62,,1009.57,,68.31,,6.22,348,,5.73
2018-07-01 22:35:00,0.29,54.76,0.63,,1009.58,,68.01,,6.22,347,,5.92
2018-07-01 22:40:00,0.31,54.9,0.64,,1009.59,,67.71,,6.22,345,,6.12
2018-07-01 22:45:00,0.32,55.04,0.65,,1009.6,,67.41,,6.22,344,,6.32
2018-07-01 22:50:00,0.34,55.16,0.66,,1009.61,,67.11,,6.22,343,,6.52
2018-07-01 22:55:00,0.35,55.28,0.66,,1009.63,,66.81,,6.22,342,,6.72
2018-07-01 23:00:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:05:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:10:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:15:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:20:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:25:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:30:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:35:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:40:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:45:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:50:00,0.36,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-01 23:55:00,0.35,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
2018-07-02 00:00:00,0.35,55.4,0.67,,1009.64,,66.51,,6.22,341,,6.93
