Datetime,Time,P_ac
2018-06-13 19:25:00,2018-06-1319:25:00,633
2018-06-13 19:20:00,2018-06-1319:20:00,699
2018-06-13 19:15:00,2018-06-1319:15:00,775
2018-06-13 19:10:00,2018-06-1319:10:00,836
2018-06-13 19:05:00,2018-06-1319:05:00,912
2018-06-13 19:00:00,2018-06-1319:00:00,988
2018-06-13 18:55:00,2018-06-1318:55:00,1056
2018-06-13 18:50:00,2018-06-1318:50:00,1140
2018-06-13 18:45:00,2018-06-1318:45:00,1237
2018-06-13 18:40:00,2018-06-1318:40:00,1331
2018-06-13 18:35:00,2018-06-1318:35:00,1421
2018-06-13 18:30:00,2018-06-1318:30:00,1513
2018-06-13 18:25:00,2018-06-1318:25:00,1595
2018-06-13 18:20:00,2018-06-1318:20:00,1689
2018-06-13 18:15:00,2018-06-1318:15:00,1793
2018-06-13 18:10:00,2018-06-1318:10:00,1882
2018-06-13 18:05:00,2018-06-1318:05:00,1966
2018-06-13 18:00:00,2018-06-1318:00:00,2047
2018-06-13 17:55:00,2018-06-1317:55:00,2115
2018-06-13 17:50:00,2018-06-1317:50:00,2192
2018-06-13 17:45:00,2018-06-1317:45:00,2249
2018-06-13 17:40:00,2018-06-1317:40:00,2330
2018-06-13 17:35:00,2018-06-1317:35:00,2415
2018-06-13 17:30:00,2018-06-1317:30:00,2489
2018-06-13 17:25:00,2018-06-1317:25:00,2529
2018-06-13 17:20:00,2018-06-1317:20:00,2597
2018-06-13 17:15:00,2018-06-1317:15:00,2660
2018-06-13 17:10:00,2018-06-1317:10:00,2710
2018-06-13 17:05:00,2018-06-1317:05:00,2760
2018-06-13 17:00:00,2018-06-1317:00:00,2826
2018-06-13 16:55:00,2018-06-1316:55:00,2872
2018-06-13 16:50:00,2018-06-1316:50:00,2926
2018-06-13 16:45:00,2018-06-1316:45:00,2994
2018-06-13 16:40:00,2018-06-1316:40:00,3045
2018-06-13 16:35:00,2018-06-1316:35:00,3085
2018-06-13 16:30:00,2018-06-1316:30:00,3137
2018-06-13 16:25:00,2018-06-1316:25:00,3175
2018-06-13 16:20:00,2018-06-1316:20:00,3211
2018-06-13 16:15:00,2018-06-1316:15:00,3245
2018-06-13 16:10:00,2018-06-1316:10:00,3278
2018-06-13 16:05:00,2018-06-1316:05:00,3327
2018-06-13 16:00:00,2018-06-1316:00:00,3370
2018-06-13 15:55:00,2018-06-1315:55:00,3391
2018-06-13 15:50:00,2018-06-1315:50:00,3410
2018-06-13 15:45:00,2018-06-1315:45:00,3436
2018-06-13 15:40:00,2018-06-1315:40:00,3465
2018-06-13 15:35:00,2018-06-1315:35:00,3497
2018-06-13 15:30:00,2018-06-1315:30:00,3513
2018-06-13 15:25:00,2018-06-1315:25:00,3540
2018-06-13 15:20:00,2018-06-1315:20:00,3583
2018-06-13 15:15:00,2018-06-1315:15:00,3623
2018-06-13 15:10:00,2018-06-1315:10:00,3650
2018-06-13 15:05:00,2018-06-1315:05:00,3663
2018-06-13 15:00:00,2018-06-1315:00:00,3679
2018-06-13 14:55:00,2018-06-1314:55:00,3704
2018-06-13 14:50:00,2018-06-1314:50:00,3716
2018-06-13 14:45:00,2018-06-1314:45:00,3724
2018-06-13 14:40:00,2018-06-1314:40:00,3718
2018-06-13 14:35:00,2018-06-1314:35:00,3729
2018-06-13 14:30:00,2018-06-1314:30:00,3748
2018-06-13 14:25:00,2018-06-1314:25:00,3774
2018-06-13 14:20:00,2018-06-1314:20:00,3783
2018-06-13 14:15:00,2018-06-1314:15:00,3795
2018-06-13 14:10:00,2018-06-1314:10:00,3801
2018-06-13 14:05:00,2018-06-1314:05:00,3815
2018-06-13 14:00:00,2018-06-1314:00:00,3811
2018-06-13 13:55:00,2018-06-1313:55:00,3800
2018-06-13 13:50:00,2018-06-1313:50:00,3800
2018-06-13 13:45:00,2018-06-1313:45:00,3812
2018-06-13 13:40:00,2018-06-1313:40:00,3816
2018-06-13 13:35:00,2018-06-1313:35:00,3818
2018-06-13 13:30:00,2018-06-1313:30:00,3841
2018-06-13 13:25:00,2018-06-1313:25:00,3814
2018-06-13 13:20:00,2018-06-1313:20:00,3818
2018-06-13 13:15:00,2018-06-1313:15:00,3819
2018-06-13 13:10:00,2018-06-1313:10:00,3809
2018-06-13 13:05:00,2018-06-1313:05:00,3810
2018-06-13 13:00:00,2018-06-1313:00:00,3827
2018-06-13 12:55:00,2018-06-1312:55:00,3800
2018-06-13 12:50:00,2018-06-1312:50:00,3763
2018-06-13 12:45:00,2018-06-1312:45:00,3775
2018-06-13 12:40:00,2018-06-1312:40:00,3762
2018-06-13 12:35:00,2018-06-1312:35:00,3773
2018-06-13 12:30:00,2018-06-1312:30:00,3762
2018-06-13 12:25:00,2018-06-1312:25:00,3740
2018-06-13 12:20:00,2018-06-1312:20:00,3697
2018-06-13 12:15:00,2018-06-1312:15:00,3658
2018-06-13 12:10:00,2018-06-1312:10:00,3653
2018-06-13 12:05:00,2018-06-1312:05:00,3640
2018-06-13 12:00:00,2018-06-1312:00:00,3614
2018-06-13 11:55:00,2018-06-1311:55:00,3582
2018-06-13 11:50:00,2018-06-1311:50:00,3562
2018-06-13 11:45:00,2018-06-1311:45:00,3530
2018-06-13 11:40:00,2018-06-1311:40:00,3510
2018-06-13 11:35:00,2018-06-1311:35:00,3485
2018-06-13 11:30:00,2018-06-1311:30:00,3450
2018-06-13 11:25:00,2018-06-1311:25:00,3411
2018-06-13 11:20:00,2018-06-1311:20:00,3361
2018-06-13 11:15:00,2018-06-1311:15:00,3316
2018-06-13 11:10:00,2018-06-1311:10:00,3278
2018-06-13 11:05:00,2018-06-1311:05:00,3245
2018-06-13 11:00:00,2018-06-1311:00:00,3190
2018-06-13 10:55:00,2018-06-1310:55:00,3146
2018-06-13 10:50:00,2018-06-1310:50:00,3107
2018-06-13 10:45:00,2018-06-1310:45:00,3049
2018-06-13 10:40:00,2018-06-1310:40:00,2984
2018-06-13 10:35:00,2018-06-1310:35:00,2944
2018-06-13 10:30:00,2018-06-1310:30:00,2889
2018-06-13 10:25:00,2018-06-1310:25:00,2845
2018-06-13 10:20:00,2018-06-1310:20:00,2787
2018-06-13 10:15:00,2018-06-1310:15:00,2733
2018-06-13 10:10:00,2018-06-1310:10:00,2677
2018-06-13 10:05:00,2018-06-1310:05:00,2612
2018-06-13 10:00:00,2018-06-1310:00:00,2552
2018-06-13 09:55:00,2018-06-1309:55:00,2491
2018-06-13 09:50:00,2018-06-1309:50:00,2434
2018-06-13 09:45:00,2018-06-1309:45:00,2367
2018-06-13 09:40:00,2018-06-1309:40:00,2298
2018-06-13 09:35:00,2018-06-1309:35:00,2235
2018-06-13 09:30:00,2018-06-1309:30:00,2169
2018-06-13 09:25:00,2018-06-1309:25:00,2089
2018-06-13 09:20:00,2018-06-1309:20:00,2017
2018-06-13 09:15:00,2018-06-1309:15:00,1942
2018-06-13 09:10:00,2018-06-1309:10:00,1865
2018-06-13 09:05:00,2018-06-1309:05:00,1790
2018-06-13 09:00:00,2018-06-1309:00:00,1712
2018-06-13 08:55:00,2018-06-1308:55:00,1639
2018-06-13 08:50:00,2018-06-1308:50:00,1561
2018-06-13 08:45:00,2018-06-1308:45:00,1478
2018-06-13 08:40:00,2018-06-1308:40:00,1394
2018-06-13 08:35:00,2018-06-1308:35:00,1312
2018-06-13 08:30:00,2018-06-1308:30:00,1233
2018-06-13 08:25:00,2018-06-1308:25:00,1160
2018-06-13 08:20:00,2018-06-1308:20:00,1090
2018-06-13 08:15:00,2018-06-1308:15:00,1008
2018-06-13 08:10:00,2018-06-1308:10:00,924
2018-06-13 08:05:00,2018-06-1308:05:00,843
2018-06-13 08:00:00,2018-06-1308:00:00,768
2018-06-13 07:55:00,2018-06-1307:55:00,695
2018-06-13 07:50:00,2018-06-1307:50:00,626
2018-06-13 07:45:00,2018-06-1307:45:00,557
2018-06-13 07:40:00,2018-06-1307:40:00,491
2018-06-13 07:35:00,2018-06-1307:35:00,431
2018-06-13 07:30:00,2018-06-1307:30:00,373
2018-06-13 07:25:00,2018-06-1307:25:00,315
2018-06-13 07:20:00,2018-06-1307:20:00,232
2018-06-13 07:15:00,2018-06-1307:15:00,188
2018-06-13 07:10:00,2018-06-1307:10:00,142
2018-06-13 07:05:00,2018-06-1307:05:00,104
2018-06-13 07:00:00,2018-06-1307:00:00,77
2018-06-13 06:55:00,2018-06-1306:55:00,50
2018-06-13 06:50:00,2018-06-1306:50:00,29
2018-06-13 06:45:00,2018-06-1306:45:00,25
2018-06-13 06:40:00,2018-06-1306:40:00,16
2018-06-13 06:35:00,2018-06-1306:35:00,0
2018-06-13 06:30:00,2018-06-1306:30:00,0
2018-06-13 06:25:00,2018-06-1306:25:00,0
2018-06-13 06:20:00,2018-06-1306:20:00,0
2018-06-13 06:15:00,2018-06-1306:15:00,0
2018-06-13 06:10:00,2018-06-1306:10:00,0
2018-06-13 06:05:00,2018-06-1306:05:00,0
2018-06-13 06:00:00,2018-06-1306:00:00,0
2018-06-13 05:55:00,2018-06-1305:55:00,0
2018-06-13 05:50:00,2018-06-1305:50:00,0
2018-06-13 05:45:00,2018-06-1305:45:00,0
2018-06-13 05:40:00,2018-06-1305:40:00,0
2018-06-13 05:35:00,2018-06-1305:35:00,0
2018-06-13 05:30:00,2018-06-1305:30:00,0
2018-06-13 05:25:00,2018-06-1305:25:00,0
2018-06-13 05:20:00,2018-06-1305:20:00,0
2018-06-13 05:15:00,2018-06-1305:15:00,0
2018-06-13 05:10:00,2018-06-1305:10:00,0
2018-06-13 05:05:00,2018-06-1305:05:00,0
2018-06-13 05:00:00,2018-06-1305:00:00,0
2018-06-13 04:55:00,2018-06-1304:55:00,0
2018-06-13 04:50:00,2018-06-1304:50:00,0
2018-06-13 04:45:00,2018-06-1304:45:00,0
2018-06-13 04:40:00,2018-06-1304:40:00,0
2018-06-13 04:35:00,2018-06-1304:35:00,0
2018-06-13 04:30:00,2018-06-1304:30:00,0
2018-06-13 04:25:00,2018-06-1304:25:00,0
2018-06-13 04:20:00,2018-06-1304:20:00,0
2018-06-13 04:15:00,2018-06-1304:15:00,0
2018-06-13 04:10:00,2018-06-1304:10:00,0
2018-06-13 04:05:00,2018-06-1304:05:00,0
2018-06-13 04:00:00,2018-06-1304:00:00,0
2018-06-13 03:55:00,2018-06-1303:55:00,0
2018-06-13 03:50:00,2018-06-1303:50:00,0
2018-06-13 03:45:00,2018-06-1303:45:00,0
2018-06-13 03:40:00,2018-06-1303:40:00,0
2018-06-13 03:35:00,2018-06-1303:35:00,0
2018-06-13 03:30:00,2018-06-1303:30:00,0
2018-06-13 03:25:00,2018-06-1303:25:00,0
2018-06-13 03:20:00,2018-06-1303:20:00,0
2018-06-13 03:15:00,2018-06-1303:15:00,0
2018-06-13 03:10:00,2018-06-1303:10:00,0
2018-06-13 03:05:00,2018-06-1303:05:00,0
2018-06-13 03:00:00,2018-06-1303:00:00,0
2018-06-13 02:55:00,2018-06-1302:55:00,0
2018-06-13 02:50:00,2018-06-1302:50:00,0
2018-06-13 02:45:00,2018-06-1302:45:00,0
2018-06-13 02:40:00,2018-06-1302:40:00,0
2018-06-13 02:35:00,2018-06-1302:35:00,0
2018-06-13 02:30:00,2018-06-1302:30:00,0
2018-06-13 02:25:00,2018-06-1302:25:00,0
2018-06-13 02:20:00,2018-06-1302:20:00,0
2018-06-13 02:15:00,2018-06-1302:15:00,0
2018-06-13 02:10:00,2018-06-1302:10:00,0
2018-06-13 02:05:00,2018-06-1302:05:00,0
2018-06-13 02:00:00,2018-06-1302:00:00,0
2018-06-13 01:55:00,2018-06-1301:55:00,0
2018-06-13 01:50:00,2018-06-1301:50:00,0
2018-06-13 01:45:00,2018-06-1301:45:00,0
2018-06-13 01:40:00,2018-06-1301:40:00,0
2018-06-13 01:35:00,2018-06-1301:35:00,0
2018-06-13 01:30:00,2018-06-1301:30:00,0
2018-06-13 01:25:00,2018-06-1301:25:00,0
2018-06-13 01:20:00,2018-06-1301:20:00,0
2018-06-13 01:15:00,2018-06-1301:15:00,0
2018-06-13 01:10:00,2018-06-1301:10:00,0
2018-06-13 01:05:00,2018-06-1301:05:00,0
2018-06-13 01:00:00,2018-06-1301:00:00,0
2018-06-13 00:55:00,2018-06-1300:55:00,0
2018-06-13 00:50:00,2018-06-1300:50:00,0
2018-06-13 00:45:00,2018-06-1300:45:00,0
2018-06-13 00:40:00,2018-06-1300:40:00,0
2018-06-13 00:35:00,2018-06-1300:35:00,0
2018-06-13 00:30:00,2018-06-1300:30:00,0
2018-06-13 00:25:00,2018-06-1300:25:00,0
2018-06-13 00:20:00,2018-06-1300:20:00,0
2018-06-13 00:15:00,2018-06-1300:15:00,0
2018-06-13 00:10:00,2018-06-1300:10:00,0
2018-06-13 00:05:00,2018-06-1300:05:00,0
2018-06-13 00:00:00,2018-06-1300:00:00,0
2018-12-06 23:55:00,2018-12-0623:55:00,0
2018-12-06 23:50:00,2018-12-0623:50:00,0
2018-12-06 23:45:00,2018-12-0623:45:00,0
2018-12-06 23:40:00,2018-12-0623:40:00,0
2018-12-06 23:35:00,2018-12-0623:35:00,0
2018-12-06 23:30:00,2018-12-0623:30:00,0
2018-12-06 23:25:00,2018-12-0623:25:00,0
2018-12-06 23:20:00,2018-12-0623:20:00,0
2018-12-06 23:15:00,2018-12-0623:15:00,0
2018-12-06 23:10:00,2018-12-0623:10:00,0
2018-12-06 23:05:00,2018-12-0623:05:00,0
2018-12-06 23:00:00,2018-12-0623:00:00,0
2018-12-06 22:55:00,2018-12-0622:55:00,0
2018-12-06 22:50:00,2018-12-0622:50:00,0
2018-12-06 22:45:00,2018-12-0622:45:00,0
2018-12-06 22:40:00,2018-12-0622:40:00,0
2018-12-06 22:35:00,2018-12-0622:35:00,0
2018-12-06 22:30:00,2018-12-0622:30:00,0
2018-12-06 22:25:00,2018-12-0622:25:00,0
2018-12-06 22:20:00,2018-12-0622:20:00,0
2018-12-06 22:15:00,2018-12-0622:15:00,0
2018-12-06 22:10:00,2018-12-0622:10:00,0
2018-12-06 22:05:00,2018-12-0622:05:00,0
2018-12-06 22:00:00,2018-12-0622:00:00,0
2018-12-06 21:55:00,2018-12-0621:55:00,0
2018-12-06 21:50:00,2018-12-0621:50:00,0
2018-12-06 21:45:00,2018-12-0621:45:00,0
2018-12-06 21:40:00,2018-12-0621:40:00,0
2018-12-06 21:35:00,2018-12-0621:35:00,0
2018-12-06 21:30:00,2018-12-0621:30:00,0
2018-12-06 21:25:00,2018-12-0621:25:00,0
2018-12-06 21:20:00,2018-12-0621:20:00,0
2018-12-06 21:15:00,2018-12-0621:15:00,0
2018-12-06 21:10:00,2018-12-0621:10:00,5
2018-12-06 21:05:00,2018-12-0621:05:00,12
2018-12-06 21:00:00,2018-12-0621:00:00,17
2018-12-06 20:55:00,2018-12-0620:55:00,27
2018-12-06 20:50:00,2018-12-0620:50:00,36
2018-12-06 20:45:00,2018-12-0620:45:00,47
2018-12-06 20:40:00,2018-12-0620:40:00,64
2018-12-06 20:35:00,2018-12-0620:35:00,87
2018-12-06 20:30:00,2018-12-0620:30:00,113
2018-12-06 20:25:00,2018-12-0620:25:00,144
2018-12-06 20:20:00,2018-12-0620:20:00,176
2018-12-06 20:15:00,2018-12-0620:15:00,213
2018-12-06 20:10:00,2018-12-0620:10:00,249
2018-12-06 20:05:00,2018-12-0620:05:00,280
2018-12-06 20:00:00,2018-12-0620:00:00,313
2018-12-06 19:55:00,2018-12-0619:55:00,356
2018-12-06 19:50:00,2018-12-0619:50:00,395
2018-12-06 19:45:00,2018-12-0619:45:00,436
2018-12-06 19:40:00,2018-12-0619:40:00,490
2018-12-06 19:35:00,2018-12-0619:35:00,539
2018-12-06 19:30:00,2018-12-0619:30:00,585
2018-12-06 19:25:00,2018-12-0619:25:00,641
2018-12-06 19:20:00,2018-12-0619:20:00,707
2018-12-06 19:15:00,2018-12-0619:15:00,779
2018-12-06 19:10:00,2018-12-0619:10:00,846
2018-12-06 19:05:00,2018-12-0619:05:00,929
2018-12-06 19:00:00,2018-12-0619:00:00,1006
2018-12-06 18:55:00,2018-12-0618:55:00,1088
2018-12-06 18:50:00,2018-12-0618:50:00,1169
2018-12-06 18:45:00,2018-12-0618:45:00,1271
2018-12-06 18:40:00,2018-12-0618:40:00,1366
2018-12-06 18:35:00,2018-12-0618:35:00,1461
2018-12-06 18:30:00,2018-12-0618:30:00,1560
2018-12-06 18:25:00,2018-12-0618:25:00,1655
2018-12-06 18:20:00,2018-12-0618:20:00,1746
2018-12-06 18:15:00,2018-12-0618:15:00,1851
2018-12-06 18:10:00,2018-12-0618:10:00,1952
2018-12-06 18:05:00,2018-12-0618:05:00,2049
2018-12-06 18:00:00,2018-12-0618:00:00,2128
2018-12-06 17:55:00,2018-12-0617:55:00,2210
2018-12-06 17:50:00,2018-12-0617:50:00,2296
2018-12-06 17:45:00,2018-12-0617:45:00,2360
2018-12-06 17:40:00,2018-12-0617:40:00,2439
2018-12-06 17:35:00,2018-12-0617:35:00,2523
2018-12-06 17:30:00,2018-12-0617:30:00,2590
2018-12-06 17:25:00,2018-12-0617:25:00,2645
2018-12-06 17:20:00,2018-12-0617:20:00,2711
2018-12-06 17:15:00,2018-12-0617:15:00,2781
2018-12-06 17:10:00,2018-12-0617:10:00,2837
2018-12-06 17:05:00,2018-12-0617:05:00,2868
2018-12-06 17:00:00,2018-12-0617:00:00,2911
2018-12-06 16:55:00,2018-12-0616:55:00,2982
2018-12-06 16:50:00,2018-12-0616:50:00,3036
2018-12-06 16:45:00,2018-12-0616:45:00,3076
2018-12-06 16:40:00,2018-12-0616:40:00,3127
2018-12-06 16:35:00,2018-12-0616:35:00,3173
2018-12-06 16:30:00,2018-12-0616:30:00,3224
2018-12-06 16:25:00,2018-12-0616:25:00,3276
2018-12-06 16:20:00,2018-12-0616:20:00,3309
2018-12-06 16:15:00,2018-12-0616:15:00,3372
2018-12-06 16:10:00,2018-12-0616:10:00,3422
2018-12-06 16:05:00,2018-12-0616:05:00,3442
2018-12-06 16:00:00,2018-12-0616:00:00,3485
2018-12-06 15:55:00,2018-12-0615:55:00,3515
2018-12-06 15:50:00,2018-12-0615:50:00,3549
2018-12-06 15:45:00,2018-12-0615:45:00,3599
2018-12-06 15:40:00,2018-12-0615:40:00,3613
2018-12-06 15:35:00,2018-12-0615:35:00,3623
2018-12-06 15:30:00,2018-12-0615:30:00,3650
2018-12-06 15:25:00,2018-12-0615:25:00,3708
2018-12-06 15:20:00,2018-12-0615:20:00,3745
2018-12-06 15:15:00,2018-12-0615:15:00,3777
2018-12-06 15:10:00,2018-12-0615:10:00,3791
2018-12-06 15:05:00,2018-12-0615:05:00,3802
2018-12-06 15:00:00,2018-12-0615:00:00,3815
2018-12-06 14:55:00,2018-12-0614:55:00,3863
2018-12-06 14:50:00,2018-12-0614:50:00,3885
2018-12-06 14:45:00,2018-12-0614:45:00,3893
2018-12-06 14:40:00,2018-12-0614:40:00,3903
2018-12-06 14:35:00,2018-12-0614:35:00,3910
2018-12-06 14:30:00,2018-12-0614:30:00,3931
2018-12-06 14:25:00,2018-12-0614:25:00,3953
2018-12-06 14:20:00,2018-12-0614:20:00,3990
2018-12-06 14:15:00,2018-12-0614:15:00,3998
2018-12-06 14:10:00,2018-12-0614:10:00,3972
2018-12-06 14:05:00,2018-12-0614:05:00,3973
2018-12-06 14:00:00,2018-12-0614:00:00,3977
2018-12-06 13:55:00,2018-12-0613:55:00,3971
2018-12-06 13:50:00,2018-12-0613:50:00,3971
2018-12-06 13:45:00,2018-12-0613:45:00,3939
2018-12-06 13:40:00,2018-12-0613:40:00,3938
2018-12-06 13:35:00,2018-12-0613:35:00,3940
2018-12-06 13:30:00,2018-12-0613:30:00,3946
2018-12-06 13:25:00,2018-12-0613:25:00,3946
2018-12-06 13:20:00,2018-12-0613:20:00,3950
2018-12-06 13:15:00,2018-12-0613:15:00,3926
2018-12-06 13:10:00,2018-12-0613:10:00,3932
2018-12-06 13:05:00,2018-12-0613:05:00,3944
2018-12-06 13:00:00,2018-12-0613:00:00,3948
2018-12-06 12:55:00,2018-12-0612:55:00,3921
2018-12-06 12:50:00,2018-12-0612:50:00,3902
2018-12-06 12:45:00,2018-12-0612:45:00,3898
2018-12-06 12:40:00,2018-12-0612:40:00,3894
2018-12-06 12:35:00,2018-12-0612:35:00,3857
2018-12-06 12:20:00,2018-12-0612:20:00,3830
2018-12-06 12:15:00,2018-12-0612:15:00,3797
2018-12-06 12:10:00,2018-12-0612:10:00,3773
2018-12-06 12:05:00,2018-12-0612:05:00,3735
2018-12-06 12:00:00,2018-12-0612:00:00,3698
2018-12-06 11:55:00,2018-12-0611:55:00,3673
2018-12-06 11:50:00,2018-12-0611:50:00,3639
2018-12-06 11:45:00,2018-12-0611:45:00,3618
2018-12-06 11:40:00,2018-12-0611:40:00,3590
2018-12-06 11:35:00,2018-12-0611:35:00,3535
2018-12-06 11:30:00,2018-12-0611:30:00,3512
2018-12-06 11:25:00,2018-12-0611:25:00,3466
2018-12-06 11:20:00,2018-12-0611:20:00,3427
2018-12-06 11:15:00,2018-12-0611:15:00,3389
2018-12-06 11:10:00,2018-12-0611:10:00,3353
2018-12-06 11:05:00,2018-12-0611:05:00,3295
2018-12-06 11:00:00,2018-12-0611:00:00,3244
2018-12-06 10:55:00,2018-12-0610:55:00,3153
2018-12-06 10:50:00,2018-12-0610:50:00,3113
2018-12-06 10:45:00,2018-12-0610:45:00,3083
2018-12-06 10:40:00,2018-12-0610:40:00,3041
2018-12-06 10:35:00,2018-12-0610:35:00,3004
2018-12-06 10:30:00,2018-12-0610:30:00,2950
2018-12-06 10:25:00,2018-12-0610:25:00,2889
2018-12-06 10:20:00,2018-12-0610:20:00,2834
2018-12-06 10:15:00,2018-12-0610:15:00,2777
2018-12-06 10:10:00,2018-12-0610:10:00,2688
2018-12-06 10:05:00,2018-12-0610:05:00,2635
2018-12-06 10:00:00,2018-12-0610:00:00,2562
2018-12-06 09:55:00,2018-12-0609:55:00,2534
2018-12-06 09:50:00,2018-12-0609:50:00,2466
2018-12-06 09:45:00,2018-12-0609:45:00,2400
2018-12-06 09:40:00,2018-12-0609:40:00,2333
2018-12-06 09:35:00,2018-12-0609:35:00,2266
2018-12-06 09:30:00,2018-12-0609:30:00,2208
2018-12-06 09:25:00,2018-12-0609:25:00,2131
2018-12-06 09:20:00,2018-12-0609:20:00,2050
2018-12-06 09:15:00,2018-12-0609:15:00,1972
2018-12-06 09:10:00,2018-12-0609:10:00,1900
2018-12-06 09:05:00,2018-12-0609:05:00,1820
2018-12-06 09:00:00,2018-12-0609:00:00,1744
2018-12-06 08:55:00,2018-12-0608:55:00,1669
2018-12-06 08:50:00,2018-12-0608:50:00,1590
2018-12-06 08:45:00,2018-12-0608:45:00,1504
2018-12-06 08:40:00,2018-12-0608:40:00,1422
2018-12-06 08:35:00,2018-12-0608:35:00,1338
2018-12-06 08:30:00,2018-12-0608:30:00,1259
2018-12-06 08:25:00,2018-12-0608:25:00,1182
2018-12-06 08:20:00,2018-12-0608:20:00,1110
2018-12-06 08:15:00,2018-12-0608:15:00,1032
2018-12-06 08:10:00,2018-12-0608:10:00,943
2018-12-06 08:05:00,2018-12-0608:05:00,857
2018-12-06 08:00:00,2018-12-0608:00:00,782
2018-12-06 07:55:00,2018-12-0607:55:00,706
2018-12-06 07:50:00,2018-12-0607:50:00,636
2018-12-06 07:45:00,2018-12-0607:45:00,565
2018-12-06 07:40:00,2018-12-0607:40:00,498
2018-12-06 07:35:00,2018-12-0607:35:00,436
2018-12-06 07:30:00,2018-12-0607:30:00,378
2018-12-06 07:25:00,2018-12-0607:25:00,318
2018-12-06 07:20:00,2018-12-0607:20:00,254
2018-12-06 07:15:00,2018-12-0607:15:00,200
2018-12-06 07:10:00,2018-12-0607:10:00,152
2018-12-06 07:05:00,2018-12-0607:05:00,114
2018-12-06 07:00:00,2018-12-0607:00:00,88
2018-12-06 06:55:00,2018-12-0606:55:00,63
2018-12-06 06:50:00,2018-12-0606:50:00,39
2018-12-06 06:45:00,2018-12-0606:45:00,27
2018-12-06 06:40:00,2018-12-0606:40:00,22
2018-12-06 06:35:00,2018-12-0606:35:00,5
2018-12-06 06:30:00,2018-12-0606:30:00,0
2018-12-06 06:25:00,2018-12-0606:25:00,0
2018-12-06 06:20:00,2018-12-0606:20:00,0
2018-12-06 06:15:00,2018-12-0606:15:00,0
2018-12-06 06:10:00,2018-12-0606:10:00,0
2018-12-06 06:05:00,2018-12-0606:05:00,0
2018-12-06 06:00:00,2018-12-0606:00:00,0
2018-12-06 05:55:00,2018-12-0605:55:00,0
2018-12-06 05:50:00,2018-12-0605:50:00,0
2018-12-06 05:45:00,2018-12-0605:45:00,0
2018-12-06 05:40:00,2018-12-0605:40:00,0
2018-12-06 05:35:00,2018-12-0605:35:00,0
2018-12-06 05:30:00,2018-12-0605:30:00,0
2018-12-06 05:25:00,2018-12-0605:25:00,0
2018-12-06 05:20:00,2018-12-0605:20:00,0
2018-12-06 05:15:00,2018-12-0605:15:00,0
2018-12-06 05:10:00,2018-12-0605:10:00,0
2018-12-06 05:05:00,2018-12-0605:05:00,0
2018-12-06 05:00:00,2018-12-0605:00:00,0
2018-12-06 04:55:00,2018-12-0604:55:00,0
2018-12-06 04:50:00,2018-12-0604:50:00,0
2018-12-06 04:45:00,2018-12-0604:45:00,0
2018-12-06 04:40:00,2018-12-0604:40:00,0
2018-12-06 04:35:00,2018-12-0604:35:00,0
2018-12-06 04:30:00,2018-12-0604:30:00,0
2018-12-06 04:25:00,2018-12-0604:25:00,0
2018-12-06 04:20:00,2018-12-0604:20:00,0
2018-12-06 04:15:00,2018-12-0604:15:00,0
2018-12-06 04:10:00,2018-12-0604:10:00,0
2018-12-06 04:05:00,2018-12-0604:05:00,0
2018-12-06 04:00:00,2018-12-0604:00:00,0
2018-12-06 03:55:00,2018-12-0603:55:00,0
2018-12-06 03:50:00,2018-12-0603:50:00,0
2018-12-06 03:45:00,2018-12-0603:45:00,0
2018-12-06 03:40:00,2018-12-0603:40:00,0
2018-12-06 03:35:00,2018-12-0603:35:00,0
2018-12-06 03:30:00,2018-12-0603:30:00,0
2018-12-06 03:25:00,2018-12-0603:25:00,0
2018-12-06 03:20:00,2018-12-0603:20:00,0
2018-12-06 03:15:00,2018-12-0603:15:00,0
2018-12-06 03:10:00,2018-12-0603:10:00,0
2018-12-06 03:05:00,2018-12-0603:05:00,0
2018-12-06 03:00:00,2018-12-0603:00:00,0
2018-12-06 02:55:00,2018-12-0602:55:00,0
2018-12-06 02:50:00,2018-12-0602:50:00,0
2018-12-06 02:45:00,2018-12-0602:45:00,0
2018-12-06 02:40:00,2018-12-0602:40:00,0
2018-12-06 02:35:00,2018-12-0602:35:00,0
2018-12-06 02:30:00,2018-12-0602:30:00,0
2018-12-06 02:25:00,2018-12-0602:25:00,0
2018-12-06 02:20:00,2018-12-0602:20:00,0
2018-12-06 02:15:00,2018-12-0602:15:00,0
2018-12-06 02:10:00,2018-12-0602:10:00,0
2018-12-06 02:05:00,2018-12-0602:05:00,0
2018-12-06 02:00:00,2018-12-0602:00:00,0
2018-12-06 01:55:00,2018-12-0601:55:00,0
2018-12-06 01:50:00,2018-12-0601:50:00,0
2018-12-06 01:45:00,2018-12-0601:45:00,0
2018-12-06 01:40:00,2018-12-0601:40:00,0
2018-12-06 01:35:00,2018-12-0601:35:00,0
2018-12-06 01:30:00,2018-12-0601:30:00,0
2018-12-06 01:25:00,2018-12-0601:25:00,0
2018-12-06 01:20:00,2018-12-0601:20:00,0
2018-12-06 01:15:00,2018-12-0601:15:00,0
2018-12-06 01:10:00,2018-12-0601:10:00,0
2018-12-06 01:05:00,2018-12-0601:05:00,0
2018-12-06 01:00:00,2018-12-0601:00:00,0
