080518;23:55:00;0
080518;23:50:00;0
080518;23:45:00;0
080518;23:40:00;0
080518;23:35:00;0
080518;23:30:00;0
080518;23:25:00;0
080518;23:20:00;0
080518;23:15:00;0
080518;23:10:00;0
080518;23:05:00;0
080518;23:00:00;0
080518;22:55:00;0
080518;22:50:00;0
080518;22:45:00;0
080518;22:40:00;0
080518;22:35:00;0
080518;22:30:00;0
080518;22:25:00;0
080518;22:20:00;0
080518;22:15:00;0
080518;22:10:00;0
080518;22:05:00;0
080518;22:00:00;0
080518;21:55:00;0
080518;21:50:00;0
080518;21:45:00;0
080518;21:40:00;0
080518;21:35:00;0
080518;21:30:00;0
080518;21:25:00;0
080518;21:20:00;0
080518;21:15:00;0
080518;21:10:00;0
080518;21:05:00;0
080518;21:00:00;0
080518;20:55:00;0
080518;20:50:00;0
080518;20:45:00;0
080518;20:40:00;4
080518;20:35:00;27
080518;20:30:00;135
080518;20:25:00;269
080518;20:20:00;475
080518;20:15:00;673
080518;20:10:00;792
080518;20:05:00;816
080518;20:00:00;941
080518;19:55:00;1205
080518;19:50:00;1901
080518;19:45:00;2486
080518;19:40:00;3010
080518;19:35:00;4103
080518;19:30:00;4945
080518;19:25:00;4840
080518;19:20:00;5023
080518;19:15:00;5791
080518;19:10:00;6641
080518;19:05:00;6699
080518;19:00:00;6444
080518;18:55:00;6684
080518;18:50:00;6161
080518;18:45:00;5508
080518;18:40:00;5060
080518;18:35:00;4942
080518;18:30:00;5437
080518;18:25:00;5722
080518;18:20:00;5910
080518;18:15:00;6734
080518;18:10:00;7755
080518;18:05:00;9203
080518;18:00:00;9215
080518;17:55:00;8637
080518;17:50:00;9640
080518;17:45:00;11195
080518;17:40:00;13583
080518;17:35:00;12856
080518;17:30:00;12083
080518;17:25:00;10370
080518;17:20:00;10527
080518;17:15:00;11133
080518;17:10:00;11200
080518;17:05:00;12012
080518;17:00:00;12219
080518;16:55:00;11707
080518;16:50:00;14449
080518;16:45:00;12947
080518;16:40:00;13282
080518;16:35:00;15066
080518;16:30:00;15406
080518;16:25:00;26375
080518;16:20:00;30981
080518;16:15:00;23352
080518;16:10:00;26132
080518;16:05:00;25529
080518;16:00:00;24228
080518;15:55:00;19470
080518;15:50:00;28479
080518;15:45:00;36982
080518;15:40:00;21477
080518;15:35:00;34711
080518;15:30:00;28251
080518;15:25:00;23414
080518;15:20:00;33143
080518;15:15:00;32634
080518;15:10:00;38371
080518;15:05:00;39141
080518;15:00:00;36419
080518;14:55:00;39551
080518;14:50:00;39628
080518;14:45:00;38696
080518;14:40:00;41993
080518;14:35:00;43372
080518;14:30:00;36694
080518;14:25:00;33033
080518;14:20:00;40664
080518;14:15:00;27262
080518;14:10:00;23307
080518;14:05:00;24794
080518;14:00:00;23557
080518;13:55:00;23505
080518;13:50:00;27634
080518;13:45:00;28969
080518;13:40:00;18526
080518;13:35:00;15119
080518;13:30:00;13482
080518;13:25:00;11879
080518;13:20:00;13392
080518;13:15:00;17911
080518;13:10:00;12306
080518;13:05:00;10899
080518;13:00:00;19634
080518;12:55:00;11735
080518;12:50:00;11521
080518;12:45:00;16155
080518;12:40:00;24851
080518;12:35:00;32725
080518;12:30:00;17225
080518;12:25:00;13283
080518;12:20:00;15180
080518;12:15:00;10678
080518;12:10:00;6843
080518;12:05:00;9897
080518;12:00:00;14639
080518;11:55:00;30411
080518;11:50:00;27898
080518;11:45:00;21412
080518;11:40:00;22796
080518;11:35:00;23184
080518;11:30:00;32982
080518;11:25:00;33645
080518;11:20:00;17631
080518;11:15:00;13913
080518;11:10:00;20279
080518;11:05:00;26382
080518;11:00:00;32140
080518;10:55:00;20033
080518;10:50:00;19937
080518;10:45:00;26027
080518;10:40:00;22620
080518;10:35:00;22322
080518;10:30:00;19635
080518;10:25:00;26159
080518;10:20:00;25822
080518;10:15:00;26176
080518;10:10:00;25237
080518;10:05:00;24569
080518;10:00:00;24489
080518;09:55:00;13367
080518;09:50:00;23825
080518;09:45:00;24868
080518;09:40:00;25372
080518;09:35:00;24140
080518;09:30:00;21795
080518;09:25:00;19147
080518;09:20:00;17670
080518;09:15:00;17066
080518;09:10:00;15934
080518;09:05:00;15520
080518;09:00:00;14360
080518;08:55:00;13534
080518;08:50:00;12711
080518;08:45:00;11854
080518;08:40:00;11196
080518;08:35:00;10601
080518;08:30:00;9757
080518;08:25:00;8944
080518;08:20:00;8140
080518;08:15:00;7486
080518;08:10:00;6642
080518;08:05:00;5981
080518;08:00:00;5241
080518;07:55:00;4565
080518;07:50:00;4030
080518;07:45:00;3576
080518;07:40:00;3057
080518;07:35:00;2325
080518;07:30:00;2069
080518;07:25:00;1569
080518;07:20:00;1008
080518;07:15:00;665
080518;07:10:00;432
080518;07:05:00;327
080518;07:00:00;124
080518;06:55:00;14
080518;06:50:00;0
080518;06:45:00;0
080518;06:40:00;0
080518;06:35:00;0
080518;06:30:00;0
080518;06:25:00;0
080518;06:20:00;0
080518;06:15:00;0
080518;06:10:00;0
080518;06:05:00;0
080518;06:00:00;0
080518;05:55:00;0
080518;05:50:00;0
080518;05:45:00;0
080518;05:40:00;0
080518;05:35:00;0
080518;05:30:00;0
080518;05:25:00;0
080518;05:20:00;0
080518;05:15:00;0
080518;05:10:00;0
080518;05:05:00;0
080518;05:00:00;0
080518;04:55:00;0
080518;04:50:00;0
080518;04:45:00;0
080518;04:40:00;0
080518;04:35:00;0
080518;04:30:00;0
080518;04:25:00;0
080518;04:20:00;0
080518;04:15:00;0
080518;04:10:00;0
080518;04:05:00;0
080518;04:00:00;0
080518;03:55:00;0
080518;03:50:00;0
080518;03:45:00;0
080518;03:40:00;0
080518;03:35:00;0
080518;03:30:00;0
080518;03:25:00;0
080518;03:20:00;0
080518;03:15:00;0
080518;03:10:00;0
080518;03:05:00;0
080518;03:00:00;0
080518;02:55:00;0
080518;02:50:00;0
080518;02:45:00;0
080518;02:40:00;0
080518;02:35:00;0
080518;02:30:00;0
080518;02:25:00;0
080518;02:20:00;0
080518;02:15:00;0
080518;02:10:00;0
080518;02:05:00;0
080518;02:00:00;0
080518;01:55:00;0
080518;01:50:00;0
080518;01:45:00;0
080518;01:40:00;0
080518;01:35:00;0
080518;01:30:00;0
080518;01:25:00;0
080518;01:20:00;0
080518;01:15:00;0
080518;01:10:00;0
080518;01:05:00;0
080518;01:00:00;0
080518;00:55:00;0
080518;00:50:00;0
080518;00:45:00;0
080518;00:40:00;0
080518;00:35:00;0
080518;00:30:00;0
080518;00:25:00;0
080518;00:20:00;0
080518;00:15:00;0
080518;00:10:00;0
080518;00:05:00;0
080518;00:00:00;0
070518;23:55:00;0
070518;23:50:00;0
070518;23:45:00;0
070518;23:40:00;0
070518;23:35:00;0
070518;23:30:00;0
070518;23:25:00;0
070518;23:20:00;0
070518;23:15:00;0
070518;23:10:00;0
070518;23:05:00;0
070518;23:00:00;0
070518;22:55:00;0
070518;22:50:00;0
070518;22:45:00;0
