1.08.2018;12:25:00;38601
1.08.2018;12:20:00;38958
1.08.2018;12:15:00;38771
1.08.2018;12:10:00;19991
1.08.2018;12:05:00;9596
1.08.2018;12:00:00;19319
1.08.2018;11:55:00;35853
1.08.2018;11:50:00;37078
1.08.2018;11:45:00;36177
1.08.2018;11:40:00;36167
1.08.2018;11:35:00;36733
1.08.2018;11:30:00;36471
1.08.2018;11:25:00;35904
1.08.2018;11:20:00;35639
1.08.2018;11:15:00;34898
1.08.2018;11:10:00;34036
1.08.2018;11:05:00;33174
1.08.2018;11:00:00;34502
1.08.2018;10:55:00;34026
1.08.2018;10:50:00;33793
1.08.2018;10:45:00;34107
1.08.2018;10:40:00;32933
1.08.2018;10:35:00;31899
1.08.2018;10:30:00;31007
1.08.2018;10:25:00;31877
1.08.2018;10:20:00;31548
1.08.2018;10:15:00;24378
1.08.2018;10:10:00;28057
1.08.2018;10:05:00;29203
1.08.2018;10:00:00;28760
1.08.2018;09:55:00;28491
1.08.2018;09:50:00;27691
1.08.2018;09:45:00;27087
1.08.2018;09:40:00;26423
1.08.2018;09:35:00;25812
1.08.2018;09:30:00;25233
1.08.2018;09:25:00;24558
1.08.2018;09:20:00;23971
1.08.2018;09:15:00;23440
1.08.2018;09:10:00;22702
1.08.2018;09:05:00;22078
1.08.2018;09:00:00;21332
1.08.2018;08:55:00;20734
1.08.2018;08:50:00;20087
1.08.2018;08:45:00;19361
1.08.2018;08:40:00;18527
1.08.2018;08:35:00;17606
1.08.2018;08:30:00;16959
1.08.2018;08:25:00;16406
1.08.2018;08:20:00;15512
1.08.2018;08:15:00;14751
1.08.2018;08:10:00;14077
1.08.2018;08:05:00;13358
1.08.2018;08:00:00;12419
1.08.2018;07:55:00;8313
1.08.2018;07:50:00;7394
1.08.2018;07:45:00;10345
1.08.2018;07:40:00;9114
1.08.2018;07:35:00;7290
1.08.2018;07:30:00;9056
1.08.2018;07:25:00;7875
1.08.2018;07:20:00;6718
1.08.2018;07:15:00;6316
1.08.2018;07:10:00;5416
1.08.2018;07:05:00;4605
1.08.2018;07:00:00;3978
1.08.2018;06:55:00;3365
1.08.2018;06:50:00;2911
1.08.2018;06:45:00;2519
1.08.2018;06:40:00;2115
1.08.2018;06:35:00;1684
1.08.2018;06:30:00;1307
1.08.2018;06:25:00;788
1.08.2018;06:20:00;383
1.08.2018;06:15:00;295
1.08.2018;06:10:00;140
1.08.2018;06:05:00;21
1.08.2018;06:00:00;4
1.08.2018;05:55:00;0
1.08.2018;05:50:00;0
1.08.2018;05:45:00;0
1.08.2018;05:40:00;0
1.08.2018;05:35:00;0
1.08.2018;05:30:00;0
1.08.2018;05:25:00;0
1.08.2018;05:20:00;0
1.08.2018;05:15:00;0
1.08.2018;05:10:00;0
1.08.2018;05:05:00;0
1.08.2018;05:00:00;0
1.08.2018;04:55:00;0
1.08.2018;04:50:00;0
1.08.2018;04:45:00;0
1.08.2018;04:40:00;0
1.08.2018;04:35:00;0
1.08.2018;04:30:00;0
1.08.2018;04:25:00;0
1.08.2018;04:20:00;0
1.08.2018;04:15:00;0
1.08.2018;04:10:00;0
1.08.2018;04:05:00;0
1.08.2018;04:00:00;0
1.08.2018;03:55:00;0
1.08.2018;03:50:00;0
1.08.2018;03:45:00;0
1.08.2018;03:40:00;0
1.08.2018;03:35:00;0
1.08.2018;03:30:00;0
1.08.2018;03:25:00;0
1.08.2018;03:20:00;0
1.08.2018;03:15:00;0
1.08.2018;03:10:00;0
1.08.2018;03:05:00;0
1.08.2018;03:00:00;0
1.08.2018;02:55:00;0
1.08.2018;02:50:00;0
1.08.2018;02:45:00;0
1.08.2018;02:40:00;0
1.08.2018;02:35:00;0
1.08.2018;02:30:00;0
1.08.2018;02:25:00;0
1.08.2018;02:20:00;0
1.08.2018;02:15:00;0
1.08.2018;02:10:00;0
1.08.2018;02:05:00;0
1.08.2018;02:00:00;0
1.08.2018;01:55:00;0
1.08.2018;01:50:00;0
1.08.2018;01:45:00;0
1.08.2018;01:40:00;0
1.08.2018;01:35:00;0
1.08.2018;01:30:00;0
1.08.2018;01:25:00;0
1.08.2018;01:20:00;0
1.08.2018;01:15:00;0
1.08.2018;01:10:00;0
1.08.2018;01:05:00;0
1.08.2018;01:00:00;0
1.08.2018;00:55:00;0
1.08.2018;00:50:00;0
1.08.2018;00:45:00;0
1.08.2018;00:40:00;0
1.08.2018;00:35:00;0
1.08.2018;00:30:00;0
1.08.2018;00:25:00;0
1.08.2018;00:20:00;0
1.08.2018;00:15:00;0
1.08.2018;00:10:00;0
1.08.2018;00:05:00;0
1.08.2018;00:00:00;0
31.07.2018;23:55:00;0
31.07.2018;23:50:00;0
31.07.2018;23:45:00;0
31.07.2018;23:40:00;0
31.07.2018;23:35:00;0
31.07.2018;23:30:00;0
31.07.2018;23:25:00;0
31.07.2018;23:20:00;0
31.07.2018;23:15:00;0
31.07.2018;23:10:00;0
31.07.2018;23:05:00;0
31.07.2018;23:00:00;0
31.07.2018;22:55:00;0
31.07.2018;22:50:00;0
31.07.2018;22:45:00;0
31.07.2018;22:40:00;0
31.07.2018;22:35:00;0
31.07.2018;22:30:00;0
31.07.2018;22:25:00;0
31.07.2018;22:20:00;0
31.07.2018;22:15:00;0
31.07.2018;22:10:00;0
31.07.2018;22:05:00;0
31.07.2018;22:00:00;0
31.07.2018;21:55:00;0
31.07.2018;21:50:00;0
31.07.2018;21:45:00;0
31.07.2018;21:40:00;0
31.07.2018;21:35:00;0
31.07.2018;21:30:00;0
31.07.2018;21:25:00;0
31.07.2018;21:20:00;0
31.07.2018;21:15:00;0
31.07.2018;21:10:00;0
31.07.2018;21:05:00;0
31.07.2018;21:00:00;0
31.07.2018;20:55:00;0
31.07.2018;20:50:00;0
31.07.2018;20:45:00;0
31.07.2018;20:40:00;0
31.07.2018;20:35:00;0
31.07.2018;20:30:00;0
31.07.2018;20:25:00;0
31.07.2018;20:20:00;0
31.07.2018;20:15:00;0
31.07.2018;20:10:00;0
31.07.2018;20:05:00;0
31.07.2018;20:00:00;0
31.07.2018;19:55:00;0
31.07.2018;19:50:00;0
31.07.2018;19:45:00;0
31.07.2018;19:40:00;0
31.07.2018;19:35:00;0
31.07.2018;19:30:00;0
31.07.2018;19:25:00;48
31.07.2018;19:20:00;136
31.07.2018;19:15:00;90
31.07.2018;19:10:00;29
31.07.2018;19:05:00;12
31.07.2018;19:00:00;8
31.07.2018;18:55:00;9
31.07.2018;18:50:00;125
31.07.2018;18:45:00;320
31.07.2018;18:40:00;382
31.07.2018;18:35:00;462
31.07.2018;18:30:00;650
31.07.2018;18:25:00;903
31.07.2018;18:20:00;1157
31.07.2018;18:15:00;1389
31.07.2018;18:10:00;1594
31.07.2018;18:05:00;1841
31.07.2018;18:00:00;2324
31.07.2018;17:55:00;3321
31.07.2018;17:50:00;4329
31.07.2018;17:45:00;5196
31.07.2018;17:40:00;5856
31.07.2018;17:35:00;6091
31.07.2018;17:30:00;5778
31.07.2018;17:25:00;5834
31.07.2018;17:20:00;6287
31.07.2018;17:15:00;6573
31.07.2018;17:10:00;6699
31.07.2018;17:05:00;5969
31.07.2018;17:00:00;4861
31.07.2018;16:55:00;3533
31.07.2018;16:50:00;3535
31.07.2018;16:45:00;4303
31.07.2018;16:40:00;5197
31.07.2018;16:35:00;6409
31.07.2018;16:30:00;8613
31.07.2018;16:25:00;10191
31.07.2018;16:20:00;15439
31.07.2018;16:15:00;12791
31.07.2018;16:10:00;12810
31.07.2018;16:05:00;23436
31.07.2018;16:00:00;11763
31.07.2018;15:55:00;6204
31.07.2018;15:50:00;8877
31.07.2018;15:45:00;12838
31.07.2018;15:40:00;19434
31.07.2018;15:35:00;11389
31.07.2018;15:30:00;10059
31.07.2018;15:25:00;8872
31.07.2018;15:20:00;8725
31.07.2018;15:15:00;20322
31.07.2018;15:10:00;27987
31.07.2018;15:05:00;25986
31.07.2018;15:00:00;34200
31.07.2018;14:55:00;34634
31.07.2018;14:50:00;34895
31.07.2018;14:45:00;34405
31.07.2018;14:40:00;33869
31.07.2018;14:35:00;34096
31.07.2018;14:30:00;34496
31.07.2018;14:25:00;34786
31.07.2018;14:20:00;35454
31.07.2018;14:15:00;35769
31.07.2018;14:10:00;36524
31.07.2018;14:05:00;32362
31.07.2018;14:00:00;27273
31.07.2018;13:55:00;26933
31.07.2018;13:50:00;31822
31.07.2018;13:45:00;35265
31.07.2018;13:40:00;35333
31.07.2018;13:35:00;34883
31.07.2018;13:30:00;35363
31.07.2018;13:25:00;35516
31.07.2018;13:20:00;35451
31.07.2018;13:15:00;35611
31.07.2018;13:10:00;35866
31.07.2018;13:05:00;36116
31.07.2018;13:00:00;35962
31.07.2018;12:55:00;36005
31.07.2018;12:50:00;35977
31.07.2018;12:45:00;36003
31.07.2018;12:40:00;35994
31.07.2018;12:35:00;36072
31.07.2018;12:30:00;35883
31.07.2018;12:25:00;36167
31.07.2018;12:20:00;36940
31.07.2018;12:15:00;37848
31.07.2018;12:10:00;39462
31.07.2018;12:05:00;27173
31.07.2018;12:00:00;22792
31.07.2018;11:55:00;21510
31.07.2018;11:50:00;32662
31.07.2018;11:45:00;38184
31.07.2018;11:40:00;40535
31.07.2018;11:35:00;33782
31.07.2018;11:30:00;29662
31.07.2018;11:25:00;29097
31.07.2018;11:20:00;34739
31.07.2018;11:15:00;25077
31.07.2018;11:10:00;22752
31.07.2018;11:05:00;20658
31.07.2018;11:00:00;26170
31.07.2018;10:55:00;36714
31.07.2018;10:50:00;29358
31.07.2018;10:45:00;21001
31.07.2018;10:40:00;24689
31.07.2018;10:35:00;27565
31.07.2018;10:30:00;24922
31.07.2018;10:25:00;18443
31.07.2018;10:20:00;17650
31.07.2018;10:15:00;16925
31.07.2018;10:10:00;31248
31.07.2018;10:05:00;30448
31.07.2018;10:00:00;29105
31.07.2018;09:55:00;28116
31.07.2018;09:50:00;27296
31.07.2018;09:45:00;26833
31.07.2018;09:40:00;26054
31.07.2018;09:35:00;25474
31.07.2018;09:30:00;25088
31.07.2018;09:25:00;24626
31.07.2018;09:20:00;24111
31.07.2018;09:15:00;23433
31.07.2018;09:10:00;22534
31.07.2018;09:05:00;21653
31.07.2018;09:00:00;21008
31.07.2018;08:55:00;20237
31.07.2018;08:50:00;19645
31.07.2018;08:45:00;18951
31.07.2018;08:40:00;18200
31.07.2018;08:35:00;17533
31.07.2018;08:30:00;16826
31.07.2018;08:25:00;16041
31.07.2018;08:20:00;15375
31.07.2018;08:15:00;14555
31.07.2018;08:10:00;13757
31.07.2018;08:05:00;12961
31.07.2018;08:00:00;12247
31.07.2018;07:55:00;11188
31.07.2018;07:50:00;10525
31.07.2018;07:45:00;9837
31.07.2018;07:40:00;9163
31.07.2018;07:35:00;8491
31.07.2018;07:30:00;7822
31.07.2018;07:25:00;7087
31.07.2018;07:20:00;6396
31.07.2018;07:15:00;5839
31.07.2018;07:10:00;5264
31.07.2018;07:05:00;4680
31.07.2018;07:00:00;4124
31.07.2018;06:55:00;3576
31.07.2018;06:50:00;3014
31.07.2018;06:45:00;2529
31.07.2018;06:40:00;2110
31.07.2018;06:35:00;1726
31.07.2018;06:30:00;1397
31.07.2018;06:25:00;1073
31.07.2018;06:20:00;778
31.07.2018;06:15:00;503
31.07.2018;06:10:00;332
31.07.2018;06:05:00;156
31.07.2018;06:00:00;0
31.07.2018;05:55:00;0
31.07.2018;05:50:00;0
31.07.2018;05:45:00;0
31.07.2018;05:40:00;0
31.07.2018;05:35:00;0
31.07.2018;05:30:00;0
31.07.2018;05:25:00;0
31.07.2018;05:20:00;0
31.07.2018;05:15:00;0
31.07.2018;05:10:00;0
31.07.2018;05:05:00;0
31.07.2018;05:00:00;0
31.07.2018;04:55:00;0
31.07.2018;04:50:00;0
31.07.2018;04:45:00;0
31.07.2018;04:40:00;0
31.07.2018;04:35:00;0
31.07.2018;04:30:00;0
31.07.2018;04:25:00;0
31.07.2018;04:20:00;0
31.07.2018;04:15:00;0
31.07.2018;04:10:00;0
31.07.2018;04:05:00;0
31.07.2018;04:00:00;0
31.07.2018;03:55:00;0
31.07.2018;03:50:00;0
31.07.2018;03:45:00;0
31.07.2018;03:40:00;0
31.07.2018;03:35:00;0
31.07.2018;03:30:00;0
31.07.2018;03:25:00;0
31.07.2018;03:20:00;0
31.07.2018;03:15:00;0
31.07.2018;03:10:00;0
31.07.2018;03:05:00;0
31.07.2018;03:00:00;0
31.07.2018;02:55:00;0
31.07.2018;02:50:00;0
31.07.2018;02:45:00;0
31.07.2018;02:40:00;0
31.07.2018;02:35:00;0
31.07.2018;02:30:00;0
31.07.2018;02:25:00;0
31.07.2018;02:20:00;0
31.07.2018;02:15:00;0
31.07.2018;02:10:00;0
31.07.2018;02:05:00;0
31.07.2018;02:00:00;0
31.07.2018;01:55:00;0
31.07.2018;01:50:00;0
31.07.2018;01:45:00;0
31.07.2018;01:40:00;0
31.07.2018;01:35:00;0
31.07.2018;01:30:00;0
31.07.2018;01:25:00;0
31.07.2018;01:20:00;0
31.07.2018;01:15:00;0
31.07.2018;01:10:00;0
31.07.2018;01:05:00;0
31.07.2018;01:00:00;0
31.07.2018;00:55:00;0
31.07.2018;00:50:00;0
31.07.2018;00:45:00;0
31.07.2018;00:40:00;0
31.07.2018;00:35:00;0
31.07.2018;00:30:00;0
31.07.2018;00:25:00;0
31.07.2018;00:20:00;0
31.07.2018;00:15:00;0
31.07.2018;00:10:00;0
31.07.2018;00:05:00;0
31.07.2018;00:00:00;0
30.07.2018;23:55:00;0
30.07.2018;23:50:00;0
30.07.2018;23:45:00;0
30.07.2018;23:40:00;0
30.07.2018;23:35:00;0
30.07.2018;23:30:00;0
30.07.2018;23:25:00;0
30.07.2018;23:20:00;0
30.07.2018;23:15:00;0
30.07.2018;23:10:00;0
30.07.2018;23:05:00;0
30.07.2018;23:00:00;0
30.07.2018;22:55:00;0
30.07.2018;22:50:00;0
30.07.2018;22:45:00;0
30.07.2018;22:40:00;0
30.07.2018;22:35:00;0
30.07.2018;22:30:00;0
30.07.2018;22:25:00;0
30.07.2018;22:20:00;0
30.07.2018;22:15:00;0
30.07.2018;22:10:00;0
30.07.2018;22:05:00;0
30.07.2018;22:00:00;0
30.07.2018;21:55:00;0
30.07.2018;21:50:00;0
30.07.2018;21:45:00;0
30.07.2018;21:40:00;0
