Time;cloudCover;dewPoint;humidity;ozone;pressure;temp;uvIndex;visibility;windBearing;windGust;windSpeed;totalAcPower
17.06.2018 05:05;0.36;51.09;0.89;325.88;1008.74;54.17;0;10;59;3.29;1.03;5959
17.06.2018 05:10;0.38;51;0.89;325.89;1008.75;54.1;0;10;59;3.35;1.03;5671
17.06.2018 05:15;0.39;50.91;0.89;325.91;1008.75;54.04;0;10;59;3.41;1.02;2492
17.06.2018 05:20;0.41;50.82;0.89;325.92;1008.76;53.97;0;10;60;3.47;1.01;3413
17.06.2018 05:25;0.43;50.74;0.89;325.94;1008.77;53.91;0;10;60;3.53;1;4997
17.06.2018 05:30;0.45;50.65;0.89;325.95;1008.77;53.84;0;10;60;3.59;1;4581
17.06.2018 05:35;0.46;50.56;0.89;325.97;1008.78;53.78;0;10;60;3.65;0.99;7020
17.06.2018 05:40;0.48;50.47;0.89;325.98;1008.79;53.72;0;10;61;3.71;0.98;7947
17.06.2018 05:45;0.5;50.38;0.89;326;1008.79;53.65;0;10;61;3.77;0.98;9673
17.06.2018 05:50;0.51;50.29;0.89;326.02;1008.8;53.59;0;9.99;61;3.83;0.97;12780
17.06.2018 05:55;0.53;50.2;0.88;326.03;1008.81;53.52;0;9.98;61;3.89;0.96;12429
17.06.2018 06:00;0.55;50.12;0.88;326.05;1008.81;53.46;0;9.97;62;3.95;0.95;12619
17.06.2018 06:05;0.54;50.23;0.88;326.07;1008.83;53.61;0;9.84;68;4.13;0.84;10231
17.06.2018 06:10;0.53;50.35;0.88;326.09;1008.84;53.77;0;9.72;76;4.32;0.75;13250
17.06.2018 06:15;0.53;50.46;0.88;326.11;1008.85;53.93;0;9.59;87;4.5;0.67;19571
17.06.2018 06:20;0.52;50.58;0.88;326.14;1008.86;54.08;0;9.47;99;4.69;0.62;17649
17.06.2018 06:25;0.51;50.69;0.88;326.16;1008.87;54.24;0;9.34;113;4.88;0.6;10276
17.06.2018 06:30;0.51;50.81;0.88;326.18;1008.88;54.4;0;9.22;127;5.06;0.62;5419
17.06.2018 06:35;0.5;50.92;0.88;326.21;1008.89;54.56;0;9.09;139;5.25;0.67;5053
17.06.2018 06:40;0.49;51.04;0.87;326.23;1008.9;54.71;0;8.96;149;5.43;0.75;6812
17.06.2018 06:45;0.49;51.15;0.87;326.25;1008.91;54.87;0;8.84;157;5.62;0.85;6817
17.06.2018 06:50;0.48;51.26;0.87;326.27;1008.92;55.03;0;8.71;163;5.81;0.96;17201
17.06.2018 06:55;0.47;51.38;0.87;326.3;1008.94;55.18;0;8.59;168;5.99;1.08;22073
17.06.2018 07:00;0.47;51.49;0.87;326.32;1008.95;55.34;1;8.46;172;6.18;1.2;24755
17.06.2018 07:05;0.47;51.64;0.86;326.33;1008.96;55.63;1;8.57;176;6.44;1.14;21009
17.06.2018 07:10;0.48;51.78;0.86;326.34;1008.98;55.92;1;8.68;180;6.7;1.07;10807
17.06.2018 07:15;0.48;51.92;0.86;326.35;1008.99;56.2;1;8.79;185;6.96;1.02;22506
17.06.2018 07:20;0.49;52.06;0.85;326.36;1009.01;56.49;1;8.9;190;7.22;0.97;28100
17.06.2018 07:25;0.49;52.2;0.85;326.37;1009.02;56.78;1;9.01;196;7.48;0.93;15516
17.06.2018 07:30;0.5;52.34;0.84;326.38;1009.04;57.06;1;9.12;202;7.74;0.9;23078
17.06.2018 07:35;0.5;52.47;0.84;326.4;1009.05;57.35;1;9.23;208;8.01;0.89;14079
17.06.2018 07:40;0.51;52.61;0.83;326.41;1009.07;57.64;1;9.34;215;8.27;0.88;25571
17.06.2018 07:45;0.51;52.75;0.83;326.42;1009.09;57.92;1;9.45;222;8.53;0.88;15557
17.06.2018 07:50;0.52;52.88;0.82;326.43;1009.1;58.21;1;9.56;228;8.79;0.9;24166
17.06.2018 07:55;0.52;53.01;0.82;326.44;1009.12;58.5;1;9.66;234;9.05;0.93;33423
17.06.2018 08:00;0.53;53.15;0.82;326.45;1009.13;58.78;1;9.77;240;9.31;0.97;19833
17.06.2018 08:05;0.52;53.2;0.81;326.2;1009.13;59.11;1;9.77;244;9.54;0.98;26710
17.06.2018 08:10;0.51;53.26;0.8;325.95;1009.12;59.43;1;9.77;247;9.77;0.99;21543
17.06.2018 08:15;0.5;53.31;0.79;325.7;1009.12;59.75;1;9.77;251;10;1.01;28495
17.06.2018 08:20;0.49;53.36;0.78;325.45;1009.11;60.08;1;9.76;254;10.23;1.04;29499
17.06.2018 08:25;0.48;53.41;0.78;325.2;1009.11;60.4;1;9.76;257;10.46;1.06;21059
17.06.2018 08:30;0.48;53.45;0.77;324.95;1009.1;60.72;2;9.76;260;10.69;1.09;20170
17.06.2018 08:35;0.47;53.49;0.76;324.7;1009.1;61.05;2;9.76;263;10.92;1.12;18840
17.06.2018 08:40;0.46;53.53;0.75;324.45;1009.09;61.37;2;9.75;265;11.15;1.15;19214
17.06.2018 08:45;0.45;53.56;0.75;324.2;1009.09;61.69;2;9.75;268;11.38;1.19;19959
17.06.2018 08:50;0.44;53.59;0.74;323.95;1009.08;62.02;2;9.75;270;11.61;1.23;21364
17.06.2018 08:55;0.43;53.62;0.73;323.7;1009.08;62.34;2;9.74;272;11.84;1.27;23142
17.06.2018 09:00;0.42;53.64;0.72;323.46;1009.07;62.66;2;9.74;274;12.07;1.31;24219
17.06.2018 09:05;0.42;53.57;0.72;323.42;1009.07;62.82;2;9.74;261;12.18;1.7;32867
17.06.2018 09:10;0.43;53.49;0.71;323.38;1009.07;62.98;3;9.74;253;12.28;2.14;29720
17.06.2018 09:15;0.43;53.41;0.71;323.35;1009.06;63.14;3;9.74;248;12.39;2.61;16652
17.06.2018 09:20;0.43;53.33;0.7;323.31;1009.06;63.3;3;9.74;244;12.5;3.1;14222
17.06.2018 09:25;0.43;53.24;0.69;323.27;1009.06;63.46;3;9.75;241;12.61;3.6;13197
17.06.2018 09:30;0.43;53.16;0.69;323.24;1009.05;63.62;3;9.75;239;12.72;4.1;11309
17.06.2018 09:35;0.43;53.07;0.68;323.2;1009.05;63.78;3;9.75;238;12.83;4.61;7758
17.06.2018 09:40;0.43;52.98;0.68;323.17;1009.05;63.94;3;9.75;236;12.94;5.12;5166
17.06.2018 09:45;0.44;52.88;0.67;323.13;1009.04;64.1;4;9.75;235;13.05;5.63;4748
17.06.2018 09:50;0.44;52.79;0.66;323.09;1009.04;64.26;4;9.75;235;13.16;6.15;6991
17.06.2018 09:55;0.44;52.69;0.66;323.06;1009.04;64.42;4;9.75;234;13.27;6.66;14880
17.06.2018 10:00;0.44;52.59;0.65;323.02;1009.03;64.58;4;9.75;233;13.38;7.18;36762
17.06.2018 10:05;0.44;52.57;0.65;323.01;1009;64.71;4;9.76;233;13.43;7.15;13153
17.06.2018 10:10;0.44;52.55;0.64;322.99;1008.97;64.85;4;9.76;233;13.49;7.12;34701
17.06.2018 10:15;0.44;52.53;0.64;322.98;1008.94;64.98;5;9.76;232;13.55;7.1;23450
17.06.2018 10:20;0.44;52.51;0.64;322.97;1008.91;65.12;5;9.77;232;13.61;7.07;16729
17.06.2018 10:25;0.44;52.49;0.63;322.95;1008.88;65.25;5;9.77;232;13.67;7.05;41799
17.06.2018 10:30;0.44;52.46;0.63;322.94;1008.85;65.39;5;9.77;231;13.73;7.02;51218
17.06.2018 10:35;0.44;52.44;0.63;322.92;1008.82;65.52;5;9.78;231;13.79;7;29860
17.06.2018 10:40;0.44;52.41;0.62;322.91;1008.79;65.66;6;9.78;231;13.84;6.98;9072
17.06.2018 10:45;0.44;52.39;0.62;322.89;1008.76;65.79;6;9.79;230;13.9;6.95;7621
17.06.2018 10:50;0.44;52.36;0.62;322.88;1008.73;65.93;6;9.79;230;13.96;6.93;11063
17.06.2018 10:55;0.44;52.33;0.61;322.87;1008.7;66.06;6;9.79;230;14.02;6.91;23991
17.06.2018 11:00;0.44;52.3;0.61;322.85;1008.67;66.2;6;9.8;229;14.08;6.88;40130
17.06.2018 11:05;0.44;52.21;0.6;322.84;1008.65;66.32;7;9.8;230;14.14;7.02;48655
17.06.2018 11:10;0.44;52.11;0.6;322.83;1008.62;66.45;7;9.81;231;14.2;7.16;25419
17.06.2018 11:15;0.44;52.02;0.59;322.82;1008.59;66.58;7;9.81;231;14.27;7.3;32024
17.06.2018 11:20;0.44;51.92;0.59;322.81;1008.57;66.7;7;9.81;232;14.33;7.45;23022
17.06.2018 11:25;0.44;51.82;0.59;322.8;1008.54;66.83;7;9.82;232;14.39;7.59;24815
17.06.2018 11:30;0.45;51.71;0.58;322.79;1008.51;66.96;7;9.82;233;14.45;7.73;27950
17.06.2018 11:35;0.45;51.61;0.58;322.78;1008.49;67.09;8;9.83;233;14.52;7.88;28239
17.06.2018 11:40;0.45;51.5;0.57;322.77;1008.46;67.21;8;9.83;234;14.58;8.02;24548
17.06.2018 11:45;0.45;51.39;0.57;322.76;1008.43;67.34;8;9.83;234;14.64;8.17;30126
17.06.2018 11:50;0.45;51.28;0.56;322.75;1008.41;67.47;8;9.84;235;14.7;8.31;31497
17.06.2018 11:55;0.46;51.17;0.56;322.74;1008.38;67.59;8;9.84;235;14.77;8.46;25380
17.06.2018 12:00;0.46;51.05;0.55;322.73;1008.35;67.72;8;9.85;236;14.83;8.61;45669
17.06.2018 12:05;0.47;51.05;0.55;322.74;1008.33;67.77;8;9.85;239;14.92;8.63;35445
17.06.2018 12:10;0.49;51.05;0.55;322.75;1008.3;67.83;8;9.85;242;15.02;8.68;12446
17.06.2018 12:15;0.5;51.05;0.55;322.75;1008.28;67.88;8;9.86;246;15.11;8.76;31138
17.06.2018 12:20;0.52;51.05;0.55;322.76;1008.25;67.93;8;9.86;249;15.2;8.87;39019
17.06.2018 12:25;0.53;51.05;0.55;322.77;1008.23;67.99;8;9.86;252;15.3;9;35012
17.06.2018 12:30;0.55;51.05;0.55;322.77;1008.2;68.04;8;9.87;255;15.39;9.16;23053
17.06.2018 12:35;0.56;51.05;0.54;322.78;1008.17;68.1;8;9.87;258;15.49;9.34;26768
17.06.2018 12:40;0.58;51.05;0.54;322.78;1008.15;68.15;8;9.88;261;15.58;9.55;38267
17.06.2018 12:45;0.59;51.05;0.54;322.79;1008.12;68.2;8;9.88;263;15.67;9.78;34695
17.06.2018 12:50;0.61;51.04;0.54;322.8;1008.1;68.26;8;9.88;266;15.77;10.03;34930
17.06.2018 12:55;0.62;51.04;0.54;322.8;1008.07;68.31;8;9.89;268;15.86;10.29;17109
17.06.2018 13:00;0.64;51.04;0.54;322.81;1008.05;68.36;8;9.89;271;15.95;10.58;11778
17.06.2018 13:05;0.64;51.12;0.54;322.82;1008.01;68.51;8;9.7;270;16.05;10.6;23622
17.06.2018 13:10;0.65;51.21;0.54;322.84;1007.98;68.65;8;9.5;270;16.15;10.63;23196
17.06.2018 13:15;0.66;51.29;0.54;322.85;1007.95;68.79;8;9.31;269;16.25;10.65;26967
17.06.2018 13:20;0.66;51.38;0.54;322.86;1007.91;68.94;8;9.11;269;16.34;10.67;31683
17.06.2018 13:25;0.67;51.46;0.53;322.88;1007.88;69.08;8;8.92;268;16.44;10.7;31503
17.06.2018 13:30;0.68;51.54;0.53;322.89;1007.85;69.22;7;8.72;268;16.54;10.73;21511
17.06.2018 13:35;0.69;51.62;0.53;322.9;1007.82;69.37;7;8.53;268;16.64;10.75;29160
17.06.2018 13:40;0.69;51.71;0.53;322.92;1007.78;69.51;7;8.34;267;16.73;10.78;19382
17.06.2018 13:45;0.7;51.79;0.53;322.93;1007.75;69.65;7;8.14;267;16.83;10.81;13256
17.06.2018 13:50;0.71;51.87;0.53;322.94;1007.72;69.8;7;7.95;266;16.93;10.84;14391
17.06.2018 13:55;0.71;51.96;0.53;322.96;1007.68;69.94;7;7.75;266;17.03;10.87;15600
17.06.2018 14:00;0.72;52.04;0.53;322.97;1007.65;70.08;7;7.56;265;17.12;10.89;18992
17.06.2018 14:05;0.72;52.07;0.53;323.06;1007.63;70.11;6;7.54;263;17.02;10.7;21760
17.06.2018 14:10;0.72;52.04;0.53;323.01;1007.6;70.22;6;7.96;260;17.25;10.53;24061
17.06.2018 14:15;0.72;52.04;0.52;323.02;1007.58;70.28;6;8.16;257;17.31;10.38;19154
17.06.2018 14:20;0.71;52.04;0.52;323.04;1007.55;70.35;6;8.36;255;17.37;10.25;12087
17.06.2018 14:25;0.71;52.04;0.52;323.06;1007.53;70.42;6;8.56;252;17.43;10.15;15042
17.06.2018 14:30;0.71;52.04;0.52;323.08;1007.5;70.49;6;8.76;249;17.49;10.08;23559
17.06.2018 14:35;0.71;52.04;0.52;323.1;1007.48;70.55;6;8.96;246;17.56;10.03;24191
17.06.2018 14:40;0.71;52.04;0.52;323.11;1007.45;70.62;5;9.16;243;17.62;10.01;21417
17.06.2018 14:45;0.71;52.35;0.53;323.8;1007.49;70.36;5;7.42;241;16.22;9.92;19963
17.06.2018 14:50;0.7;52.04;0.52;323.15;1007.4;70.75;5;9.56;237;17.74;10.05;18832
17.06.2018 14:55;0.7;52.04;0.51;323.17;1007.38;70.82;5;9.77;234;17.8;10.11;17532
17.06.2018 15:00;0.7;52.04;0.51;323.18;1007.35;70.89;5;9.97;231;17.87;10.2;16538
17.06.2018 15:05;0.7;51.92;0.51;323.26;1007.34;70.88;5;9.77;230;17.7;10.27;14982
17.06.2018 15:10;0.7;51.8;0.51;323.33;1007.32;70.87;4;9.57;228;17.54;10.35;13494
17.06.2018 15:15;0.7;51.68;0.51;323.41;1007.3;70.86;4;9.37;227;17.37;10.44;8705
17.06.2018 15:20;0.7;51.56;0.51;323.48;1007.28;70.85;4;9.17;226;17.21;10.54;12156
17.06.2018 15:25;0.69;51.44;0.5;323.56;1007.27;70.84;4;8.98;224;17.05;10.64;8182
17.06.2018 15:30;0.69;51.32;0.5;323.63;1007.25;70.83;4;8.78;223;16.88;10.75;4870
17.06.2018 15:35;0.69;51.2;0.5;323.71;1007.23;70.82;4;8.58;222;16.72;10.86;6130
17.06.2018 15:40;0.69;51.08;0.5;323.78;1007.21;70.81;3;8.38;220;16.55;10.98;12103
17.06.2018 15:45;0.69;50.96;0.49;323.86;1007.2;70.8;3;8.18;219;16.39;11.1;10245
17.06.2018 15:50;0.69;50.84;0.49;323.93;1007.18;70.79;3;7.98;218;16.23;11.23;8129
17.06.2018 15:55;0.69;50.71;0.49;324.01;1007.16;70.79;3;7.79;217;16.06;11.36;5989
17.06.2018 16:00;0.69;50.59;0.49;324.08;1007.14;70.78;3;7.59;216;15.9;11.5;8282
17.06.2018 16:05;0.67;50.71;0.49;324.07;1007.12;70.77;3;7.64;219;15.88;10.65;6046
17.06.2018 16:10;0.65;50.83;0.49;324.06;1007.1;70.77;3;7.69;224;15.86;9.85;2617
17.06.2018 16:15;0.64;50.94;0.5;324.05;1007.08;70.77;3;7.75;229;15.85;9.13;1859
17.06.2018 16:20;0.62;51.06;0.5;324.04;1007.06;70.76;2;7.8;235;15.83;8.5;1836
17.06.2018 16:25;0.61;51.18;0.5;324.03;1007.04;70.76;2;7.85;242;15.81;7.98;1740
17.06.2018 16:30;0.59;51.29;0.5;324.02;1007.02;70.76;2;7.9;250;15.8;7.59;1082
17.06.2018 16:35;0.57;51.41;0.5;324.01;1007;70.75;2;7.96;259;15.78;7.35;895
17.06.2018 16:40;0.56;51.52;0.51;324;1006.97;70.75;2;8.01;267;15.76;7.29;845
17.06.2018 16:45;0.54;51.64;0.51;323.99;1006.95;70.75;2;8.06;276;15.75;7.4;673
17.06.2018 16:50;0.53;51.75;0.51;323.98;1006.93;70.74;2;8.11;285;15.73;7.68;477
17.06.2018 16:55;0.51;51.86;0.51;323.97;1006.91;70.74;2;8.17;292;15.71;8.1;365
17.06.2018 17:00;0.5;51.98;0.52;323.96;1006.89;70.74;2;8.22;299;15.69;8.66;307
17.06.2018 17:05;0.5;51.83;0.51;323.93;1006.88;70.66;2;8.25;296;15.65;8.65;272
17.06.2018 17:10;0.5;51.68;0.51;323.89;1006.87;70.59;2;8.29;293;15.61;8.66;303
17.06.2018 17:15;0.5;51.53;0.51;323.85;1006.87;70.52;1;8.33;291;15.57;8.69;154
17.06.2018 17:20;0.5;51.38;0.51;323.82;1006.86;70.44;1;8.36;288;15.52;8.74;25
17.06.2018 17:25;0.5;51.24;0.51;323.78;1006.85;70.37;1;8.4;285;15.48;8.8;3
17.06.2018 17:30;0.5;51.09;0.51;323.75;1006.84;70.3;1;8.44;283;15.44;8.89;0
17.06.2018 17:35;0.51;50.94;0.5;323.71;1006.84;70.22;1;8.47;280;15.4;8.99;0
17.06.2018 17:40;0.51;50.79;0.5;323.67;1006.83;70.15;1;8.51;278;15.35;9.12;0
17.06.2018 17:45;0.51;50.64;0.5;323.64;1006.82;70.08;1;8.55;275;15.31;9.25;0
17.06.2018 17:50;0.51;50.49;0.5;323.6;1006.82;70;1;8.58;273;15.27;9.41;0
17.06.2018 17:55;0.51;50.35;0.5;323.56;1006.81;69.93;1;8.62;271;15.23;9.58;0
17.06.2018 18:00;0.51;50.2;0.5;323.53;1006.8;69.86;1;8.66;269;15.18;9.76;0
17.06.2018 18:05;0.51;50.3;0.5;323.46;1006.83;69.71;1;8.65;270;15.12;9.52;0
17.06.2018 18:10;0.5;50.4;0.51;323.39;1006.87;69.56;1;8.65;271;15.05;9.28;0
17.06.2018 18:15;0.49;50.49;0.51;323.32;1006.9;69.41;1;8.64;272;14.98;9.05;0
17.06.2018 18:20;0.49;50.59;0.51;323.25;1006.93;69.26;1;8.64;274;14.92;8.82;0
17.06.2018 18:25;0.48;50.68;0.52;323.18;1006.96;69.11;1;8.63;275;14.85;8.6;0
17.06.2018 18:30;0.47;50.77;0.52;323.12;1007;68.96;1;8.63;276;14.78;8.38;0
17.06.2018 18:35;0.47;50.86;0.53;323.05;1007.03;68.81;1;8.62;278;14.72;8.17;0
17.06.2018 18:40;0.46;50.95;0.53;322.98;1007.06;68.67;1;8.62;280;14.65;7.96;0
17.06.2018 18:45;0.45;51.03;0.54;322.91;1007.09;68.52;0;8.61;281;14.58;7.77;0
17.06.2018 18:50;0.45;51.12;0.54;322.84;1007.13;68.37;0;8.6;283;14.52;7.57;0
17.06.2018 18:55;0.44;51.2;0.55;322.77;1007.16;68.22;0;8.6;285;14.45;7.39;0
17.06.2018 19:00;0.43;51.28;0.55;322.7;1007.19;68.07;0;8.59;287;14.38;7.22;0
17.06.2018 19:05;0.43;51.37;0.55;322.62;1007.24;67.98;0;8.57;287;14.29;6.98;0
17.06.2018 19:10;0.43;51.45;0.56;322.53;1007.29;67.88;0;8.55;287;14.2;6.73;0
17.06.2018 19:15;0.43;51.54;0.56;322.44;1007.33;67.79;0;8.53;287;14.1;6.49;0
17.06.2018 19:20;0.43;51.63;0.56;322.35;1007.38;67.7;0;8.51;288;14.01;6.25;0
17.06.2018 19:25;0.42;51.71;0.57;322.27;1007.43;67.6;0;8.49;288;13.92;6.01;0
17.06.2018 19:30;0.42;51.79;0.57;322.18;1007.48;67.51;0;8.47;288;13.82;5.77;0
17.06.2018 19:35;0.42;51.87;0.57;322.09;1007.52;67.42;0;8.44;288;13.73;5.53;0
17.06.2018 19:40;0.42;51.96;0.58;322;1007.57;67.32;0;8.42;288;13.63;5.29;0
17.06.2018 19:45;0.42;52.04;0.58;321.92;1007.62;67.23;0;8.4;289;13.54;5.04;0
17.06.2018 19:50;0.42;52.12;0.59;321.83;1007.67;67.14;0;8.38;289;13.45;4.8;0
17.06.2018 19:55;0.41;52.19;0.59;321.74;1007.71;67.04;0;8.36;289;13.35;4.56;0
17.06.2018 20:00;0.41;52.27;0.59;321.65;1007.76;66.95;0;8.34;290;13.26;4.32;0
17.06.2018 20:05;0.41;52.34;0.6;322.43;1007.81;66.71;0;8.43;289;13.02;4.33;0
17.06.2018 20:10;0.41;52.41;0.61;323.2;1007.86;66.46;0;8.53;288;12.77;4.33;0
17.06.2018 20:15;0.41;52.47;0.61;323.98;1007.9;66.22;0;8.62;288;12.53;4.34;0
17.06.2018 20:20;0.41;52.53;0.62;324.76;1007.95;65.98;0;8.72;287;12.29;4.34;0
17.06.2018 20:25;0.41;52.59;0.63;325.53;1008;65.74;0;8.81;287;12.04;4.35;0
17.06.2018 20:30;0.4;52.65;0.63;326.31;1008.05;65.49;0;8.91;286;11.8;4.36;0
17.06.2018 20:35;0.4;52.7;0.64;327.08;1008.09;65.25;0;9;285;11.56;4.36;0
17.06.2018 20:40;0.4;52.74;0.65;327.86;1008.14;65.01;0;9.1;285;11.31;4.37;0
17.06.2018 20:45;0.4;52.79;0.65;328.64;1008.19;64.77;0;9.19;284;11.07;4.38;0
17.06.2018 20:50;0.4;52.83;0.66;329.41;1008.24;64.52;0;9.28;284;10.83;4.39;0
17.06.2018 20:55;0.4;52.87;0.66;330.19;1008.28;64.28;0;9.38;283;10.58;4.4;0
17.06.2018 21:00;0.4;52.91;0.67;330.96;1008.33;64.04;0;9.47;283;10.34;4.41;0
17.06.2018 21:05;0.39;52.89;0.67;330.94;1008.36;63.98;0;9.48;282;10.18;4.47;0
17.06.2018 21:10;0.39;52.88;0.67;330.91;1008.38;63.92;0;9.49;281;10.02;4.53;0
17.06.2018 21:15;0.39;52.86;0.67;330.88;1008.4;63.85;0;9.49;281;9.86;4.6;0
17.06.2018 21:20;0.39;52.85;0.68;330.85;1008.42;63.79;0;9.5;280;9.7;4.66;0
17.06.2018 21:25;0.39;52.83;0.68;330.82;1008.45;63.73;0;9.5;280;9.54;4.73;0
17.06.2018 21:30;0.38;52.82;0.68;330.79;1008.47;63.67;0;9.51;279;9.38;4.79;0
17.06.2018 21:35;0.38;52.81;0.68;330.76;1008.49;63.61;0;9.52;279;9.22;4.86;0
17.06.2018 21:40;0.38;52.79;0.68;330.73;1008.52;63.55;0;9.52;278;9.06;4.92;0
17.06.2018 21:45;0.38;52.78;0.68;330.7;1008.54;63.49;0;9.53;278;8.89;4.99;0
17.06.2018 21:50;0.38;52.76;0.68;330.68;1008.56;63.43;0;9.53;277;8.73;5.05;0
17.06.2018 21:55;0.38;52.75;0.68;330.65;1008.59;63.37;0;9.54;277;8.57;5.12;0
17.06.2018 22:00;0.37;52.73;0.68;330.62;1008.61;63.31;0;9.55;276;8.41;5.19;0
17.06.2018 22:05;0.37;52.81;0.69;330.49;1008.63;63.17;0;9.54;275;8.25;5;0
17.06.2018 22:10;0.37;52.89;0.7;330.36;1008.64;63.03;0;9.54;273;8.08;4.81;0
17.06.2018 22:15;0.37;52.97;0.7;330.23;1008.66;62.89;0;9.54;271;7.92;4.63;0
17.06.2018 22:20;0.37;53.04;0.71;330.1;1008.67;62.75;0;9.54;268;7.75;4.46;0
17.06.2018 22:25;0.37;53.12;0.71;329.98;1008.69;62.61;0;9.54;266;7.58;4.3;0
17.06.2018 22:30;0.37;53.19;0.72;329.85;1008.71;62.47;0;9.54;263;7.42;4.14;0
17.06.2018 22:35;0.37;53.26;0.72;329.72;1008.72;62.33;0;9.54;260;7.25;3.99;0
17.06.2018 22:40;0.37;53.33;0.73;329.59;1008.74;62.2;0;9.53;257;7.09;3.86;0
17.06.2018 22:45;0.37;53.39;0.73;329.46;1008.76;62.06;0;9.53;254;6.92;3.73;0
17.06.2018 22:50;0.37;53.46;0.74;329.33;1008.77;61.92;0;9.53;251;6.76;3.62;0
17.06.2018 22:55;0.37;53.52;0.74;329.21;1008.79;61.78;0;9.53;247;6.59;3.52;0
17.06.2018 23:00;0.37;53.59;0.75;329.08;1008.8;61.64;0;9.53;243;6.42;3.44;0
17.06.2018 23:05;0.36;53.49;0.75;328.94;1008.8;61.59;0;9.53;247;6.3;3.19;0
17.06.2018 23:10;0.36;53.39;0.75;328.81;1008.8;61.55;0;9.53;251;6.18;2.97;0
17.06.2018 23:15;0.35;53.29;0.74;328.67;1008.8;61.5;0;9.53;257;6.06;2.76;0
17.06.2018 23:20;0.35;53.19;0.74;328.53;1008.8;61.46;0;9.53;263;5.94;2.58;0
17.06.2018 23:25;0.34;53.09;0.74;328.4;1008.8;61.41;0;9.53;269;5.82;2.43;0
17.06.2018 23:30;0.34;52.99;0.74;328.26;1008.8;61.37;0;9.54;277;5.69;2.32;0
17.06.2018 23:35;0.33;52.89;0.74;328.12;1008.8;61.32;0;9.54;285;5.57;2.25;0
17.06.2018 23:40;0.33;52.79;0.74;327.99;1008.8;61.27;0;9.54;294;5.45;2.24;0
17.06.2018 23:45;0.32;52.68;0.73;327.85;1008.8;61.23;0;9.54;302;5.33;2.27;0
17.06.2018 23:50;0.32;52.58;0.73;327.72;1008.8;61.18;0;9.54;310;5.21;2.34;0
17.06.2018 23:55;0.32;52.48;0.73;327.58;1008.79;61.14;0;9.54;317;5.08;2.46;0
18.06.2018 00:00;0.31;52.38;0.73;327.44;1008.79;61.09;0;9.54;324;4.96;2.62;0
18.06.2018 00:05;0.31;52.37;0.73;327.31;1008.78;61.05;0;9.55;319;4.91;2.59;0
18.06.2018 00:10;0.31;52.35;0.73;327.17;1008.77;61;0;9.57;315;4.86;2.57;0
18.06.2018 00:15;0.31;52.34;0.73;327.03;1008.76;60.96;0;9.58;310;4.81;2.58;0
18.06.2018 00:20;0.31;52.33;0.73;326.9;1008.74;60.91;0;9.59;305;4.76;2.6;0
18.06.2018 00:25;0.3;52.31;0.73;326.76;1008.73;60.86;0;9.6;300;4.71;2.64;0
18.06.2018 00:30;0.3;52.3;0.74;326.62;1008.72;60.82;0;9.61;296;4.66;2.69;0
18.06.2018 00:35;0.3;52.28;0.74;326.48;1008.71;60.77;0;9.62;292;4.61;2.76;0
18.06.2018 00:40;0.3;52.27;0.74;326.35;1008.69;60.73;0;9.63;288;4.56;2.85;0
18.06.2018 00:45;0.3;52.25;0.74;326.21;1008.68;60.68;0;9.64;284;4.51;2.95;0
18.06.2018 00:50;0.3;52.24;0.74;326.07;1008.67;60.64;0;9.65;280;4.46;3.06;0
18.06.2018 00:55;0.3;52.23;0.74;325.94;1008.66;60.59;0;9.67;277;4.41;3.18;0
18.06.2018 01:00;0.29;52.21;0.74;325.8;1008.64;60.55;0;9.68;274;4.36;3.31;0
18.06.2018 01:05;0.29;52.2;0.74;325.66;1008.65;60.42;0;9.69;276;4.36;3.23;0
18.06.2018 01:10;0.29;52.19;0.75;325.51;1008.65;60.29;0;9.7;279;4.35;3.15;0
18.06.2018 01:15;0.29;52.18;0.75;325.37;1008.65;60.17;0;9.72;281;4.34;3.08;0
18.06.2018 01:20;0.29;52.16;0.75;325.23;1008.65;60.04;0;9.73;284;4.33;3.02;0
18.06.2018 01:25;0.29;52.15;0.76;325.08;1008.66;59.91;0;9.74;287;4.33;2.96;0
18.06.2018 01:30;0.29;52.14;0.76;324.94;1008.66;59.79;0;9.75;290;4.32;2.91;0
18.06.2018 01:35;0.3;52.12;0.76;324.79;1008.66;59.66;0;9.77;293;4.31;2.87;0
18.06.2018 01:40;0.3;52.11;0.76;324.65;1008.67;59.53;0;9.78;296;4.31;2.83;0
18.06.2018 01:45;0.3;52.09;0.77;324.51;1008.67;59.41;0;9.79;299;4.3;2.8;0
18.06.2018 01:50;0.3;52.08;0.77;324.36;1008.67;59.28;0;9.81;302;4.29;2.79;0
18.06.2018 01:55;0.3;52.06;0.77;324.22;1008.67;59.15;0;9.82;305;4.29;2.77;0
18.06.2018 02:00;0.3;52.04;0.78;324.07;1008.68;59.03;0;9.83;308;4.28;2.77;0
18.06.2018 02:05;0.3;52.08;0.78;323.96;1008.64;59.07;0;9.84;305;4.2;2.66;0
18.06.2018 02:10;0.3;52.12;0.78;323.85;1008.6;59.11;0;9.85;302;4.11;2.56;0
18.06.2018 02:15;0.31;52.16;0.78;323.74;1008.56;59.15;0;9.86;299;4.03;2.46;0
18.06.2018 02:20;0.31;52.2;0.78;323.63;1008.52;59.19;0;9.87;295;3.94;2.37;0
